time,Respiration Rate
0,20.6
1,20.4
2,20.2
3,20.2
4,20.0
5,20.0
6,20.1
7,20.3
8,20.6
9,20.8
10,21.1
11,21.5
12,21.8
13,21.8
14,21.8
15,22.2
16,22.7
17,23.1
18,23.5
19,23.5
20,23.5
21,23.6
22,23.6
23,23.4
24,23.2
25,23.1
26,23.0
27,21.7
28,20.6
29,19.7
30,19.2
31,18.9
32,18.7
33,18.7
34,18.6
35,19.4
36,20.0
37,20.5
38,20.8
39,21.1
40,21.3
41,21.5
42,21.6
43,21.8
44,21.9
45,21.9
46,21.9
47,21.8
48,21.8
49,21.9
50,21.9
51,22.0
52,21.9
53,21.8
54,21.9
55,22.3
56,22.5
57,22.5
58,22.2
59,22.1
60,21.8
61,21.6
62,21.8
63,22.2
64,22.5
65,22.5
66,22.3
67,22.1
68,22.2
69,22.3
70,22.5
71,22.7
72,22.9
73,23.0
74,23.0
75,22.9
76,22.8
77,22.7
78,22.5
79,22.4
80,22.3
81,22.2
82,22.0
83,21.7
84,21.5
85,21.4
86,21.3
87,21.1
88,20.8
89,20.6
90,20.4
91,20.3
92,20.2
93,20.1
94,20.0
95,19.9
96,19.3
97,18.9
98,18.5
99,18.2
100,17.9
101,17.7
102,17.5
103,17.1
104,16.5
105,16.1
106,15.7
107,15.4
108,14.9
109,14.5
110,14.1
111,13.9
112,13.6
113,13.3
114,12.8
115,12.4
116,12.1
117,12.1
118,12.1
119,12.1
120,12.1
121,12.1
122,12.0
123,11.9
124,11.9
125,12.1
126,12.3
127,12.4
128,12.7
129,12.7
130,13.1
131,13.5
132,13.8
133,14.7
134,15.4
135,16.0
136,16.8
137,17.5
138,18.0
139,18.5
140,18.8
141,19.1
142,19.3
143,19.3
144,19.3
145,19.3
146,19.3
147,19.1
148,19.0
149,18.9
150,18.8
151,18.4
152,18.0
153,17.8
154,17.5
155,17.0
156,16.6
157,16.3
158,16.0
159,15.8
160,15.6
161,15.5
162,15.0
163,14.6
164,14.3
165,14.1
166,13.9
167,13.8
168,13.8
169,13.7
170,13.6
171,13.5
172,13.4
173,13.3
174,13.2
175,13.4
176,13.7
177,13.9
178,14.1
179,14.4
180,14.6
181,14.7
182,15.2
183,15.5
184,16.2
185,16.6
186,17.1
187,17.7
188,18.2
189,18.6
190,19.0
191,19.2
192,19.4
193,19.6
194,19.8
195,19.9
196,19.9
197,19.9
198,19.9
199,20.0
200,20.1
201,20.2
202,20.2
203,20.3
204,20.3
205,20.3
206,20.2
207,20.1
208,20.1
209,19.8
210,19.6
211,19.5
212,19.3
213,19.1
214,19.0
215,18.9
216,18.4
217,18.1
218,17.9
219,18.0
220,18.0
221,18.2
222,18.6
223,18.9
224,19.5
225,20.0
226,20.4
227,20.4
228,20.1
229,19.8
230,19.7
231,19.2
232,18.8
233,18.4
234,18.2
235,17.8
236,17.5
237,17.2
238,17.0
239,16.8
240,16.7
241,16.3
242,15.9
243,15.6
244,15.4
245,15.2
246,15.0
247,14.8
248,14.7
249,14.4
250,14.1
251,13.9
252,13.8
253,13.8
254,13.9
255,13.9
256,13.9
257,14.0
258,14.2
259,14.4
260,14.5
261,14.8
262,15.0
263,15.2
264,15.5
265,15.8
266,16.0
267,16.2
268,16.3
269,16.3
270,16.3
271,16.3
272,16.3
273,16.3
274,16.2
275,16.0
276,15.8
277,15.6
278,15.5
279,15.4
280,15.2
281,14.9
282,14.6
283,14.5
284,14.5
285,14.5
286,14.5
287,14.7
288,14.9
289,15.1
290,15.2
291,15.3
292,15.1
293,14.9
294,14.9
295,14.8
296,14.8
297,14.8
298,14.8
299,14.8
300,14.7
301,14.6
302,14.5
303,14.5
304,14.6
305,14.6
306,14.6
307,14.6
308,14.6
309,14.6
310,14.5
311,14.3
312,14.1
313,14.0
314,13.9
315,13.8
316,13.7
317,13.4
318,13.2
319,13.1
320,13.1
321,13.1
322,13.2
323,13.4
324,13.5
325,13.6
326,13.7
327,13.6
328,13.5
329,13.4
