time,Respiration Rate
0,16.5
1,16.5
2,16.6
3,16.6
4,16.7
5,16.6
6,16.5
7,16.5
8,16.6
9,16.7
10,16.8
11,16.9
12,17.1
13,17.2
14,17.3
15,17.4
16,17.4
17,17.4
18,17.2
19,17.2
20,17.2
21,17.2
22,17.2
23,17.3
24,17.4
25,17.4
26,17.5
27,17.4
28,17.4
29,17.3
30,17.3
31,17.2
32,17.2
33,17.2
34,17.0
35,16.8
36,16.7
37,16.5
38,16.5
39,15.8
40,15.2
41,14.9
42,14.6
43,14.4
44,14.2
45,14.0
46,13.8
47,13.6
48,13.5
49,13.3
50,13.2
51,13.2
52,13.1
53,13.1
54,13.0
55,12.9
56,12.8
57,12.8
58,12.7
59,12.6
60,12.7
61,12.9
62,13.1
63,13.3
64,13.5
65,13.7
66,13.9
67,14.0
68,14.1
69,14.2
70,14.2
71,14.2
72,14.3
73,14.3
74,14.4
75,14.4
76,14.4
77,14.4
78,14.4
79,14.4
80,14.4
81,14.4
82,14.4
83,14.5
84,14.5
85,14.5
86,14.3
87,14.2
88,14.2
89,14.2
90,14.3
91,14.4
92,14.6
93,14.7
94,14.8
95,14.8
96,14.8
97,14.8
98,14.7
99,14.7
100,14.8
101,14.9
102,15.0
103,15.4
104,15.7
105,16.1
106,16.4
107,16.7
108,16.9
109,17.0
110,17.1
111,17.1
112,17.1
113,17.1
114,17.1
115,17.1
116,17.0
117,16.9
118,16.9
119,17.0
120,17.1
121,17.3
122,17.5
123,17.7
124,17.8
125,17.7
126,17.6
127,17.5
128,17.5
129,17.3
130,17.0
131,16.8
132,16.6
133,16.4
134,16.3
135,16.2
136,16.1
137,16.1
138,16.0
139,16.0
140,15.9
141,15.9
142,15.9
143,15.9
144,15.8
145,15.6
146,15.5
147,15.4
148,15.4
149,15.4
150,15.4
151,15.4
152,15.4
153,15.4
154,15.3
155,15.4
156,15.5
157,15.7
158,15.8
159,16.0
160,16.2
161,16.3
162,16.5
163,16.6
164,16.7
165,16.8
166,16.8
167,16.8
168,16.8
169,16.8
170,16.8
171,16.9
172,17.0
173,17.0
174,17.0
175,16.9
176,16.8
177,16.7
178,16.6
179,16.6
180,16.6
181,16.4
182,16.2
183,16.2
184,16.2
185,16.2
186,16.2
187,16.3
188,16.5
189,16.6
190,17.8
191,18.7
192,19.5
193,20.1
194,20.6
195,21.0
196,21.2
197,21.3
198,21.4
199,21.4
200,21.4
201,21.4
202,21.5
203,21.6
204,21.8
205,21.9
206,22.0
207,22.0
208,22.0
209,21.8
210,21.5
211,21.3
212,21.4
213,21.6
214,22.0
215,22.4
216,22.6
217,22.8
218,22.8
219,22.8
220,22.8
221,22.8
222,22.7
223,22.7
224,22.7
225,22.7
226,22.7
227,22.6
228,22.6
229,22.5
230,22.4
231,22.3
232,22.1
233,22.0
234,21.8
235,21.4
236,20.7
237,20.2
238,20.2
239,20.2
240,20.1
241,20.1
242,20.0
243,19.9
244,20.2
245,20.4
246,20.6
247,20.6
248,20.6
249,20.8
250,21.1
251,21.2
252,21.3
253,21.2
254,21.1
255,20.9
256,20.7
257,20.5
258,20.3
259,19.7
260,19.3
261,19.1
262,19.1
263,19.2
264,19.3
265,19.5
266,19.6
267,19.8
268,20.0
269,20.1
270,20.2
271,20.2
272,20.2
273,20.6
274,20.8
275,21.0
276,21.2
277,21.4
278,21.5
279,21.5
280,21.4
281,21.4
282,21.4
283,21.5
284,21.6
285,21.5
286,21.4
287,21.7
288,21.9
289,22.3
290,22.6
291,22.9
292,22.9
293,22.9
294,22.9
295,22.8
296,22.7
297,22.6
298,21.8
299,21.2
300,20.7
301,20.1
302,19.5
303,19.0
304,18.6
305,18.7
306,18.7
307,18.9
308,19.2
309,19.2
310,19.4
311,19.6
312,19.8
313,19.9
314,19.8
315,19.8
316,19.9
317,20.0
318,20.0
319,20.1
320,20.0
321,19.9
322,20.0
323,20.1
324,20.2
325,20.3
326,20.3
327,20.2
328,20.2
329,20.2
330,20.1
331,20.0
332,19.9
333,19.9
334,19.6
335,19.3
336,19.0
337,18.9
338,18.8
339,18.7
340,18.5
341,18.4
342,18.4
343,18.4
344,18.5
345,18.7
346,18.8
347,18.8
348,18.8
349,18.9
350,19.1
351,19.3
352,19.5
353,19.6
354,19.6
355,19.6
356,19.7
357,19.8
358,19.9
359,19.8
360,19.7
361,19.6
362,19.5
363,19.3
364,19.2
365,19.1
366,18.7
367,18.2
368,17.7
369,17.3
370,17.6
371,17.8
372,18.0
373,18.0
374,18.1
375,18.3
376,18.5
377,18.8
378,19.2
379,19.5
380,19.7
381,19.9
382,19.9
383,19.9
384,20.0
385,20.2
386,20.3
387,20.4
388,20.5
389,20.5
390,20.4
391,20.3
392,20.3
