time,Respiration Rate
0,13.9
1,13.9
2,14.0
3,14.1
4,14.4
5,14.6
6,14.8
7,14.9
8,15.0
9,15.1
10,15.2
11,15.1
12,15.1
13,15.0
14,15.0
15,15.1
16,15.2
17,15.3
18,15.6
19,15.7
20,15.9
21,16.0
22,16.1
23,16.0
24,15.9
25,15.9
26,15.9
27,16.0
28,16.1
29,16.3
30,16.4
31,16.9
32,17.3
33,17.6
34,17.9
35,18.1
36,18.3
37,18.3
38,18.3
39,18.3
40,18.3
41,18.3
42,18.3
43,18.3
44,18.3
45,18.3
46,18.2
47,18.0
48,18.0
49,17.9
50,18.0
51,18.0
52,18.0
53,18.1
54,18.1
55,18.1
56,18.1
57,18.1
58,18.0
59,18.0
60,18.0
61,18.0
62,18.0
63,18.1
64,18.3
65,18.4
66,18.5
67,18.5
68,18.6
69,18.5
70,18.4
71,18.3
72,18.3
73,18.0
74,17.9
75,17.8
76,17.8
77,17.7
78,17.7
79,17.6
80,17.5
81,17.5
82,17.5
83,17.5
84,17.5
85,17.2
86,17.0
87,16.9
88,16.8
89,16.7
90,16.6
91,16.6
92,17.0
93,17.3
94,17.5
95,17.5
96,17.5
97,17.3
98,17.1
99,17.1
100,17.1
101,17.1
102,17.3
103,17.5
104,17.6
105,17.7
106,17.8
107,17.8
108,17.8
109,17.7
110,17.7
111,17.5
112,17.3
113,17.1
114,17.3
115,17.5
116,17.8
117,18.1
118,18.3
119,18.8
120,19.3
121,19.7
122,20.1
123,20.4
124,20.7
125,20.8
126,20.9
127,20.9
128,20.9
129,20.8
130,21.1
131,21.4
132,21.5
133,21.4
134,20.9
135,20.5
136,20.3
137,20.1
138,19.9
139,19.8
140,19.1
141,18.6
142,18.3
143,18.1
144,18.0
145,18.1
146,18.3
147,18.4
148,19.1
149,19.7
150,20.2
151,20.6
152,20.9
153,21.2
154,21.2
155,21.3
156,21.3
157,21.3
158,21.2
159,21.1
160,21.0
161,20.9
162,20.9
163,20.8
164,20.8
165,20.5
166,20.1
167,19.7
168,19.4
169,19.4
170,19.3
171,19.3
172,19.1
173,19.0
174,19.1
175,19.2
176,19.5
177,19.8
178,20.1
179,20.7
180,21.2
181,21.6
182,21.4
183,21.2
184,21.1
185,20.8
186,20.4
187,20.1
188,19.9
189,19.8
