time,Respiration Rate
0,20.5
1,20.5
2,20.5
3,20.7
4,20.9
5,21.2
6,21.5
7,21.9
8,22.3
9,22.6
10,23.4
11,24.1
12,24.6
13,25.0
14,25.3
15,25.4
16,25.6
17,25.6
18,25.7
19,25.7
20,25.8
21,25.8
22,25.8
23,25.8
24,25.7
25,25.7
26,25.6
27,25.6
28,25.5
29,25.5
30,25.5
31,25.5
32,25.4
33,25.3
34,25.2
35,25.1
36,25.1
37,25.0
38,24.5
39,24.1
40,23.8
41,23.3
42,22.9
43,22.6
44,22.3
45,22.0
46,21.7
47,21.6
48,21.5
49,21.8
50,22.0
51,22.2
52,22.3
53,22.4
54,22.4
55,22.3
56,22.3
57,22.3
58,22.2
59,22.1
60,21.9
61,21.9
62,21.4
63,21.1
64,20.8
65,20.3
66,19.8
67,19.3
68,19.3
69,19.3
70,19.3
71,19.3
72,18.9
73,18.7
74,18.4
75,18.1
76,17.8
77,17.6
78,17.4
79,17.1
80,16.8
81,16.3
82,16.0
83,15.7
84,15.5
85,15.3
86,14.8
87,14.3
88,14.0
89,13.7
90,13.5
91,13.3
92,13.2
93,13.1
94,13.0
95,12.9
96,12.8
97,12.8
98,12.6
99,12.2
100,12.0
101,11.8
102,11.6
103,11.6
104,11.7
105,11.7
106,11.8
107,12.0
108,12.2
109,12.4
110,12.7
111,13.1
112,13.5
113,13.7
114,14.6
115,15.3
116,15.9
117,16.3
118,16.6
119,16.6
120,16.8
121,17.0
122,17.4
123,17.6
124,17.9
125,18.3
126,18.6
127,18.9
128,19.2
129,19.5
130,20.1
131,20.5
132,20.9
133,21.2
134,21.4
135,21.6
136,21.6
137,21.6
138,21.6
139,21.6
140,21.4
141,21.3
142,21.1
143,21.0
144,20.9
145,20.9
146,20.5
147,20.1
148,19.9
149,19.8
150,19.8
151,19.7
152,19.7
153,19.6
154,19.4
155,19.3
156,19.2
157,19.1
158,18.8
159,18.7
160,18.5
161,18.4
162,18.3
163,18.2
164,18.1
165,17.6
166,17.1
167,16.7
168,16.4
169,16.2
170,16.0
171,15.8
172,15.7
173,15.4
174,14.9
175,14.6
176,14.3
177,14.1
178,13.9
179,13.8
180,13.7
181,13.6
182,13.5
183,13.2
184,12.9
185,12.7
186,12.7
187,12.7
188,12.8
189,12.9
190,13.0
191,13.5
192,14.0
193,14.3
194,14.6
195,14.9
196,15.0
197,15.2
198,15.3
199,15.3
200,15.3
201,15.3
202,15.3
203,15.1
204,15.0
205,14.9
206,14.8
207,14.5
208,14.1
209,13.7
210,13.5
211,13.6
212,13.8
213,13.9
214,14.2
215,14.7
216,15.0
217,15.7
218,16.3
219,16.7
220,17.5
221,18.1
222,18.6
223,19.3
224,19.9
225,20.6
226,21.2
227,21.9
228,22.5
229,23.0
230,23.3
231,23.6
232,23.7
233,23.9
234,24.0
235,24.1
236,24.1
237,24.2
238,24.2
239,24.2
240,24.2
241,24.1
242,24.1
243,24.1
244,23.8
245,23.8
246,23.4
247,23.1
248,22.9
249,22.4
250,22.1
251,21.8
252,21.8
253,21.7
254,21.7
255,21.3
256,20.9
257,20.6
258,20.4
259,20.2
260,20.0
261,19.7
262,19.5
263,19.4
264,19.3
265,19.2
266,19.2
267,19.1
268,19.0
269,18.9
270,18.9
271,18.9
272,18.9
273,19.0
274,19.1
275,19.2
276,19.4
277,19.6
278,19.9
279,20.5
280,20.9
281,21.2
282,21.4
283,21.4
284,21.4
285,21.5
286,21.5
287,21.5
288,21.5
289,21.5
290,21.5
291,21.5
292,21.4
293,21.3
294,21.2
295,21.2
296,21.1
297,21.1
298,20.9
299,20.7
300,20.5
301,20.3
302,20.2
303,20.0
304,20.0
305,19.9
306,19.8
307,19.8
308,19.7
309,19.7
310,19.2
311,18.8
312,18.4
313,18.1
314,17.7
315,17.3
316,17.0
317,16.8
318,16.4
319,16.1
320,15.8
321,15.9
322,15.9
323,15.9
324,16.0
325,16.0
326,16.0
327,16.0
328,15.9
329,15.8
330,15.7
331,15.6
332,15.5
333,15.4
334,15.2
335,15.0
336,15.0
337,15.0
338,15.0
339,15.0
340,14.9
341,14.8
342,14.7
343,14.8
344,14.9
345,15.0
346,15.4
347,15.7
348,15.9
349,16.9
350,17.7
351,18.3
352,18.4
353,18.4
354,18.4
355,18.8
356,19.2
357,19.4
358,19.9
359,20.3
360,20.8
361,21.1
362,21.4
363,21.6
364,21.6
365,21.7
366,21.7
367,21.8
368,21.7
369,21.7
370,21.6
371,21.6
372,21.6
373,21.6
374,21.1
375,20.6
376,20.3
377,20.0
378,19.7
379,18.8
380,18.0
381,17.4
382,16.9
383,16.5
384,15.8
385,14.9
386,14.1
387,13.7
388,13.4
389,13.1
390,12.9
391,12.8
392,12.6
393,12.5
394,12.2
395,12.0
396,11.9
397,11.9
398,11.9
399,11.9
400,11.9
401,11.9
402,12.0
403,12.0
404,12.3
405,12.4
406,12.7
407,13.0
408,13.1
409,13.3
410,13.4
411,13.6
412,13.7
413,13.9
414,14.2
415,14.4
416,14.7
417,14.9
418,15.0
419,15.1
420,15.2
421,15.3
422,15.4
423,15.4
424,15.4
425,15.5
426,15.5
427,15.4
428,15.4
429,15.4
430,15.5
431,15.5
