time,Respiration Rate
0,23.1
1,23.0
2,22.9
3,22.8
4,22.8
5,22.7
6,22.7
7,22.7
8,22.6
9,22.4
10,22.3
11,22.3
12,22.4
13,22.4
14,22.5
15,22.9
16,23.4
17,23.8
18,24.2
19,24.2
20,24.2
21,24.3
22,24.1
23,24.0
24,23.9
25,23.1
26,22.5
27,22.0
28,21.7
29,21.4
30,21.1
31,20.8
32,20.3
33,20.0
34,19.7
35,19.3
36,19.0
37,18.8
38,18.8
39,18.9
40,19.0
41,19.1
42,19.3
43,19.6
44,20.0
45,20.4
46,20.5
47,20.4
48,20.3
49,20.8
50,21.1
51,21.4
52,21.6
53,21.8
54,22.0
55,22.1
56,22.2
57,22.1
58,22.1
59,22.1
60,22.1
61,22.1
62,22.0
63,22.0
64,22.0
65,22.0
66,22.0
67,21.9
68,21.8
69,21.7
70,21.5
71,21.3
72,21.2
73,21.0
74,20.8
75,20.6
76,20.5
77,19.8
78,19.3
79,18.9
80,19.0
81,19.0
82,19.2
83,19.4
84,19.8
85,20.2
86,20.8
87,21.2
88,21.8
89,22.4
90,22.9
91,23.2
92,23.4
93,23.7
94,24.0
95,24.1
96,24.3
97,24.4
98,24.4
99,24.5
100,24.5
101,24.6
102,24.7
103,24.7
104,24.7
105,24.8
106,24.8
107,24.7
108,24.7
109,24.6
110,24.5
111,24.4
112,24.3
113,24.0
114,23.8
115,23.6
116,23.5
117,23.4
118,23.3
119,23.3
120,23.2
121,23.2
122,23.1
123,23.1
124,23.1
125,23.0
126,22.8
127,22.7
128,22.6
129,22.5
130,22.4
131,22.2
132,22.1
133,21.8
134,21.6
135,21.5
136,21.5
137,21.6
138,21.6
139,21.6
140,21.6
141,21.6
142,21.4
143,21.3
144,21.3
145,21.3
146,21.4
147,21.5
148,21.5
149,21.6
150,21.7
151,21.7
152,21.7
153,21.8
154,21.8
155,21.7
156,21.7
157,21.7
158,21.6
159,21.5
160,21.4
161,21.3
162,21.3
163,21.3
164,21.0
165,20.8
166,20.7
167,20.6
168,20.5
169,20.1
170,19.8
171,19.6
172,19.4
173,19.2
174,17.9
175,16.8
176,16.1
177,15.6
178,15.2
179,14.9
180,14.9
181,14.8
182,15.9
183,16.8
184,17.8
185,18.7
186,19.5
187,20.1
188,20.3
189,20.5
190,20.6
191,20.7
192,20.7
193,21.0
194,21.2
195,21.3
196,21.2
197,21.2
198,21.2
199,21.3
200,21.5
201,21.9
202,22.2
203,22.8
204,23.2
205,24.0
206,24.6
207,24.6
208,25.2
209,25.3
210,25.3
211,25.4
212,25.5
213,25.3
214,25.2
215,25.1
216,25.0
217,25.0
218,24.8
219,24.5
220,24.3
221,24.1
222,23.7
223,23.4
224,23.1
225,22.7
226,22.3
227,22.0
228,21.9
229,21.8
230,21.7
231,21.1
232,20.5
233,20.1
234,20.2
235,20.3
236,20.4
237,20.4
238,20.5
239,20.4
240,20.2
241,20.3
242,20.3
243,20.4
244,20.5
245,20.6
246,21.2
247,21.6
248,22.0
249,22.3
250,22.5
251,22.6
252,22.7
253,22.7
254,22.8
255,22.8
256,22.8
257,22.8
258,22.8
259,22.5
260,22.2
261,21.9
262,21.6
263,21.1
264,20.8
265,20.8
266,20.7
267,20.7
268,20.6
269,20.5
270,20.4
271,20.4
272,20.3
273,20.4
274,20.6
275,20.7
276,20.9
277,21.0
278,21.0
279,21.0
280,20.9
281,20.9
282,20.9
283,20.9
284,20.9
285,20.9
286,20.9
287,20.9
288,20.9
289,20.9
290,21.2
291,21.4
292,21.5
293,21.6
294,21.6
295,22.0
296,22.4
297,22.6
298,22.4
299,22.2
300,22.3
301,22.7
302,23.1
303,23.5
304,24.1
305,24.7
306,25.3
307,25.7
308,26.0
309,26.1
310,26.2
311,26.3
312,26.4
313,26.3
314,26.3
315,26.4
316,26.4
317,26.5
318,26.4
319,26.3
320,26.2
321,26.0
322,26.0
323,26.0
324,26.1
325,26.1
326,26.1
327,26.1
328,26.1
329,26.1
330,26.0
331,26.0
332,25.9
333,25.9
334,25.8
335,25.7
336,25.5
337,25.4
338,25.4
339,25.4
340,25.4
341,25.3
342,25.1
343,25.1
344,24.9
345,24.7
346,24.3
347,23.8
348,23.4
349,23.4
350,23.5
351,23.8
352,24.0
353,24.2
354,24.4
355,24.5
356,24.3
357,24.2
358,24.1
359,23.8
360,23.4
361,23.3
362,23.3
363,23.4
364,23.3
365,23.2
366,23.2
367,22.9
368,22.6
369,22.4
370,22.2
371,21.6
372,21.2
373,21.1
374,21.2
375,21.3
376,21.1
377,20.8
378,20.4
379,20.1
380,19.9
381,19.7
382,19.5
383,19.4
384,19.3
385,19.0
386,18.8
387,18.6
388,18.5
389,18.6
390,18.7
391,18.9
392,19.1
393,19.4
394,19.5
395,19.9
396,20.2
397,20.6
398,21.0
399,21.4
400,21.8
401,22.0
402,22.1
403,22.0
404,22.0
405,21.8
406,21.5
407,21.4
408,21.2
409,20.6
410,20.1
411,19.9
412,19.8
413,19.8
414,20.1
415,20.4
416,20.9
417,21.6
418,22.1
419,22.4
420,22.5
421,22.6
422,22.5
423,22.4
424,22.3
425,22.4
426,22.6
427,22.8
428,23.4
429,24.1
430,24.8
431,25.2
432,25.4
433,25.6
434,25.5
435,25.4
436,25.3
437,24.6
438,24.1
439,23.6
440,22.9
441,22.2
442,21.9
443,21.8
444,21.7
445,21.3
446,20.7
447,20.2
448,19.9
449,19.7
450,19.7
451,19.7
452,19.6
453,19.8
454,20.0
455,20.4
456,20.7
457,21.0
458,21.0
459,21.0
460,21.0
461,21.1
462,21.3
463,21.5
464,21.6
465,21.7
466,21.8
467,21.7
468,21.7
469,21.6
470,21.4
471,21.3
472,21.2
473,21.3
474,21.4
475,21.6
476,21.8
477,21.9
478,22.0
479,22.0
480,22.0
481,22.0
482,21.8
483,21.7
484,21.6
485,21.4
486,21.3
487,21.4
488,21.7
489,22.0
490,22.0
491,22.1
492,22.2
493,22.4
494,22.6
495,23.0
496,23.3
497,23.9
498,24.3
499,24.7
500,24.8
501,24.8
502,24.7
503,24.5
504,24.2
505,24.0
506,23.9
507,23.8
508,23.7
509,23.6
510,23.4
511,23.3
512,23.3
513,23.3
514,23.3
515,23.2
516,23.1
517,23.0
518,22.9
519,22.9
520,22.8
521,22.8
522,22.7
523,22.7
524,22.5
525,22.4
526,22.3
527,22.1
528,21.8
529,21.7
530,21.7
531,21.7
532,21.7
533,21.7
534,21.5
535,21.3
536,21.1
537,20.8
538,20.5
539,20.3
540,20.3
541,20.3
542,20.5
543,20.9
544,21.1
545,21.4
546,21.6
547,21.7
548,21.8
549,21.9
550,22.0
551,22.1
552,22.1
553,22.1
554,22.0
555,22.0
556,22.0
557,22.0
558,21.9
559,21.8
560,21.7
561,21.6
562,21.5
563,21.2
564,21.0
565,20.9
566,20.8
567,20.3
568,20.0
569,19.8
570,19.6
571,18.9
572,18.3
573,18.0
574,17.8
575,17.7
576,17.6
577,17.5
578,17.4
579,17.3
580,17.1
581,16.9
582,16.8
583,16.8
584,16.8
585,16.8
586,16.8
587,16.8
588,16.8
589,16.7
590,16.7
591,16.7
592,16.7
593,16.7
594,16.8
595,16.8
596,16.9
597,16.8
598,16.8
599,16.7
600,17.0
601,17.3
602,17.5
603,17.6
604,17.4
605,17.2
606,17.1
607,17.3
608,17.5
609,17.8
610,18.1
611,18.3
612,18.5
613,18.7
614,18.8
615,18.9
616,19.0
617,18.9
618,18.9
619,18.9
620,18.9
621,18.9
622,18.8
623,18.7
624,18.6
625,18.6
626,18.6
627,18.7
628,18.8
629,19.3
630,19.8
631,20.6
632,21.2
633,21.6
634,22.0
635,22.3
636,22.4
637,22.5
638,22.7
639,22.9
640,23.0
641,23.0
642,23.0
643,22.9
644,22.8
645,22.7
646,22.5
647,22.2
648,22.0
649,21.8
650,21.6
651,21.6
652,21.8
653,22.0
654,22.4
655,22.7
656,23.1
657,23.5
658,23.7
659,24.0
660,24.2
661,24.2
662,24.2
663,24.2
664,24.4
665,24.5
666,24.5
667,24.5
668,24.6
669,24.9
670,25.1
671,25.0
672,24.7
673,24.4
674,24.1
675,23.8
676,23.6
677,23.3
678,23.2
679,22.9
680,22.6
681,22.4
682,22.4
683,22.4
684,22.6
685,22.7
686,22.8
687,22.7
688,22.7
689,22.8
690,22.8
691,23.0
692,23.1
693,23.2
694,23.2
695,23.2
696,22.6
697,22.2
698,22.0
699,21.8
700,21.8
701,21.8
702,21.8
703,21.8
704,21.7
705,21.6
706,21.3
707,21.0
708,20.8
709,20.6
710,20.4
711,20.4
712,20.3
713,19.9
714,19.7
