time,Respiration Rate
0,12.1
1,13.0
2,14.0
3,14.7
4,15.3
5,15.8
6,16.2
7,16.5
8,16.6
9,16.8
10,17.0
11,17.2
12,17.5
13,17.7
14,18.2
15,18.9
16,19.5
17,20.3
18,20.9
19,21.3
20,21.5
21,21.7
22,21.9
23,22.1
24,22.2
25,22.7
26,23.1
27,23.5
28,23.9
29,24.2
30,24.5
31,24.5
32,24.5
33,24.3
34,24.2
35,24.0
36,24.1
37,24.2
38,24.7
39,25.0
40,25.2
41,25.1
42,25.0
43,25.0
44,25.0
45,25.0
46,25.0
47,25.0
48,24.9
49,24.7
50,24.5
51,24.4
52,24.3
53,24.1
54,23.9
55,24.1
56,24.5
57,24.8
58,25.1
59,25.1
60,25.1
61,25.0
62,24.8
63,24.6
64,24.5
65,24.1
66,24.1
67,23.7
68,23.5
69,23.1
70,22.6
71,22.4
72,22.3
73,22.2
74,22.5
75,22.7
76,22.9
77,23.1
78,23.2
79,23.3
80,23.3
81,23.3
82,23.3
83,23.2
84,23.1
85,23.0
86,22.9
87,22.8
88,22.5
89,22.2
90,22.2
91,22.3
92,22.3
93,22.4
94,22.2
95,22.0
96,21.8
97,21.5
98,21.2
99,21.0
100,20.8
101,20.6
102,20.2
103,19.9
104,19.8
105,19.8
106,19.7
107,19.7
108,19.7
109,19.7
110,19.6
111,19.4
112,19.3
113,19.3
114,19.3
115,19.3
116,19.3
117,19.3
118,19.3
119,19.3
120,19.3
121,19.3
122,19.3
123,19.2
124,19.2
125,19.2
126,19.3
127,19.4
128,19.5
129,19.6
130,19.5
131,19.2
132,19.0
133,18.8
134,18.7
135,18.3
136,18.0
137,17.7
138,17.6
139,17.0
140,16.6
141,16.4
142,16.2
143,16.1
144,16.0
145,15.9
146,15.7
147,15.6
148,15.4
149,15.3
150,15.2
151,15.1
152,14.9
153,14.8
154,14.8
155,14.8
156,14.8
157,14.8
158,14.8
159,14.8
160,14.7
161,14.6
162,14.6
163,14.6
164,14.6
165,14.7
166,14.7
167,14.8
168,15.0
169,15.3
170,15.4
171,15.6
172,15.9
173,16.1
174,16.5
175,16.9
176,17.3
177,17.7
178,18.1
179,18.5
180,18.9
181,19.1
182,19.2
183,19.2
184,19.1
185,19.1
186,18.8
187,18.3
188,18.1
189,18.0
190,17.9
191,17.9
192,17.9
193,17.8
194,17.8
195,17.6
196,17.4
197,17.4
198,17.4
199,17.4
200,17.6
201,17.7
202,17.9
203,18.2
204,18.5
205,18.8
206,19.3
207,19.9
208,20.4
209,20.7
210,21.0
211,21.2
212,21.4
213,21.6
214,21.7
215,21.7
216,21.6
217,21.6
218,21.6
219,21.6
220,21.7
221,21.8
222,21.9
223,22.4
224,22.9
225,23.3
226,23.2
227,23.1
228,23.2
229,23.2
230,23.4
231,23.7
232,23.8
233,23.9
234,23.8
235,23.8
236,23.7
237,23.6
238,23.4
239,23.3
240,23.0
241,22.7
242,22.7
243,22.7
244,22.7
245,22.8
246,22.8
247,22.8
248,22.8
249,22.7
250,22.6
251,22.5
252,22.4
253,22.3
254,22.1
255,22.0
256,22.0
257,22.0
258,22.0
259,21.9
260,21.9
261,21.9
262,22.0
263,22.1
264,22.1
265,22.2
266,22.0
267,21.8
268,21.7
269,21.6
270,21.5
271,21.3
272,21.0
273,20.9
274,20.7
275,20.6
276,19.6
277,18.7
278,18.1
279,17.7
280,17.4
281,17.2
282,17.2
283,17.2
284,17.4
285,17.7
286,17.9
287,18.4
288,19.1
289,19.9
290,19.8
291,19.8
292,19.7
293,20.0
294,20.2
295,20.3
296,20.2
297,19.8
298,19.5
299,19.4
300,19.4
301,19.4
302,19.4
303,19.5
304,19.7
305,19.9
306,20.1
307,20.2
308,20.2
309,20.2
310,20.2
311,20.2
312,20.0
313,19.9
314,20.0
315,20.2
316,20.3
317,20.4
318,20.4
319,20.2
320,20.0
321,19.8
322,19.8
323,19.8
324,19.9
325,20.0
326,20.2
327,20.3
328,20.0
329,19.8
330,19.6
331,19.4
332,19.3
333,19.2
334,18.9
335,18.7
336,18.5
337,18.4
338,18.4
339,18.3
340,18.3
341,18.1
342,17.9
343,17.7
344,17.7
345,18.0
346,18.2
347,18.6
348,19.0
349,19.3
350,19.3
351,19.2
352,19.2
353,19.2
354,19.2
355,19.2
356,19.2
357,19.1
358,19.0
359,19.0
360,19.0
361,19.0
362,19.0
363,18.9
364,18.8
365,18.7
366,18.9
367,19.0
368,19.1
369,19.5
370,19.8
371,20.1
372,20.3
373,20.5
374,20.6
375,20.6
376,20.6
377,20.6
378,20.7
379,20.8
380,20.8
381,20.7
382,20.7
383,21.0
384,21.2
385,21.5
386,21.8
387,22.1
388,22.3
389,22.5
390,22.5
391,22.5
392,22.5
393,22.3
394,22.2
395,22.1
396,22.0
397,21.7
398,21.5
399,21.3
400,21.1
401,20.8
402,20.5
403,20.2
404,20.0
405,19.8
406,19.4
407,18.8
408,18.3
409,17.9
410,17.4
411,16.8
412,16.3
413,15.9
414,15.6
415,14.9
416,14.3
417,13.7
418,13.4
419,13.1
420,13.1
421,13.0
422,13.7
423,14.3
424,14.8
425,15.2
426,15.5
427,15.7
428,15.8
429,15.9
430,15.9
431,16.0
432,16.0
433,16.1
434,16.1
435,16.0
