time,Respiration Rate
0,21.3
1,21.2
2,21.2
3,21.0
4,20.7
5,20.6
6,20.3
7,20.3
8,20.0
9,19.8
10,19.7
11,19.7
12,19.7
13,20.0
14,20.3
15,20.8
16,21.4
17,21.9
18,22.0
19,22.1
20,22.1
21,22.2
22,22.2
23,22.3
24,22.3
25,22.3
26,22.3
27,22.4
28,22.3
29,22.2
30,22.1
31,22.1
32,22.1
33,22.1
34,22.1
35,22.1
36,22.0
37,21.9
38,21.9
39,21.8
40,21.7
41,21.7
42,21.6
43,21.4
44,21.3
45,21.2
46,20.8
47,20.6
48,20.4
49,20.4
50,20.5
51,20.6
52,20.7
53,21.2
54,21.6
55,22.2
56,22.8
57,23.4
58,23.8
59,24.1
60,24.2
61,24.3
62,24.5
63,24.7
64,25.0
65,25.2
66,25.3
67,25.5
68,25.6
69,25.7
70,25.7
71,25.7
72,25.6
73,25.5
74,25.4
75,25.4
76,25.5
77,25.7
78,25.9
79,26.0
80,26.1
81,26.2
82,26.3
83,26.3
84,26.3
85,26.3
86,26.3
87,26.4
88,26.4
89,26.4
90,26.4
91,26.4
92,26.3
93,26.4
94,26.4
95,26.4
96,26.5
97,26.5
98,26.5
99,26.5
100,26.5
101,26.5
102,26.5
103,26.5
104,26.4
105,26.4
106,26.3
107,26.3
108,26.2
109,26.1
110,25.9
111,25.8
112,25.6
113,25.5
114,25.4
115,25.2
116,25.0
117,24.8
118,24.7
119,24.6
120,24.5
121,24.4
122,24.4
123,24.2
124,24.0
125,23.8
126,23.6
127,23.4
128,23.4
129,23.4
130,23.3
131,23.3
132,23.3
133,23.3
134,23.3
135,23.1
136,23.0
137,22.9
138,22.8
139,22.6
140,22.4
141,22.3
142,22.2
143,22.1
144,22.1
145,21.8
146,21.5
147,21.5
148,21.4
149,21.4
150,21.2
151,21.1
152,20.9
153,20.9
154,20.8
155,20.7
156,20.6
157,20.4
158,20.4
159,20.4
160,20.4
161,20.5
162,20.6
163,20.6
164,20.5
165,20.5
166,20.4
167,20.4
168,20.2
169,20.2
170,20.1
171,20.0
172,20.0
173,19.8
174,19.6
175,19.4
176,19.2
177,18.8
178,18.6
179,18.4
180,18.4
181,18.4
182,18.6
183,19.0
184,19.4
185,19.9
186,20.4
187,21.2
188,21.9
189,22.6
190,23.3
191,23.9
192,24.4
193,25.0
194,25.3
195,25.6
196,25.7
197,25.8
198,25.9
199,25.9
200,25.8
201,25.8
202,25.8
203,25.7
204,25.5
205,25.4
206,25.1
207,24.9
208,24.7
209,24.1
210,23.7
211,23.4
212,23.3
213,23.3
214,23.5
215,23.7
216,23.8
217,23.8
218,24.1
219,24.5
220,25.0
221,25.7
222,26.2
223,26.3
224,26.3
225,26.2
226,25.9
227,25.8
228,26.0
229,26.1
230,26.2
231,26.1
232,26.0
233,26.0
234,25.7
235,25.6
236,25.6
237,25.7
238,25.8
239,26.0
240,26.2
241,26.3
242,26.4
243,26.5
244,26.5
245,26.5
246,26.5
247,26.5
248,26.5
249,26.5
250,26.5
251,26.5
252,26.5
253,26.5
254,26.5
255,26.5
256,26.5
257,26.5
258,26.5
259,26.5
260,26.5
261,26.5
262,26.5
263,26.5
264,26.5
265,26.5
266,26.4
267,26.4
268,26.3
269,26.2
270,26.1
271,25.9
272,25.8
273,25.6
274,25.5
275,25.5
276,25.4
277,25.3
278,25.3
279,25.1
280,25.0
281,24.9
282,24.8
283,24.8
284,24.8
285,24.8
286,24.6
287,24.5
288,24.5
289,24.6
290,24.7
291,24.9
292,25.1
293,25.6
294,26.0
295,26.3
296,26.6
297,26.6
298,26.7
299,26.7
300,26.8
301,26.8
302,26.8
303,26.9
304,26.8
305,26.8
306,26.7
307,26.5
308,26.3
309,26.3
310,26.3
311,26.3
312,26.3
313,26.2
314,26.0
315,25.8
316,25.7
317,25.6
318,25.5
319,25.4
320,25.4
321,25.2
322,25.1
323,25.0
324,24.7
325,24.5
326,24.3
327,24.2
328,24.1
329,24.0
330,23.7
331,23.6
332,23.5
333,23.4
334,23.3
335,23.3
336,23.3
337,23.2
338,23.2
339,23.2
340,23.1
341,23.1
