time,Respiration Rate
0,16.5
1,16.6
2,16.6
3,16.7
4,16.6
5,16.5
6,16.4
7,16.3
8,16.1
9,15.9
10,15.7
11,15.7
12,15.7
13,15.7
14,15.7
15,15.8
16,15.8
17,15.9
18,15.9
19,15.9
20,15.9
21,15.9
22,15.8
23,15.8
24,15.8
25,15.9
26,16.0
27,16.1
28,16.4
29,16.7
30,17.2
31,17.7
32,18.1
33,18.4
34,18.6
35,18.7
36,18.8
37,19.0
38,19.1
39,19.2
40,19.2
41,19.2
42,19.2
43,19.1
44,19.0
45,18.9
46,19.1
47,19.6
48,20.0
49,20.0
50,19.9
51,19.8
52,19.7
53,19.7
54,19.7
55,19.6
56,19.3
57,19.2
58,19.0
59,18.9
60,18.9
61,18.8
62,18.8
63,18.8
64,18.9
65,19.0
66,19.1
67,19.5
68,20.1
69,20.5
70,20.9
71,21.2
72,21.5
73,21.5
74,21.5
75,21.5
76,21.5
77,21.3
78,21.2
79,21.1
80,21.0
81,20.9
82,20.9
83,20.6
84,20.3
85,19.9
86,19.7
87,19.5
88,19.3
89,19.1
90,19.0
91,18.9
92,18.6
93,18.3
94,18.1
95,17.9
96,17.8
97,17.4
98,17.1
99,16.8
100,16.6
101,16.4
102,16.3
103,15.8
104,15.0
105,14.4
106,14.0
107,13.8
108,13.6
109,13.5
110,13.4
111,13.4
112,13.5
113,13.5
114,13.5
115,13.5
116,13.4
117,13.2
118,13.1
119,13.0
120,12.9
121,12.9
122,12.4
123,11.9
124,11.6
125,11.3
126,11.1
127,10.8
128,10.7
129,10.6
130,10.5
131,10.2
132,9.7
133,9.4
134,9.1
135,8.8
136,8.7
137,8.7
138,8.7
139,8.8
140,9.0
141,9.1
142,9.3
143,9.6
144,9.8
145,10.1
146,10.5
147,10.8
148,11.0
149,11.8
150,12.4
151,13.0
152,13.5
153,13.9
154,14.3
155,14.7
156,15.1
157,15.4
158,15.7
159,16.0
160,16.2
161,16.2
162,16.2
163,16.2
164,16.2
165,16.3
166,16.4
167,16.5
168,16.5
169,16.6
170,16.4
171,16.2
172,16.0
173,15.8
174,15.9
175,16.0
176,16.1
177,16.4
178,16.6
179,16.8
180,17.0
181,17.3
182,17.4
183,17.6
184,17.8
185,17.9
186,18.1
187,18.2
188,18.3
189,18.4
190,18.2
191,18.0
192,17.9
193,17.7
194,17.5
195,17.3
196,17.6
197,17.9
198,18.1
199,18.1
200,18.1
201,18.0
202,18.0
203,18.1
204,18.1
205,18.4
206,18.9
207,19.3
208,19.6
209,19.9
210,20.1
211,20.2
212,20.2
213,20.1
214,20.1
215,20.1
216,20.1
217,20.1
218,19.9
219,19.8
220,19.7
221,19.6
222,19.2
223,18.6
224,18.1
225,17.7
226,17.4
227,16.7
228,16.1
229,15.7
230,15.5
231,15.3
232,15.2
233,15.2
234,15.3
235,15.3
236,15.7
237,16.0
238,16.2
239,16.7
240,17.1
241,17.5
242,17.7
243,18.0
244,18.1
245,18.1
246,18.1
247,18.1
248,17.9
249,17.7
250,17.6
251,17.7
252,17.8
253,17.9
254,18.0
255,17.9
256,17.7
257,17.6
258,17.5
259,17.4
260,17.3
261,17.2
262,17.2
263,16.7
264,16.7
265,16.3
266,16.0
267,15.8
268,15.6
269,15.0
270,14.6
271,14.3
272,14.3
273,14.6
274,14.9
275,15.2
276,15.6
277,15.9
278,16.2
279,16.4
280,16.6
281,16.7
282,16.9
283,16.9
284,16.9
285,16.9
286,16.9
287,16.9
288,16.9
289,16.9
290,16.9
291,16.9
292,16.9
293,16.9
294,16.8
295,16.8
296,16.8
297,17.0
298,17.0
299,17.1
300,17.1
301,17.0
302,16.9
303,16.9
304,17.0
305,17.1
306,17.2
307,17.5
308,17.9
309,18.1
310,18.3
311,18.3
312,18.1
313,18.0
314,17.8
315,17.7
316,17.5
317,17.2
318,16.9
319,16.7
320,16.6
321,16.4
322,16.3
323,15.7
324,15.2
325,14.7
326,14.6
327,14.5
328,14.4
329,14.5
330,14.5
331,14.6
332,15.7
333,16.6
334,17.3
335,17.9
336,18.4
337,18.5
338,18.6
339,18.7
340,18.8
341,18.7
342,18.5
343,18.5
344,18.5
345,18.5
346,18.6
347,18.8
348,19.1
349,19.4
350,19.7
351,19.9
352,20.1
353,20.1
354,20.1
355,20.1
356,20.3
357,20.4
358,20.7
359,21.0
360,21.2
361,21.4
362,21.6
363,21.7
364,21.8
365,21.9
366,21.9
367,22.0
368,22.0
369,22.1
370,22.1
371,22.1
372,22.1
373,22.1
374,22.1
375,22.1
376,22.1
377,22.1
378,22.1
379,22.1
380,22.1
381,21.9
382,21.8
383,21.7
384,21.6
385,21.5
386,21.4
387,21.1
388,21.0
389,20.8
390,20.8
391,20.7
392,20.6
393,20.5
394,19.9
395,18.9
396,18.1
397,17.4
398,16.8
399,16.4
400,16.0
401,15.7
402,15.5
403,15.3
404,14.9
405,14.4
406,13.9
407,13.6
408,13.4
409,13.4
410,13.3
411,13.3
412,13.4
413,13.6
414,13.7
415,13.8
416,14.6
417,15.2
418,15.7
419,16.0
420,16.0
421,16.0
422,16.0
423,16.1
424,16.1
425,16.1
426,15.9
427,15.7
428,15.6
429,15.6
430,15.7
431,15.7
432,15.9
433,16.1
434,16.2
435,16.4
436,16.3
437,16.2
438,16.1
439,16.3
440,16.6
441,16.9
442,17.0
443,16.8
444,16.6
445,16.4
446,16.9
447,17.3
448,17.7
449,18.0
450,18.4
451,18.6
452,18.8
453,18.9
454,19.0
455,18.9
456,18.8
457,18.7
458,18.7
459,18.8
460,18.9
461,18.9
462,19.0
463,19.0
464,19.1
465,18.9
466,18.8
467,18.7
468,18.5
469,18.2
470,18.0
471,17.8
472,17.6
473,17.2
474,16.9
475,16.7
476,17.0
477,17.3
478,17.8
479,18.1
480,18.4
481,18.7
482,18.8
483,18.8
484,18.8
485,18.8
486,18.8
487,18.8
488,18.6
489,18.5
490,18.4
491,18.5
492,18.7
493,18.8
494,18.9
495,19.0
496,18.8
497,18.7
498,18.6
499,18.7
500,18.7
501,18.8
502,18.8
503,18.8
504,18.9
505,18.8
506,18.7
507,18.6
508,18.6
509,18.5
510,18.5
511,18.3
512,18.2
513,18.2
514,18.1
515,18.2
516,18.2
517,18.2
518,18.3
519,18.3
520,18.4
521,18.4
522,18.4
523,18.3
524,18.3
525,18.2
526,18.2
527,18.0
528,17.9
529,17.8
530,17.7
531,17.3
532,16.8
533,16.4
534,16.2
535,16.1
536,16.0
537,16.2
538,16.3
539,16.4
540,16.5
541,16.6
542,16.6
543,16.5
544,16.5
545,16.4
546,16.3
547,16.3
548,16.3
549,16.2
550,16.2
551,16.2
552,16.2
553,16.1
554,16.1
555,15.9
556,15.8
557,15.7
558,15.6
559,15.6
560,15.3
561,14.8
562,14.4
563,14.1
564,13.9
565,13.7
566,13.5
567,12.9
568,12.1
569,11.7
570,11.4
571,11.4
572,11.6
573,11.8
574,12.0
575,12.3
576,12.5
577,12.6
578,12.9
579,13.1
580,13.4
581,13.8
582,14.1
583,14.4
584,14.9
585,15.3
586,15.8
587,16.3
588,16.6
589,16.9
590,17.1
591,17.3
592,17.5
593,17.6
594,17.6
595,17.6
596,17.6
597,17.6
598,17.5
599,17.5
600,17.6
601,17.7
602,17.8
603,17.9
604,17.6
605,17.4
606,17.2
607,17.5
608,17.8
609,18.2
610,18.6
611,19.0
612,19.3
613,19.3
614,19.3
615,19.5
616,19.8
617,20.1
618,20.4
619,20.7
620,21.1
621,21.7
622,22.2
623,22.6
624,22.8
625,22.9
626,22.9
627,22.9
628,22.9
629,22.9
630,22.8
631,22.6
632,22.6
633,22.5
634,22.5
635,22.4
636,22.3
637,22.0
638,21.8
639,21.8
640,21.7
641,21.7
642,21.7
643,21.6
644,21.6
645,21.6
646,21.5
647,21.5
648,21.4
649,21.3
650,21.2
651,21.1
652,21.1
653,20.9
654,20.8
655,20.7
656,20.6
657,20.2
658,19.9
659,19.6
660,19.6
661,19.6
662,19.6
663,19.6
664,19.5
665,19.3
666,19.2
667,19.1
668,19.0
669,18.7
670,18.4
671,18.2
672,18.1
673,17.7
674,17.3
675,17.1
676,17.3
677,17.4
678,17.6
679,17.7
680,17.7
681,17.7
682,17.5
683,17.4
684,17.4
685,17.5
686,17.5
687,17.7
688,17.9
689,18.0
690,18.2
691,18.1
692,17.9
693,17.8
694,17.6
695,17.5
696,17.5
697,17.6
698,17.6
699,17.8
700,18.0
701,18.1
702,18.3
703,18.4
704,18.4
705,18.4
706,18.3
707,18.3
708,18.3
709,18.3
710,18.3
711,18.5
712,18.7
713,19.1
714,19.4
715,19.6
716,19.8
717,19.9
718,19.9
719,19.9
720,20.0
721,20.0
722,20.1
723,20.3
724,20.6
725,20.7
726,20.9
727,20.7
728,20.6
729,20.4
730,20.3
731,20.2
732,20.2
733,20.1
734,20.1
735,19.9
736,19.7
737,19.6
738,19.5
739,19.4
740,19.4
741,19.3
742,19.0
743,18.8
744,18.6
745,18.4
746,18.1
747,17.7
748,17.5
749,17.5
750,17.5
751,17.5
752,17.9
753,18.2
754,18.7
755,19.4
756,20.0
757,20.6
758,20.6
759,20.6
760,20.7
761,20.9
762,21.1
763,21.1
764,21.0
765,20.9
766,20.8
767,20.4
768,20.4
769,20.1
770,19.9
771,19.4
772,19.1
773,18.8
774,18.7
775,18.8
776,18.9
777,19.3
778,19.6
779,19.9
780,20.1
781,20.3
782,20.4
783,20.5
784,20.6
785,20.7
786,20.7
787,20.8
788,20.8
789,20.7
790,20.6
791,20.6
792,20.6
793,20.6
794,20.6
795,20.5
796,20.4
797,20.2
798,20.0
799,19.8
800,19.8
801,19.8
802,19.8
803,19.8
804,19.6
805,19.4
806,19.6
807,19.8
808,20.1
809,20.1
810,20.0
811,20.0
812,20.1
813,20.3
814,20.5
815,20.4
816,20.1
817,19.9
818,19.8
819,19.9
820,20.2
821,20.5
822,20.7
823,21.4
824,21.9
825,22.4
826,22.7
827,23.0
828,23.2
829,23.2
830,23.3
831,23.3
832,23.2
833,23.1
834,23.0
835,22.8
836,22.5
837,22.3
838,22.1
839,21.7
840,21.2
841,20.8
842,20.4
843,19.9
844,19.3
845,18.8
846,18.4
847,18.1
848,17.5
849,16.8
850,16.2
851,15.9
852,15.5
853,15.3
854,15.2
855,15.1
856,15.1
857,15.1
858,15.1
859,15.2
860,15.2
861,15.3
862,15.3
863,15.3
864,15.4
865,15.2
866,15.0
867,14.9
868,14.8
869,14.7
870,14.4
871,14.1
872,13.9
873,13.7
874,13.8
875,13.9
876,14.0
877,14.4
878,14.7
879,14.9
880,15.3
881,15.7
882,16.0
883,16.9
884,17.5
885,18.2
886,18.8
887,19.4
888,19.8
889,20.2
890,20.5
891,20.7
892,20.9
893,21.1
894,21.1
895,21.2
896,21.3
