time,Respiration Rate
0,17.6
1,17.5
2,17.5
3,17.6
4,17.7
5,17.8
6,17.9
7,17.9
8,18.0
9,18.0
10,18.0
11,18.0
12,17.9
13,17.9
14,17.8
15,17.8
16,17.8
17,17.8
18,17.6
19,17.5
20,17.5
21,17.6
22,17.6
23,17.6
24,17.6
25,17.5
26,17.4
27,17.3
28,17.3
29,17.2
30,17.2
31,17.1
32,16.9
33,16.8
34,16.7
35,16.6
36,16.6
37,16.5
38,16.5
39,16.4
40,15.9
41,15.5
42,15.2
43,15.0
44,15.0
45,14.9
46,14.9
47,15.0
48,15.1
49,15.2
50,15.3
51,15.4
52,15.4
53,15.4
54,15.3
55,15.3
56,15.4
57,15.5
58,15.7
59,15.9
60,16.1
61,16.5
62,16.9
63,17.3
64,17.7
65,18.1
66,18.5
67,18.8
68,18.4
69,18.2
70,18.1
71,18.2
72,18.2
73,18.3
74,18.3
75,18.2
76,18.1
77,18.0
78,17.9
79,17.8
80,17.7
81,17.5
82,17.3
83,17.2
84,17.0
85,16.9
86,16.8
87,17.0
88,17.1
89,17.4
90,17.8
91,18.1
92,18.4
93,18.6
94,18.6
95,18.5
96,18.5
97,18.5
98,18.5
99,18.4
100,18.4
101,18.4
102,18.4
103,18.4
104,18.4
105,18.4
106,18.4
107,18.4
108,18.4
109,18.3
110,18.2
111,18.1
112,18.1
113,18.2
114,18.2
115,18.2
116,18.1
117,18.0
118,18.0
119,17.8
120,17.7
121,17.5
122,17.5
123,17.6
124,17.7
125,17.8
126,17.6
127,17.1
128,16.7
129,16.6
130,16.5
131,16.5
132,16.4
133,16.4
134,16.2
135,16.0
136,15.9
137,15.9
138,16.0
139,16.0
140,16.3
141,16.6
142,16.7
143,17.0
144,17.3
145,17.6
146,17.8
147,18.0
148,18.1
149,18.3
150,18.0
151,17.8
152,17.6
153,17.5
154,17.5
155,17.4
156,17.7
157,18.2
158,18.5
159,18.9
160,19.1
161,19.0
162,19.0
163,18.9
164,18.9
165,18.8
166,18.8
167,18.7
168,18.4
169,18.2
170,18.0
171,17.9
172,17.8
173,17.1
174,16.5
175,16.0
176,15.6
177,15.3
178,15.1
179,15.0
180,14.8
181,14.7
182,14.7
183,14.0
184,13.5
185,13.1
186,12.8
187,13.0
188,13.1
189,13.2
190,13.3
191,13.4
192,13.5
193,13.3
194,12.9
195,12.6
196,12.5
197,12.4
198,12.3
199,12.4
200,12.4
201,12.5
202,12.7
203,13.0
204,13.4
205,13.9
206,14.2
207,14.9
208,15.3
209,15.7
210,16.1
211,16.2
212,16.3
213,16.3
214,16.4
215,16.4
216,16.4
217,16.4
218,16.3
219,16.2
220,16.2
221,16.1
222,16.0
223,16.0
224,16.0
225,15.7
226,15.3
227,15.0
228,14.8
229,14.8
230,14.6
231,14.6
232,14.5
233,14.4
234,14.3
235,14.1
236,14.1
237,14.2
238,14.2
239,14.4
240,14.6
241,14.8
242,15.4
243,16.2
244,16.9
245,17.4
246,17.4
247,17.5
248,17.5
249,17.5
250,17.6
251,17.5
252,17.3
253,17.2
254,17.2
255,17.4
256,17.6
257,17.8
258,18.1
259,18.4
260,18.8
261,19.3
262,19.7
263,19.8
264,19.6
265,19.4
266,19.9
267,20.3
268,20.6
269,20.8
270,21.1
271,21.0
272,20.9
273,21.0
274,21.1
275,21.2
276,21.2
277,21.3
278,21.3
279,21.3
280,21.2
281,21.2
282,21.2
283,21.3
284,21.3
285,21.3
286,21.4
287,21.2
288,21.2
289,21.1
290,21.2
291,21.2
292,21.3
293,21.3
294,21.3
295,21.3
296,21.3
297,21.3
298,21.3
299,21.3
300,21.3
301,21.3
302,21.3
303,21.3
304,21.3
305,21.3
306,21.3
307,21.2
308,21.2
309,21.3
310,21.3
311,21.4
312,21.5
313,21.6
314,21.7
315,21.8
316,21.8
317,21.8
318,21.8
319,21.8
320,21.8
321,21.8
322,21.8
323,21.7
324,21.5
325,21.3
326,21.2
327,21.0
328,20.6
329,20.3
330,20.3
331,20.4
332,20.4
333,20.5
334,20.5
335,20.5
336,20.5
337,20.4
338,20.4
339,20.4
340,20.4
341,20.4
342,20.4
343,20.0
344,19.7
345,19.7
346,19.7
347,19.7
348,19.7
349,19.7
350,19.7
351,19.7
352,19.7
353,19.7
354,19.7
355,19.7
356,19.5
357,19.4
358,19.3
359,19.4
360,19.4
361,19.4
362,19.4
363,19.3
364,19.2
365,19.1
366,19.1
367,18.7
368,18.4
369,18.2
370,18.1
371,17.9
372,17.8
373,17.7
374,17.5
375,17.2
376,17.0
