time,Respiration Rate
0,19.1
1,19.1
2,19.0
3,19.0
4,18.7
5,18.5
6,18.3
7,18.4
8,18.5
9,18.6
10,18.9
11,18.9
12,19.0
13,19.9
14,20.6
15,21.2
16,21.5
17,21.5
18,21.6
19,21.7
20,21.7
21,21.5
22,21.4
23,21.4
24,21.4
25,21.5
26,21.6
27,21.8
28,21.8
29,21.7
30,21.6
31,21.5
32,21.5
33,21.5
34,21.4
35,21.4
36,21.4
37,21.4
38,21.2
39,21.1
40,21.0
41,20.8
42,20.6
43,20.4
44,20.2
45,20.2
46,20.2
47,20.2
48,20.2
49,20.2
50,20.3
51,20.2
52,20.1
53,20.1
54,20.1
55,20.2
56,20.2
57,20.2
58,20.2
59,20.2
60,20.1
61,20.0
62,19.9
63,19.8
64,19.8
65,19.6
66,19.4
67,19.3
68,19.3
69,19.3
70,19.3
71,19.3
72,19.2
73,19.1
74,19.0
75,18.9
76,18.9
77,18.8
78,18.8
79,18.7
80,18.6
81,18.5
82,18.4
83,18.3
84,18.2
85,18.1
86,18.1
87,18.1
88,18.0
89,18.0
90,18.0
91,17.8
92,17.5
93,17.2
94,17.2
95,17.1
96,17.1
97,17.1
98,17.2
99,17.5
100,18.2
101,18.7
102,19.5
103,20.2
104,20.7
105,21.0
106,21.5
107,21.7
108,21.9
109,22.1
110,22.2
111,22.3
112,22.2
113,22.2
114,22.1
115,21.6
116,21.2
117,20.8
118,20.8
119,20.8
120,21.1
121,21.5
122,21.8
123,22.2
124,22.5
125,22.7
126,22.4
127,22.1
128,21.9
129,21.4
130,21.0
131,20.7
132,20.4
133,20.2
134,20.0
135,19.9
136,19.8
137,19.8
138,19.7
139,19.6
140,19.5
141,19.5
142,19.3
143,19.2
144,19.1
145,18.9
146,18.7
147,18.5
148,18.4
149,18.1
150,17.8
151,17.7
152,17.5
153,17.4
154,17.1
155,16.7
156,16.4
157,16.2
158,16.0
159,15.6
160,15.2
161,14.8
162,14.7
163,14.7
164,14.7
165,14.9
166,15.0
167,15.2
168,15.3
169,15.3
170,15.3
171,15.3
172,15.3
173,15.1
174,14.9
175,14.9
176,15.0
177,15.1
178,15.3
179,15.6
180,15.8
181,16.4
182,16.9
183,17.5
184,18.1
185,18.5
186,18.8
187,19.0
188,19.1
189,19.2
190,19.4
191,19.6
192,19.9
193,20.2
194,20.4
195,20.6
196,20.7
197,20.7
198,20.7
199,20.7
200,20.7
201,20.5
202,20.4
203,20.2
204,20.1
205,20.0
206,19.9
207,19.4
208,18.9
209,18.6
210,18.6
211,18.6
212,18.6
213,18.8
214,18.9
215,19.0
216,19.1
217,19.3
218,19.3
219,19.4
220,19.4
221,19.7
222,20.1
223,20.4
224,20.5
225,20.5
226,20.8
227,21.4
228,21.9
229,22.0
230,21.8
231,21.7
232,22.1
233,22.3
234,22.4
235,22.2
236,21.9
237,21.7
238,21.4
239,20.9
240,20.6
241,20.3
