time,Respiration Rate
0,20.2
1,20.4
2,20.5
3,20.6
4,20.7
5,20.8
6,20.8
7,20.7
8,20.7
9,20.7
10,20.8
11,20.9
12,21.0
13,21.1
14,21.1
15,21.2
16,21.1
17,21.1
18,21.0
19,21.0
20,21.0
21,20.9
22,20.8
23,20.7
24,20.7
25,19.5
26,18.6
27,17.9
28,17.4
29,17.0
30,16.8
31,16.7
32,16.6
33,16.7
34,16.7
35,16.7
36,16.7
37,16.6
38,16.6
39,16.6
40,16.7
41,16.8
42,17.2
43,17.5
44,17.7
45,17.9
46,18.0
47,18.2
48,18.2
49,18.2
50,18.2
51,18.3
52,18.4
53,18.4
54,18.5
55,18.5
56,18.6
57,18.6
58,18.5
59,18.4
60,18.3
61,18.3
62,18.2
63,18.2
64,18.1
65,18.1
66,18.1
67,18.0
68,17.8
69,17.7
70,17.6
71,17.5
72,17.4
73,17.4
74,17.5
75,17.7
76,17.9
77,18.1
78,18.3
79,18.4
80,18.3
81,18.3
82,18.2
83,18.2
84,18.2
85,18.2
86,18.1
87,18.1
88,18.0
89,17.8
90,17.8
91,17.9
92,18.0
93,18.1
94,18.3
95,18.5
96,18.6
97,18.7
98,18.8
99,19.0
100,19.1
101,19.2
102,19.3
103,19.3
104,19.3
105,19.3
106,19.4
107,19.5
108,19.5
109,19.4
110,19.3
111,19.3
112,19.3
113,19.3
114,19.5
115,19.6
116,19.7
117,19.8
118,19.8
119,19.8
120,19.7
121,19.7
122,19.7
123,19.6
124,19.9
125,20.0
126,20.4
127,20.7
128,20.9
129,21.1
130,21.2
131,21.2
132,21.2
133,21.2
134,21.2
135,21.2
136,21.2
137,21.2
138,21.1
139,21.1
140,21.0
141,20.9
142,20.9
143,20.8
144,20.8
145,20.9
146,20.9
147,20.9
148,21.1
149,21.4
150,21.6
151,21.9
152,22.0
153,22.0
154,22.0
155,22.0
156,22.1
157,22.2
158,22.4
159,22.6
160,22.7
161,22.8
162,22.7
163,22.6
164,22.5
165,22.4
166,22.4
167,22.2
168,22.1
169,21.9
170,21.8
171,21.7
172,21.6
173,21.2
174,20.8
175,20.5
176,20.3
177,19.7
178,18.8
179,18.1
180,17.5
181,17.1
182,16.4
183,15.5
184,14.9
185,14.4
186,14.2
187,14.1
188,13.9
189,13.9
190,14.1
191,14.2
192,14.6
193,15.0
194,15.4
195,15.9
196,16.3
197,16.9
198,17.6
199,18.3
200,18.8
201,19.2
202,19.3
203,19.4
204,19.7
205,19.9
206,20.0
207,20.1
208,20.1
209,20.0
210,20.0
211,20.0
212,19.8
213,19.8
214,19.7
215,19.7
216,19.7
217,19.8
218,19.9
219,20.4
220,20.8
221,21.3
222,22.0
223,22.4
224,22.8
225,23.2
226,23.3
227,23.3
228,23.4
229,23.5
230,23.5
231,23.5
232,23.6
233,23.5
234,23.4
235,23.3
236,23.2
237,23.2
238,23.2
239,22.9
240,22.4
241,22.0
242,21.7
243,21.4
244,21.2
245,20.0
246,19.0
247,18.2
248,17.5
249,17.0
250,16.6
251,16.4
252,16.3
253,16.1
254,16.1
255,16.1
256,16.1
257,16.3
258,16.5
259,16.8
260,17.3
261,17.7
262,18.6
263,19.3
264,19.9
265,20.4
266,20.7
267,20.8
268,20.9
269,21.0
270,21.0
271,20.9
272,20.8
273,20.9
274,21.0
275,21.1
276,21.2
277,21.2
278,21.1
279,21.0
280,21.0
281,20.9
282,20.8
283,20.6
284,20.4
285,20.3
286,19.9
287,19.4
288,19.0
289,18.7
290,18.4
291,18.2
292,18.1
293,17.9
294,17.7
295,17.6
296,17.4
297,17.3
298,17.2
299,17.1
300,17.1
301,17.2
302,17.3
303,17.5
304,17.8
305,18.1
306,18.9
307,19.6
308,20.1
309,20.6
310,20.9
311,21.2
312,21.3
313,21.3
314,21.4
315,21.4
316,21.4
317,21.4
318,21.2
319,21.2
320,21.1
321,21.0
322,21.0
323,20.9
324,20.0
325,19.3
326,18.7
327,18.4
328,18.2
329,18.0
330,17.9
331,17.8
332,17.7
333,17.6
334,17.5
335,17.5
336,17.5
337,17.6
338,17.6
339,17.6
340,17.7
341,17.8
342,17.9
343,18.0
344,18.1
345,18.2
346,18.2
347,18.3
348,18.1
349,18.0
350,17.9
351,18.0
352,18.0
353,18.2
354,18.3
355,18.7
356,18.9
357,19.2
358,19.3
359,19.5
360,19.5
361,19.5
362,19.6
363,19.7
364,19.8
365,19.9
366,19.9
367,20.0
368,20.0
369,20.0
370,20.0
371,19.9
372,19.9
373,19.9
374,19.8
375,19.8
376,19.8
377,19.8
378,19.7
379,19.7
380,19.6
381,19.5
382,19.5
383,19.4
384,19.2
385,18.9
386,18.6
387,18.4
388,18.3
389,17.8
390,17.5
391,17.3
392,17.3
393,17.4
394,17.5
395,17.7
396,17.9
397,18.2
398,18.4
399,18.5
400,18.6
401,18.6
402,18.7
403,18.8
404,18.8
405,18.7
406,18.6
407,18.5
408,18.3
409,18.1
410,18.0
411,17.8
412,17.7
413,17.6
414,17.5
415,17.5
416,17.4
417,17.4
418,17.2
419,17.0
420,16.9
421,16.9
422,17.0
423,17.0
424,17.1
425,17.4
426,17.9
427,18.5
428,19.2
429,19.8
430,20.6
431,21.2
432,22.3
433,23.3
434,24.0
435,24.5
436,25.4
437,26.1
438,26.7
439,27.1
440,27.3
441,27.5
442,27.7
443,27.7
444,27.7
445,27.7
446,26.9
447,26.3
448,25.8
449,25.0
450,24.3
451,23.8
452,23.0
453,22.3
454,22.1
455,21.9
456,21.8
457,21.9
458,22.0
459,22.6
460,23.1
461,23.5
462,23.2
463,22.9
464,22.8
465,22.8
466,22.7
467,22.9
468,23.0
469,23.1
470,23.1
471,23.1
472,23.0
473,23.0
474,23.0
475,22.9
476,22.8
477,22.7
478,22.4
479,22.0
480,21.6
481,21.4
482,21.0
483,20.4
484,20.0
485,19.7
486,19.4
487,19.1
488,18.9
489,18.7
490,18.6
491,18.2
492,17.8
493,17.5
494,17.4
495,17.4
496,17.4
497,17.6
498,17.8
499,18.1
500,18.5
501,18.8
502,19.8
503,20.7
504,21.4
505,21.5
506,21.6
507,21.7
508,21.7
509,21.8
510,21.6
511,21.5
512,21.4
513,21.2
514,20.8
515,20.5
516,20.5
517,20.5
518,20.4
519,20.3
520,20.0
521,19.8
522,19.6
523,19.4
524,19.0
525,18.8
526,18.7
527,18.8
528,18.8
529,18.9
530,18.8
531,18.6
532,18.5
533,18.4
534,18.3
535,18.3
536,18.2
537,18.0
538,17.8
539,17.7
540,17.7
541,17.8
542,17.9
543,18.2
544,18.4
545,18.5
546,18.7
547,18.8
548,18.9
549,18.9
550,18.8
551,18.7
552,18.8
553,18.8
554,18.9
555,18.9
556,19.0
557,19.0
558,19.0
559,19.0
560,19.0
561,18.9
562,18.8
563,18.7
564,18.8
565,18.9
566,18.9
567,19.0
568,18.8
569,18.7
570,18.6
571,18.5
572,18.3
573,18.3
574,18.2
575,18.2
576,18.2
577,18.2
578,18.2
579,18.2
580,18.2
581,18.3
582,18.4
583,18.5
584,18.6
585,18.6
586,18.5
587,18.4
588,18.4
589,18.4
590,18.3
591,18.3
592,18.3
593,18.3
594,18.2
595,18.2
596,18.1
597,18.0
598,18.0
599,18.0
600,18.0
601,18.0
602,18.0
603,18.0
604,18.0
605,17.9
606,17.9
607,17.8
608,17.8
609,17.8
610,17.7
611,17.7
612,17.7
613,17.6
614,17.6
615,17.5
616,17.5
617,17.6
618,17.6
619,17.6
620,17.6
621,17.5
622,17.5
623,17.4
624,17.3
625,17.2
626,17.0
627,16.9
628,16.9
629,16.9
630,17.1
631,17.2
632,18.0
633,18.6
634,19.1
635,19.5
636,19.9
637,20.1
638,20.3
639,20.4
640,20.5
641,20.5
642,20.5
643,20.5
644,20.4
645,20.4
646,20.3
647,20.2
648,20.1
649,19.9
650,19.8
651,19.6
652,19.6
653,19.2
654,18.9
655,18.5
656,18.2
657,17.7
658,17.3
659,17.2
660,17.2
661,17.2
662,17.2
663,17.2
664,17.2
665,17.2
666,17.2
667,17.2
668,17.1
669,17.0
670,16.9
671,17.0
672,17.0
673,17.1
674,17.3
675,17.5
676,17.8
677,18.2
678,18.4
679,18.6
680,18.7
681,18.9
682,19.0
683,19.1
684,19.2
685,19.3
686,19.4
687,19.4
688,19.4
689,19.4
690,19.3
691,19.3
692,19.3
693,19.3
694,19.3
695,19.2
696,19.2
697,19.2
698,19.3
699,19.3
700,19.4
701,19.5
702,19.7
703,19.8
704,19.9
705,19.9
706,19.7
707,19.6
708,19.8
709,19.9
710,20.0
711,20.1
712,20.2
713,20.2
714,20.3
715,20.3
716,20.4
717,20.4
718,20.4
719,20.2
720,20.2
721,20.1
722,20.1
723,20.0
724,20.0
725,20.0
726,20.0
727,20.0
728,19.9
729,19.8
730,19.7
731,19.6
732,19.6
733,19.5
734,19.2
735,18.9
736,18.8
737,18.7
738,18.7
739,18.7
740,18.8
741,19.1
742,19.5
743,19.7
744,20.1
745,20.4
746,20.9
747,21.3
748,21.7
749,22.2
750,22.8
751,23.4
752,24.1
753,24.9
754,25.5
755,25.9
756,26.1
757,26.3
758,26.4
759,26.4
760,26.4
761,26.4
762,26.4
763,26.3
764,26.3
765,26.3
766,26.3
767,26.3
768,26.3
769,26.3
770,26.3
771,26.2
772,26.1
773,26.0
774,25.9
775,25.8
776,25.8
777,25.7
778,25.7
779,25.7
780,25.7
781,25.3
782,25.1
783,24.9
784,24.6
785,24.3
786,24.1
787,23.9
788,23.6
789,23.3
790,23.2
791,23.1
792,23.0
793,23.0
794,22.9
795,22.9
796,22.7
797,22.5
798,22.4
799,22.4
800,22.4
801,22.4
802,22.2
803,22.1
804,21.9
805,21.6
806,21.4
807,21.6
808,21.7
809,22.1
810,22.4
811,22.7
812,22.9
813,23.1
814,23.2
815,23.3
816,23.4
817,23.5
