time,Respiration Rate
0,18.5
1,18.7
2,18.8
3,18.8
4,19.0
5,19.2
6,19.3
7,19.4
8,19.5
9,19.6
10,19.6
11,19.5
12,19.5
13,19.5
14,19.6
15,19.6
16,19.7
17,19.4
18,19.3
19,19.5
20,19.8
21,20.1
22,20.4
23,20.6
24,20.8
25,21.0
26,21.1
27,21.1
28,21.2
29,21.2
30,21.2
31,21.2
32,21.2
33,21.2
34,21.0
35,20.8
36,20.7
37,20.6
38,20.6
39,20.5
40,20.5
41,20.4
42,20.4
43,20.4
44,20.4
45,20.3
46,20.2
47,20.1
48,20.0
49,20.0
50,20.0
51,20.0
52,20.1
53,20.1
54,20.1
55,20.1
56,20.1
57,20.1
58,19.9
59,19.9
60,19.8
61,19.6
62,19.4
63,19.2
64,19.1
65,19.0
66,18.9
67,18.8
68,18.5
69,18.3
70,18.1
71,17.9
72,17.5
73,17.2
74,17.0
75,16.9
76,16.8
77,16.8
78,16.8
79,16.7
80,16.7
81,16.5
82,16.4
83,16.3
84,16.2
85,16.1
86,16.0
87,16.0
88,15.9
89,15.9
90,15.7
91,15.6
92,15.5
93,15.4
94,15.4
95,15.3
96,14.8
97,14.0
98,13.4
99,12.9
100,12.5
101,12.1
102,11.9
103,11.7
104,11.5
105,11.4
106,11.3
107,11.3
108,11.3
109,11.3
110,11.3
111,11.6
112,11.9
113,12.1
114,12.3
115,12.5
116,12.6
117,12.7
118,12.7
119,12.7
120,12.5
121,12.4
122,12.3
123,12.4
124,12.5
125,12.6
126,12.8
127,13.0
128,13.1
129,13.6
130,14.4
131,15.0
132,15.5
133,15.9
134,16.2
135,16.5
136,16.6
137,16.6
138,16.6
139,16.6
140,16.5
141,16.4
142,16.4
143,16.2
144,16.1
145,16.0
146,16.2
147,16.6
148,17.0
149,17.4
150,17.7
151,18.0
152,18.1
153,18.2
154,18.3
155,18.3
156,18.4
157,18.4
158,18.4
159,18.4
160,18.3
161,18.3
162,18.3
163,18.3
164,17.9
165,17.6
166,17.3
167,17.2
168,17.2
169,17.1
170,17.1
171,17.2
172,17.4
173,17.6
174,17.7
175,17.6
176,17.4
177,17.3
178,17.3
179,17.5
180,17.6
181,17.8
182,18.1
183,18.3
184,18.8
185,19.3
186,19.6
187,19.9
188,20.2
189,20.2
190,20.2
191,20.2
192,20.2
193,20.0
194,19.9
195,19.8
196,19.6
197,19.4
198,19.3
199,19.3
200,19.3
201,19.3
202,19.3
203,19.1
204,19.0
205,18.9
206,18.8
207,18.5
208,18.3
209,18.2
210,18.3
211,18.5
212,18.7
213,19.0
214,19.2
215,19.2
216,19.1
217,19.0
218,19.0
219,19.1
220,19.2
221,19.3
222,19.3
223,19.4
224,19.2
225,19.0
226,18.9
227,19.0
228,19.0
229,19.2
230,19.4
231,19.6
232,19.4
233,19.1
234,18.9
235,18.9
236,19.1
237,19.2
238,19.2
239,19.1
240,19.0
241,18.9
242,18.7
243,18.4
244,18.2
245,18.4
246,18.5
247,18.6
248,18.6
249,18.7
250,18.7
251,18.8
252,18.9
253,19.1
254,19.2
255,19.3
256,19.2
257,19.0
258,18.9
259,18.8
260,18.7
261,18.7
262,18.5
263,18.2
264,18.0
265,17.9
266,17.5
267,16.9
268,16.5
269,16.0
270,15.7
271,15.5
272,15.3
273,15.2
274,15.1
275,14.7
276,14.4
277,14.1
278,13.9
279,13.8
280,13.6
281,13.5
282,13.1
283,12.8
284,12.6
285,12.6
286,12.6
287,12.6
288,12.8
289,12.9
290,13.0
291,13.1
292,13.2
293,13.2
294,13.3
295,13.3
296,13.3
297,13.3
298,13.2
299,13.1
300,13.1
301,13.0
302,13.1
303,13.2
304,13.2
305,13.4
306,13.6
307,13.8
308,14.0
309,14.6
310,15.2
311,15.6
312,16.5
313,17.2
314,17.8
315,18.2
316,18.2
317,18.1
318,18.1
319,18.0
320,17.9
321,17.8
322,17.8
323,17.7
324,17.4
325,16.9
326,16.6
327,16.5
328,16.5
329,16.5
330,16.7
331,17.0
332,17.2
333,18.3
334,18.9
335,19.3
336,19.2
337,19.2
338,19.1
339,19.1
340,19.1
341,18.8
342,18.7
343,18.5
344,18.4
345,18.3
346,17.8
347,17.4
348,17.1
349,16.9
350,16.7
351,16.6
352,16.5
353,16.4
354,16.1
355,15.6
356,15.1
357,14.8
358,14.5
359,14.5
360,14.4
361,14.4
362,14.4
363,14.6
364,14.9
365,15.1
366,15.2
367,15.3
368,15.2
369,15.0
370,14.7
371,14.6
372,14.6
373,14.8
374,14.9
375,15.0
376,15.3
377,15.6
378,15.8
379,16.0
380,16.2
381,16.3
382,16.5
383,16.7
384,16.9
385,17.1
386,17.6
387,18.0
388,18.3
389,18.3
390,18.0
391,17.8
392,17.6
393,17.5
394,17.4
395,17.3
396,17.3
397,17.3
398,17.3
399,17.8
400,18.2
401,18.5
402,18.8
403,18.9
404,18.8
405,18.7
406,18.7
407,18.6
408,18.6
409,18.5
410,18.3
411,18.1
412,18.0
413,17.8
414,17.8
415,17.7
416,17.6
417,17.6
418,17.2
419,16.8
420,16.6
421,16.5
422,16.5
423,16.5
424,16.5
425,16.5
426,16.4
427,16.2
428,16.0
429,16.2
430,16.5
431,16.7
432,16.9
433,17.1
434,17.0
435,16.7
436,16.5
437,16.4
438,16.4
439,16.4
440,16.4
441,16.5
442,16.4
443,16.3
444,16.3
445,16.2
446,16.1
447,15.9
448,15.8
449,15.7
450,15.6
451,15.4
452,15.2
453,15.1
454,15.2
455,15.6
456,15.9
457,16.1
458,16.0
459,15.4
460,15.1
461,14.9
462,14.7
463,14.6
464,14.5
465,14.4
466,14.9
467,15.3
468,15.6
469,16.1
470,16.5
471,16.8
472,17.1
473,17.3
474,17.5
475,17.6
476,17.5
477,17.0
478,16.7
479,16.4
480,16.1
481,15.7
482,15.4
483,15.2
484,15.6
485,15.8
486,16.1
487,16.3
488,16.2
489,15.9
490,15.6
491,15.4
492,15.5
493,15.6
494,15.7
495,15.7
496,15.7
497,15.8
498,15.6
499,15.4
500,15.2
501,15.1
502,15.1
503,15.1
504,15.2
