time,Respiration Rate
0,20.9
1,20.9
2,20.9
3,21.0
4,21.0
5,20.9
6,20.9
7,20.8
8,20.7
9,20.7
10,20.7
11,18.8
12,17.3
13,16.2
14,15.4
15,14.8
16,14.3
17,14.4
18,14.9
19,15.4
20,16.5
21,17.3
22,18.0
23,18.6
24,19.0
25,19.2
26,19.4
27,19.5
28,19.7
29,19.8
30,19.8
31,19.7
32,19.7
33,19.6
34,19.5
35,19.5
36,19.6
37,19.7
38,20.0
39,20.2
40,20.6
41,20.9
42,21.1
43,21.3
44,21.4
45,21.5
46,21.6
47,21.7
48,21.7
49,21.7
50,21.8
51,21.8
52,22.0
53,22.1
54,22.2
55,22.2
56,22.0
57,21.9
58,21.7
59,21.4
60,21.2
61,21.0
62,20.5
63,20.2
64,19.9
65,19.8
66,19.8
67,19.8
68,20.0
69,20.1
70,20.5
71,21.1
72,21.6
73,21.8
74,21.7
75,21.6
76,21.6
77,21.6
78,21.5
79,21.5
80,21.3
81,21.2
82,21.2
83,21.2
84,21.2
85,21.2
86,21.2
87,21.1
88,21.0
89,20.9
90,20.7
91,20.5
92,20.4
93,20.5
94,20.6
95,20.9
96,21.4
97,21.8
98,22.1
99,22.4
100,22.6
101,22.8
102,22.9
103,22.9
104,22.9
105,22.9
106,22.9
107,22.9
108,22.8
109,22.7
110,22.6
111,22.5
112,22.5
113,22.4
114,22.4
115,22.3
116,21.4
117,20.6
118,20.0
119,19.7
120,19.7
121,19.4
122,19.3
123,19.2
124,19.2
125,19.6
126,19.9
127,20.6
128,22.0
129,23.1
130,24.1
131,25.2
132,26.1
133,26.7
134,27.0
135,27.1
136,27.1
137,27.2
138,26.7
139,26.4
140,26.5
141,26.7
142,26.8
143,26.6
144,26.5
145,26.6
146,26.7
147,26.8
148,26.6
149,26.5
150,26.7
151,26.8
152,26.9
153,26.9
154,27.0
155,27.0
156,27.1
157,27.1
158,27.1
159,27.1
160,27.2
161,27.1
162,27.1
163,27.0
164,26.9
165,26.8
166,26.6
167,26.4
168,26.5
169,26.6
170,26.9
171,27.3
172,27.6
173,27.6
174,27.6
175,27.6
176,27.7
177,27.7
178,27.6
179,27.5
180,27.4
181,27.2
182,27.0
183,26.7
184,26.5
185,26.6
186,26.7
187,26.8
188,26.8
189,26.8
190,26.7
191,26.7
192,26.5
193,26.4
194,26.2
195,26.1
196,26.0
197,25.7
198,25.4
199,25.1
200,24.6
201,24.2
202,24.0
203,23.9
204,23.8
205,23.7
206,23.7
207,23.6
208,23.6
209,23.6
210,23.5
211,23.4
212,23.3
213,23.3
214,23.3
215,23.4
216,23.5
217,23.6
218,23.2
219,22.9
220,22.6
221,22.1
222,21.6
223,21.5
224,21.7
225,21.9
226,22.0
227,22.1
228,22.1
229,22.0
230,21.7
231,21.5
232,21.4
233,21.3
234,21.2
235,21.2
236,21.1
237,21.0
238,20.9
239,20.9
240,20.9
241,20.9
242,20.7
243,20.5
244,20.3
245,20.1
246,20.1
247,20.0
248,19.9
249,19.6
250,19.3
251,19.2
252,19.2
253,19.2
254,19.5
255,19.6
256,20.3
257,20.9
258,21.4
259,21.9
260,22.2
261,22.5
262,22.7
263,23.1
264,23.5
265,23.8
266,24.0
267,24.0
268,24.1
269,24.1
