time,Respiration Rate
0,16.0
1,16.4
2,16.6
3,17.1
4,17.8
5,18.5
6,19.3
7,20.1
8,20.9
9,21.6
10,22.0
11,22.3
12,22.7
13,23.1
14,23.8
15,24.3
16,24.5
17,24.5
18,24.5
19,24.5
20,24.5
21,24.4
22,24.3
23,24.3
24,24.4
25,24.4
26,24.4
27,24.5
28,24.5
29,24.5
30,24.5
31,24.4
32,24.3
33,24.3
34,24.2
35,24.1
36,23.9
37,23.9
38,23.9
39,23.9
40,23.9
41,23.9
42,23.9
43,23.9
44,23.8
45,23.7
46,23.7
47,23.7
48,23.9
49,24.0
50,23.9
51,23.7
52,23.6
53,23.5
54,23.4
55,23.2
56,23.0
57,22.9
58,22.8
59,22.6
60,22.3
61,22.0
62,21.9
63,21.7
64,21.6
65,21.5
66,21.4
67,21.4
68,21.3
69,21.1
70,20.8
71,20.7
72,20.5
73,20.5
74,20.4
75,20.4
76,20.4
77,20.4
78,20.3
79,20.3
80,20.3
81,20.4
82,20.5
83,20.9
84,21.1
85,21.4
86,21.5
87,21.5
88,21.6
89,21.7
90,21.8
91,21.9
92,22.0
93,22.0
94,22.0
95,21.9
96,21.8
97,21.7
98,21.6
99,21.5
100,21.3
101,21.1
102,21.1
103,21.1
104,21.1
105,21.2
106,21.2
107,21.2
108,21.2
109,21.2
110,21.2
111,21.1
112,21.1
113,21.1
114,20.9
115,20.8
116,20.7
117,20.8
118,20.9
119,21.1
120,21.3
121,21.4
122,21.5
123,21.6
124,21.7
125,21.8
126,21.8
127,21.8
128,21.9
129,21.9
130,21.9
131,21.9
132,21.9
133,21.8
134,21.8
135,21.9
136,21.9
137,22.0
138,22.1
139,22.2
140,22.7
141,23.0
142,23.6
143,24.2
144,24.7
145,24.6
146,24.5
147,24.6
148,24.7
149,24.7
150,24.8
151,24.8
152,24.8
153,24.8
154,24.8
155,24.8
156,24.7
157,24.6
158,24.5
159,24.5
160,24.5
161,24.5
162,24.4
163,24.3
164,24.2
165,24.1
166,24.0
167,23.9
168,23.8
169,23.7
170,23.8
171,23.8
172,23.8
173,23.8
174,23.9
175,23.9
176,23.8
177,23.7
178,23.7
179,23.7
180,23.8
181,23.9
182,24.0
183,23.9
184,23.9
185,23.8
186,23.8
187,23.7
188,23.6
189,23.5
190,23.5
191,23.6
192,23.8
193,23.9
