time,Respiration Rate
0,23.4
1,23.2
2,22.9
3,22.8
4,22.8
5,22.7
6,22.7
7,22.6
8,22.6
9,22.6
10,22.6
11,22.5
12,22.4
13,22.3
14,22.2
15,22.1
16,22.0
17,22.0
18,22.0
19,22.0
20,21.8
21,21.7
22,21.6
23,21.5
24,21.4
25,21.3
26,21.3
27,21.2
28,21.1
29,21.0
30,21.0
31,21.0
32,21.2
33,21.3
34,21.4
35,21.4
36,21.5
37,21.5
38,21.6
39,21.5
40,21.4
41,21.5
42,21.5
43,21.6
44,21.8
45,21.9
46,22.4
47,22.8
48,22.9
49,22.9
50,22.8
51,22.7
52,22.4
53,22.2
54,22.2
55,22.4
56,22.6
57,22.8
58,22.9
59,23.0
60,23.1
61,23.2
62,23.2
63,23.3
64,23.2
65,23.2
66,23.2
67,23.2
68,23.3
69,23.3
70,23.3
71,23.2
72,23.1
73,23.1
74,22.8
75,22.7
76,22.5
77,22.0
78,21.6
79,21.2
80,21.4
81,21.5
82,21.6
83,21.6
84,21.4
85,21.3
86,21.1
87,21.0
88,20.9
89,20.6
90,20.5
91,20.4
92,20.4
93,20.4
94,20.4
95,20.4
96,20.4
97,20.4
98,20.4
99,20.4
100,20.3
101,20.2
102,20.1
103,20.0
104,20.0
105,20.0
106,20.0
107,20.1
108,20.1
109,20.1
110,20.1
111,20.0
112,19.9
113,19.9
114,19.8
115,19.7
116,19.6
117,19.5
118,19.4
119,19.3
120,18.1
121,17.1
122,16.3
123,15.9
124,15.6
125,15.5
126,15.3
127,15.2
128,15.2
129,15.1
130,15.0
131,15.0
132,14.9
133,14.8
134,14.6
135,14.5
136,14.3
137,14.2
138,14.1
139,14.1
140,14.0
141,13.9
142,13.9
143,13.9
144,13.8
145,13.5
146,13.3
147,13.0
148,13.0
149,13.1
150,13.2
151,13.3
152,13.4
153,13.2
154,13.1
155,13.0
156,12.9
157,12.8
158,12.6
159,12.4
160,12.3
161,12.4
162,12.6
163,12.7
164,13.0
165,13.4
166,13.7
167,14.0
168,14.9
169,15.6
170,16.2
171,16.8
172,17.2
173,17.9
174,18.7
175,19.4
176,19.9
177,19.9
178,19.8
179,19.8
180,19.8
181,19.9
182,19.9
183,19.9
184,19.9
185,20.0
186,20.0
187,20.0
188,19.8
189,19.7
190,19.7
191,19.7
192,19.7
193,19.8
194,19.9
195,20.0
196,20.0
197,19.9
198,19.8
199,19.7
200,19.3
201,19.0
202,19.0
203,19.1
204,19.2
205,19.3
206,19.3
207,19.1
208,19.0
209,19.1
210,19.2
211,19.4
212,19.6
213,19.8
214,21.0
215,22.3
216,23.0
217,23.5
218,23.8
219,24.0
220,24.0
221,24.0
222,24.2
223,24.4
224,24.5
225,24.1
226,23.8
227,23.5
228,23.4
229,23.2
230,23.3
231,23.4
232,23.4
233,23.3
234,23.0
235,22.8
236,22.5
237,22.1
238,21.7
239,21.6
240,21.5
241,21.5
242,21.1
243,20.6
244,20.1
245,19.7
246,19.2
247,18.6
248,18.1
249,17.7
250,18.0
251,18.2
252,18.3
253,18.6
254,18.9
255,19.2
256,19.6
257,19.9
258,20.1
259,20.4
260,20.3
261,20.2
262,20.1
263,20.1
264,19.9
265,19.6
266,19.4
267,19.5
268,19.6
269,19.6
270,19.7
271,19.7
272,19.7
273,19.7
274,19.5
275,19.4
276,19.3
277,18.9
278,18.7
279,18.7
280,18.7
281,18.8
282,19.0
283,19.1
284,19.3
285,19.3
286,19.4
287,19.5
288,19.5
