time,meanIntensity,stDevIntensity,meanPitch,stDevPitch,stDevVoiceActivity,meanVoiceActivity,syllablesPerSecond,filledPauses
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,34.620404681106024,72.03155002674438,150.55752188669294,64.15939502047037,0.21931610874615567,0.050666666666666665,0.5,0.0
31.0,34.622738889488254,72.03109534482242,150.55752188669294,64.15939502047037,0.21931610874615562,0.050666666666666665,0.5,0.0
32.0,34.64660825836096,72.0258879927387,150.55752188669294,64.15939502047037,0.21931610874615562,0.050666666666666665,0.5,0.0
33.0,34.64432173628225,72.02690282721579,150.55752188669294,64.15939502047037,0.21931610874615562,0.050666666666666665,0.5,0.0
34.0,34.618433647171216,72.03438622801258,150.55752188669294,64.15939502047037,0.21931610874615562,0.050666666666666665,0.5,0.0
35.0,34.664123230211196,72.02204782618169,150.55752188669294,64.15939502047037,0.21931610874615562,0.050666666666666665,0.5,0.0
36.0,34.91898233297406,72.07500358568888,149.24696930631438,63.21645176189261,0.21931610874615562,0.050666666666666665,0.5,0.0
37.0,34.848464059411334,72.05054007875447,149.2469693063144,63.21645176189261,0.21931610874615562,0.050666666666666665,0.5,0.0
38.0,34.18978504607887,71.65606506603486,148.83304397113082,63.15615556145295,0.21931610874615562,0.050666666666666665,0.5,0.0
39.0,30.622758236538125,59.36756802849244,142.1930798499977,60.52557588732835,0.2193161087461556,0.050666666666666665,0.43333333333333335,0.0
40.0,30.643804241570997,59.361387623215414,142.1930798499977,60.52557588732835,0.21931610874615562,0.050666666666666665,0.43333333333333335,0.0
41.0,30.657454028541963,59.35709470942984,142.1930798499977,60.52557588732835,0.21931610874615562,0.050666666666666665,0.43333333333333335,0.0
42.0,30.567704810241278,59.375786247535416,142.1930798499977,60.52557588732835,0.21931610874615562,0.050666666666666665,0.43333333333333335,0.0
43.0,30.57935557527459,59.37259654280826,142.1930798499977,60.52557588732835,0.21931610874615562,0.050666666666666665,0.43333333333333335,0.0
44.0,30.631273251398408,59.35747083950779,142.28922689110755,61.272390947767406,0.21931610874615562,0.050666666666666665,0.43333333333333335,0.0
45.0,30.750918630916374,59.320731626232195,142.28922689110755,61.27239094776739,0.21931610874615562,0.050666666666666665,0.43333333333333335,0.0
46.0,30.825365376104394,59.29804825480778,142.28922689110755,61.272390947767406,0.21931610874615562,0.050666666666666665,0.43333333333333335,0.0
47.0,30.892588659095306,59.27765067230582,142.28922689110755,61.27239094776739,0.21931610874615562,0.050666666666666665,0.43333333333333335,0.0
48.0,26.99430928939719,54.71120773736017,164.19348081167703,67.34119084994018,0.17511107586012054,0.03166666666666667,0.23333333333333334,0.0
49.0,22.261103149699544,40.70598035883866,177.36282455549392,62.92086006667179,0.12418221379175931,0.015666666666666666,0.1,0.0
50.0,19.815217878787045,37.38438931041061,115.3556348298157,4.936170947975266,0.0,0.0,0.0,0.0
51.0,17.438594166367803,26.54109375099698,116.35945846532083,5.428403708607712,0.0,0.0,0.0,0.0
52.0,15.108502604975671,4.582565870512946,0.0,0.0,0.0,0.0,0.0,0.0
53.0,15.020984866030417,4.550836297756992,0.0,0.0,0.0,0.0,0.0,0.0
54.0,14.915597058495788,4.494603334597994,0.0,0.0,0.0,0.0,0.0,0.0
55.0,15.827500959225906,9.435169731402917,0.0,0.0,0.0,0.0,0.0,0.0
56.0,17.09697454291017,13.83650560126493,0.0,0.0,0.0,0.0,0.0,0.0
