,windowSize,participant,filtered,overallWorkloadState,samples,coefficient,significance,RMSE,actualMean,actualStDev,predMean,predStDev
48,1,7,False,ol,1110,0.12050180844574652,5.700701795521378e-05,1.8158723209965013,1.6715916172676795,0.9883362700977938,0.2359812706708908,0.6423463225364685
49,1,7,False,nl,795,0.24270278412782137,4.0225202904453404e-12,1.0457450566350353,0.7838993803135255,0.7931137250436623,0.23377516865730286,0.6385508179664612
50,1,7,False,ul,1245,0.26825964333014746,5.800080075629323e-22,0.39405781779386706,0.05381526229491674,0.23319931565188584,0.0787622332572937,0.38534390926361084
51,1,7,False,all,3150,0.20328717732109022,9.816152678145648e-31,1.2244635041181668,0.8081481600233487,1.006089366026286,0.1732855588197708,0.5593137741088867
52,1,7,True,ol,153,0.7040819560006707,3.2526933611984035e-24,0.7126976608367426,1.7215686440467834,1.0030343912651085,1.6990444660186768,0.6963657736778259
53,1,7,True,nl,145,0.7878258087259499,6.684060339761311e-32,0.6931053251732322,0.845977018824939,0.9022582896111788,1.1631534099578857,0.9772665500640869
54,1,7,True,ul,194,0.8659608693383596,1.1024504844721875e-59,0.555876091707967,0.09175257957012382,0.24905461707669477,0.305056095123291,0.7136533856391907
55,1,7,True,all,492,0.8063603315497689,7.591080050784017e-114,0.6491355063083967,0.8208672168808497,1.0194752056068994,0.9914469718933105,0.9915918111801147
56,1,8,False,ol,162,0.03620402209558373,0.6473952694688724,1.93814145704974,1.8123457113533845,0.9237076318379754,0.1932382434606552,0.5651993155479431
57,1,8,False,nl,674,0.16033349944123215,2.8913827158320437e-05,1.4743127176549011,1.1844708447065482,1.0295355803328472,0.20072828233242035,0.5811854004859924
58,1,8,False,ul,51,-0.09473765309967078,0.5084332948015465,1.2181941362798232,0.9281045765269036,0.7541135525527478,0.07362129539251328,0.36475902795791626
59,1,8,False,all,887,0.13104931324708255,9.064014037335401e-05,1.556607346096163,1.2844043832856074,1.0294357736470934,0.19205200672149658,0.5687900185585022
60,1,8,True,ol,22,0.82228233037712,2.6632474986633982e-06,0.57357563058936,1.4606060792099347,1.0022014339712075,1.4229363203048706,0.7762305736541748
61,1,8,True,nl,133,0.855125441645927,3.409477239442125e-39,0.5758280066576799,0.8922305889147565,1.1106448465279721,0.8921072483062744,0.9424445629119873
62,1,8,True,ul,7,1.0,0.0,0.22542712169845455,0.17142857824053084,0.41991254402008377,0.2566320300102234,0.628617525100708
63,1,8,True,all,162,0.8595012644227984,1.6963811597463225e-48,0.5648846679587629,0.9382716179997833,1.104959662333028,0.9367362856864929,0.9390564560890198
64,1,9,False,ol,425,0.20652205953856573,1.7757250462256766e-05,1.8519063315964275,1.8070588551899966,0.9597942970299843,0.27398520708084106,0.6424347162246704
65,1,9,False,nl,501,0.0911882020444901,0.041328203944257354,1.2001076905723902,0.8443113931579266,0.8779483061783182,0.18504852056503296,0.5712276101112366
66,1,9,False,ul,121,,,0.23937476305946492,0.07713498778579649,0.2266064227886315,0.0,0.0
67,1,9,False,all,1047,0.19931502611778637,7.666468245058721e-11,1.444967744828059,1.1464501957497146,1.0496078526730903,0.19976410269737244,0.5749980807304382
68,1,9,True,ol,79,0.7723035413707221,7.812414413993516e-17,0.8276831041206018,1.9113924292069446,1.0659661025040845,1.4539753198623657,0.6917780637741089
69,1,9,True,nl,94,0.7706701858745588,1.05781515685657e-19,0.6693972801632417,0.5588652535955957,0.8432239330245238,0.8054398894309998,0.9638044238090515
70,1,9,True,ul,35,,,0.0,0.0,0.0,0.0,0.0
71,1,9,True,all,208,0.8083998282178887,2.653745198242532e-49,0.6802163184765951,0.9785256526218011,1.1507097319145363,0.9162277579307556,0.9263875484466553
72,1,10,False,ol,929,0.13146244087049264,5.845333119500687e-05,1.8604963372431884,1.849659162923389,0.918354717381734,0.34876367449760437,0.7371377348899841
73,1,10,False,nl,1187,0.09711491496639613,0.0008072880402997853,1.072420479946272,0.7646728607103317,0.7618383142003327,0.1796024590730667,0.5565359592437744
74,1,10,False,ul,861,0.17849046075084743,1.3480246795198652e-07,0.39226758745542717,0.06116918345500091,0.2818110154234188,0.058966558426618576,0.327756404876709
75,1,10,False,all,2977,0.2200514374418336,5.694006855107476e-34,1.2582707251728238,0.899787274092626,1.0048917328194327,0.1975007802248001,0.5804731249809265
76,1,10,True,ol,179,0.6184455350946548,2.8519344804215016e-20,0.7459954457884437,1.9985102654835365,0.8996848966420349,1.768165946006775,0.49635955691337585
77,1,10,True,nl,191,0.7920860848475472,2.215293416231817e-42,0.6817152984796441,0.5821989660799816,0.7465785142100951,0.9376738667488098,0.952870786190033
78,1,10,True,ul,184,0.8606187003019524,3.1412794274198944e-55,0.4211806699543884,0.049637681926074234,0.1811793486776038,0.17463572323322296,0.5474051237106323
79,1,10,True,all,554,0.8127792193700653,1.2396925137356043e-131,0.6316273413243659,0.8629362337856086,1.062126574274701,0.9525818824768066,0.952977180480957
80,1,11,False,ol,680,0.2750206518148094,2.884325535925567e-13,1.731174352982444,1.9031372866209815,0.9412635668911519,0.5457454919815063,0.8380794525146484
81,1,11,False,nl,1528,0.27986930725195774,6.79302894837063e-29,1.0827646980290029,0.8606021110241482,0.8566347188882754,0.307448148727417,0.6756988167762756
82,1,11,False,ul,906,0.24210283742374045,1.4976570498202666e-13,0.5493157282594219,0.14827079014239986,0.4052846675524789,0.14445742964744568,0.4816635549068451
83,1,11,False,all,3114,0.33754643135811,7.59349684723467e-84,1.1478268462513688,0.8810105062351253,0.9929199615028611,0.31206363439559937,0.6819213628768921
84,1,11,True,ol,221,0.7566616968363278,2.718083772289908e-42,0.7343262401113313,2.1043740848070898,0.8794657529886617,1.6713846921920776,0.5200977921485901
85,1,11,True,nl,415,0.8510714803064688,1.2769035746411601e-117,0.5142288825323413,0.8710040311497378,0.9380560089203807,0.979411244392395,0.8988376259803772
86,1,11,True,ul,274,0.9743712523962995,2.8886249091673e-178,0.17765739812802644,0.12725061080316558,0.395487920141341,0.17537511885166168,0.5314057469367981
87,1,11,True,all,910,0.8828578738775673,2.752091417036017e-300,0.5109331884229122,0.9465934209116212,1.0800511088611306,0.9053675532341003,0.9080859422683716
88,1,12,False,ol,615,0.08999840918000686,0.02562302108868068,1.933959496870927,2.0128997616409285,0.8899721369842231,0.4910430312156677,0.8791681528091431
89,1,12,False,nl,1507,0.17059891064360747,2.627001160822204e-11,1.1757806643104523,0.8950232447686778,0.8566679624488963,0.2692085802555084,0.6736834049224854
90,1,12,False,ul,1015,0.16645659213786337,9.614122474291748e-08,0.5909383344010883,0.17898193948668212,0.45069605595496826,0.12184026092290878,0.46030592918395996
91,1,12,False,all,3137,0.231647519558181,1.738281763063717e-39,1.2289718426339602,0.8824992195902298,0.9921093362312791,0.26501646637916565,0.6743677258491516
92,1,12,True,ol,154,0.5206637282834365,4.463237036416332e-12,0.7154059740285595,2.056709983132102,0.830090049250904,1.9609835147857666,0.4518841803073883
93,1,12,True,nl,322,0.777507481656252,1.9849021724634013e-66,0.7051173124253314,0.7985507407404991,0.9427859833032903,1.0888042449951172,0.9808553457260132
94,1,12,True,ul,236,0.8717899720930042,1.8064797701984213e-74,0.38023386815441107,0.1268361597874407,0.378488384640798,0.24409058690071106,0.6405277848243713
95,1,12,True,all,712,0.828296620735171,8.526005209536031e-181,0.6192530784272958,0.8480337213913209,1.043065756278837,0.9974603652954102,1.0039689540863037
96,1,13,False,ol,682,0.2199789394056927,6.417420809191825e-09,1.7123055861174925,1.7003910386623524,0.9439643088900597,0.3456195592880249,0.7062858939170837
97,1,13,False,nl,1766,0.3057348319361179,1.5864059738822087e-39,1.1566370690898287,0.8777274603777199,0.9267828104902842,0.16803884506225586,0.5189598202705383
98,1,13,False,ul,691,0.43740818876968934,1.1672042251639734e-33,0.2775456533979476,0.08441871814375848,0.2887949205302158,0.02465779520571232,0.20387624204158783
99,1,13,False,all,3139,0.33756266145288316,1.635206467992535e-84,1.1860151350453434,0.8818307478917219,0.9903299480168073,0.17505820095539093,0.5295072197914124
100,1,13,True,ol,143,0.6809794594491684,8.15353494536084e-21,0.7055538799389178,1.95431239871712,0.856890165738518,1.6483393907546997,0.481411874294281
101,1,13,True,nl,308,0.8400934836009419,2.791493240918679e-83,0.5706513405936344,0.9573593216089459,1.0518519230914514,0.9476584792137146,0.8844760060310364
102,1,13,True,ul,163,0.9746140123899822,1.4622445626637279e-106,0.15660736108189263,0.06871165709992859,0.27753156072616225,0.10453089326620102,0.4097048342227936
103,1,13,True,all,614,0.8755859612160917,1.4990630007149465e-195,0.5346039404981806,0.9536373683703451,1.0897543844849014,0.8870193362236023,0.8890112638473511
104,1,14,False,ol,943,0.10309547713066004,0.0015236611210872164,1.9100297330357068,1.8994698103829382,0.9168819571039806,0.3484674096107483,0.7355161309242249
105,1,14,False,nl,1476,0.08223070732643237,0.0015675412145666466,0.9320598979574043,0.611336959354317,0.6819749231349469,0.13648934662342072,0.4818849563598633
106,1,14,False,ul,697,0.11612688008092263,0.0021353643934685527,0.34969153710247947,0.07594452541818578,0.27783294134361847,0.034718625247478485,0.24305859208106995
107,1,14,False,all,3116,0.218907533808964,4.0406133500386113e-35,1.2421449338882482,0.8814078040483176,0.9926320131393979,0.1778760850429535,0.5487547516822815
108,1,14,True,ol,179,0.5911907429273219,2.9731003155910813e-18,0.7341660482089943,2.0219739658040043,0.8613582336654602,1.795041561126709,0.4394010305404663
109,1,14,True,nl,197,0.8375730434576172,4.3194187313068405e-53,0.5534117456618957,0.4494077897238247,0.6842981074796125,0.7045236229896545,0.8916101455688477
110,1,14,True,ul,128,0.7698151402419924,2.4688678883924655e-26,0.30336198633465294,0.030729167629033327,0.17238167628529583,0.09777581691741943,0.40734294056892395
111,1,14,True,all,504,0.8463212586028286,2.02620491856444e-139,0.5783712891523436,0.9015873172837827,1.0827887027072798,0.9377359747886658,0.9396371245384216
112,1,15,False,ol,1014,-0.17520422754550735,1.957652337286628e-08,1.855418402428567,1.5715319140349502,0.9889685275222247,0.2007589191198349,0.6112813949584961
113,1,15,False,nl,1889,-0.026790091627601546,0.2445026720784388,1.1008035591756875,0.5876477971917552,0.8276913799540753,0.1797579675912857,0.5785032510757446
114,1,15,False,ul,195,-0.06344054956579605,0.37826837980991845,0.5692281634717712,0.10256410562075101,0.3552924839360029,0.09288550168275833,0.4226592779159546
115,1,15,False,all,3098,-0.058827020911375504,0.0010535985641475058,1.3733359812173305,0.8791478535580088,0.9962309237742459,0.18116365373134613,0.5815730690956116
116,1,15,True,ol,83,0.4720137593589249,6.643078759416727e-06,0.988925281475438,1.2570281423718097,0.8825017842338674,1.8231624364852905,0.6449652910232544
117,1,15,True,nl,174,0.7722217275297767,1.0297674009119937e-35,0.6612261885623164,0.5068965584210966,0.8575655127273011,0.7195490002632141,0.9706621170043945
118,1,15,True,ul,15,,,0.0,0.0,0.0,0.0,0.0
119,1,15,True,all,272,0.7489638504137971,3.5478277084451613e-50,0.7603406483788698,0.7078431506695992,0.9239040218760219,1.016632318496704,1.0205919742584229
120,1,16,False,ol,1014,-0.1743461192877749,2.300064980806614e-08,1.8471862543072515,1.5715319140349502,0.9889685275222247,0.18483729660511017,0.562999427318573
121,1,16,False,nl,1889,-0.029596831428984727,0.19851766961378903,1.0856804468914052,0.5876477971917552,0.8276913799540753,0.16720269620418549,0.5389344692230225
122,1,16,False,ul,195,-0.06335564198181347,0.37890821039009753,0.5538892861940743,0.10256410562075101,0.3552924839360029,0.08839703351259232,0.4027743339538574
123,1,16,False,all,3098,-0.0605022012682019,0.000753700616252884,1.3619209531006733,0.8791478535580088,0.9962309237742459,0.1680143177509308,0.5399547219276428
124,1,16,True,ol,83,0.47952587585522455,4.504123656965683e-06,0.8986959122439165,1.2570281423718097,0.8825017842338674,1.6790815591812134,0.5958073139190674
125,1,16,True,nl,174,0.7728540456073877,8.353860223284441e-36,0.6087321242973652,0.5068965584210966,0.8575655127273011,0.6588665843009949,0.889288604259491
126,1,16,True,ul,15,,,0.0,0.0,0.0,0.0,0.0
127,1,16,True,all,272,0.7506751188711236,1.6042986115778597e-50,0.6953412341918398,0.7078431506695992,0.9239040218760219,0.9338475465774536,0.9381674528121948
128,1,17,False,ol,499,0.03307870723971635,0.4609575756438052,1.9284974601700513,1.9799599497017257,0.8981780230091185,0.4330378770828247,0.7510243654251099
129,1,17,False,nl,1648,0.22664996180003408,1.2139492282241923e-20,1.4741357115113816,1.3461569777409572,1.0239737254627057,0.37452372908592224,0.7161760926246643
130,1,17,False,ul,1001,0.09615628597947945,0.0023228843342372376,0.5929985763307224,0.17316017480014445,0.45245352339162326,0.11647886782884598,0.42509913444519043
131,1,17,False,all,3148,0.2515776314120851,1.2142154192173483e-46,1.3560842810599791,1.0736340689940291,1.0811115788212298,0.3017459809780121,0.6571148037910461
132,1,17,True,ol,129,0.47475078317085284,1.3141925967084524e-08,0.9155424872121709,1.9813953725866569,0.9549716412436333,1.6191413402557373,0.4295666515827179
133,1,17,True,nl,450,0.7774620430782937,2.8743718692350125e-92,0.7328880316788007,1.4111111251513164,1.1280333612515674,1.2518600225448608,0.7851381301879883
134,1,17,True,ul,357,0.879224454602268,2.3149892005633867e-116,0.21531483482144495,0.06498599494872641,0.28113799090550423,0.10758637636899948,0.4102991223335266
135,1,17,True,all,936,0.8483033521588843,3.861992264501132e-260,0.6256509505317756,0.9762820615154556,1.146505761071825,0.8660412430763245,0.8689914345741272
136,1,18,False,ol,9,-0.7993370723816486,0.009733327225228358,2.240807858382402,2.859259261025323,0.06625392128652784,0.8647603392601013,0.9676333665847778
137,1,18,False,nl,1433,0.13415587125364442,3.449070756120827e-07,1.6582292406634531,1.4574552442506736,1.0472687304316588,0.2719113230705261,0.6573894023895264
138,1,18,False,ul,1179,0.042309628781509685,0.14653590929475188,0.5808208107313306,0.23941193400954067,0.5056385466012205,0.025602465495467186,0.21224844455718994
139,1,18,False,all,2621,0.23842557937818099,3.3747663923835835e-35,1.2932018927845563,0.9143584008232322,1.0458687802010291,0.163150355219841,0.5257627367973328
140,1,18,True,ol,4,,,0.8563293351531679,2.799999952316284,0.0,1.9457108974456787,0.05907655507326126
141,1,18,True,nl,231,0.6866918050187324,1.4691347591675226e-33,0.7568154678701658,1.6536796749670268,1.0282234948565887,1.535414695739746,0.6972371339797974
142,1,18,True,ul,173,0.9822214520139855,3.674086276504903e-126,0.18614649507174863,0.03892100236319393,0.19287466138031345,0.07549359649419785,0.36833664774894714
143,1,18,True,all,408,0.8564733342715296,1.1626157339631458e-118,0.5883624853425938,0.9802287699399042,1.1310680771661128,0.9204019904136658,0.9273374676704407
144,1,19,False,ol,9,-0.799847393101319,0.009652119894773985,2.2408674760234364,2.859259261025323,0.06625392128652784,0.8639054894447327,0.9660599827766418
145,1,19,False,nl,1433,0.14015163036866843,9.978182556553787e-08,1.6558665823515033,1.4574552442506736,1.0472687304316588,0.2847307622432709,0.6865754127502441
146,1,19,False,ul,1179,0.035282998152676,0.22605297724171122,0.5892734962772328,0.23941193400954067,0.5056385466012205,0.028365829959511757,0.23544266819953918
147,1,19,False,all,2621,0.24030623536194495,9.588035229795814e-36,1.2932672010488044,0.9143584008232322,1.0458687802010291,0.1713993400335312,0.5511229634284973
148,1,19,True,ol,4,,,0.8566802792140917,2.799999952316284,0.0,1.9437873363494873,0.028302950784564018
149,1,19,True,nl,231,0.70164918340818,1.4601473571633288e-35,0.7335009981747435,1.6536796749670268,1.0282234948565887,1.6182290315628052,0.725533127784729
150,1,19,True,ul,173,0.9841246182198599,2.4873532649263373e-130,0.19584837513422862,0.03892100236319393,0.19287466138031345,0.07773762196302414,0.3786991536617279
151,1,19,True,all,408,0.8623682355893665,4.41113248701503e-122,0.5727786841981081,0.9802287699399042,1.1310680771661128,0.9682222008705139,0.9714057445526123
152,1,20,False,ol,1228,0.18153192984318622,1.4722017771540685e-10,1.858095508469186,1.9296960071190365,0.901186220892414,0.4160011112689972,0.7766789793968201
153,1,20,False,nl,1399,0.2809845091670835,8.474168258176624e-27,0.8377511086470695,0.5514415166872667,0.6999478931963372,0.12254578620195389,0.4548008143901825
154,1,20,False,ul,437,-0.015427546213047712,0.7477547905053175,0.26613093957774886,0.03356216728550891,0.2088615298263871,0.015432434156537056,0.1607418954372406
155,1,20,False,all,3064,0.3315722926186344,1.5774989328635212e-79,1.3092984281768747,1.0299608504214852,1.061132682785072,0.22488084435462952,0.6046245694160461
156,1,20,True,ol,297,0.6962571533131238,2.1979562366997496e-44,0.7084858876402216,2.0617284239943983,0.8546991212681727,1.720031499862671,0.5011891722679138
157,1,20,True,nl,303,0.8845975052900619,9.975650099916495e-102,0.39998759200613637,0.40066007615709465,0.7137290770605963,0.51869136095047,0.8191625475883484
158,1,20,True,ul,122,,,0.0,0.0,0.0,0.0,0.0
159,1,20,True,all,722,0.8956736417468997,1.3726757052627564e-255,0.5230911896020775,1.0162511703627921,1.139057570015455,0.9252256155014038,0.9267184734344482
160,1,21,False,ol,1326,0.1316584379915947,1.5041698935004545e-06,1.8957670157994824,1.8702363253291556,0.9263315601367995,0.3297511637210846,0.7364689707756042
161,1,21,False,nl,910,0.06289174395746595,0.05789722616120343,1.0997054374314725,0.7735531278200202,0.7775349828997019,0.14440719783306122,0.508637547492981
162,1,21,False,ul,855,0.12354451690473885,0.00029337035398383453,0.32939371903313247,0.0580896691184992,0.25729989933064773,0.03286530449986458,0.2383580505847931
163,1,21,False,all,3091,0.2303352695105111,1.6835169192291928e-38,1.3884527082699247,1.046112384600128,1.0712891796739887,0.1930638700723648,0.5834113359451294
164,1,21,True,ol,233,0.6226079362431549,2.0979118919843633e-26,0.7308930907163785,2.038912750684652,0.8941564925543567,1.8335894346237183,0.5071502327919006
165,1,21,True,nl,129,0.7635290843242962,6.984964828675507e-26,0.7063591171706386,0.49612403782301173,0.7497990337438802,0.8371425867080688,0.957460343837738
166,1,21,True,ul,198,0.9067085128124883,2.0403122062309154e-75,0.2150484854625875,0.022895623487655562,0.13405917797909636,0.062222450971603394,0.3252740800380707
167,1,21,True,all,560,0.854824179300578,4.1806134772089515e-161,0.5946037832515011,0.9707142950700862,1.1457718589081547,0.9777460098266602,0.9804434180259705
168,1,22,False,ol,841,0.08020050502749196,0.020013044862277486,1.6082536777238376,2.051843068687584,0.847984307663406,1.037954568862915,0.986734926700592
169,1,22,False,nl,1430,0.14236810860251858,6.424962175044138e-08,1.2896634141785337,1.0604195991335632,0.976554128693105,0.8354687094688416,0.962619960308075
170,1,22,False,ul,875,0.05141529927472265,0.12858232658420896,1.1234329422214,0.15809523995433536,0.4380289832527698,0.6906628608703613,0.9097142815589905
171,1,22,False,all,3146,0.1673718903242783,3.3636368498955155e-21,1.3410708483781335,1.0744861355649387,1.080779005061018,0.8493229150772095,0.9634591341018677
172,1,22,True,ol,387,0.5513743289391848,3.677796474843438e-32,0.7465023055461758,2.0320413657476117,0.8695215930794541,1.8558772802352905,0.47506606578826904
173,1,22,True,nl,646,0.8127082989234206,3.3083250393105896e-153,0.6361738195817819,0.9205366507426319,1.000647198483563,1.1134464740753174,0.9792405962944031
174,1,22,True,ul,523,0.8744782532161302,7.997372587783223e-166,0.29346271242446986,0.09840662931279061,0.35629578512741744,0.16857172548770905,0.5381301641464233
175,1,22,True,all,1556,0.8497745161226077,0.0,0.5792857705608715,0.9206512545338403,1.0866798856235167,0.9805102348327637,0.9854328632354736
176,1,23,False,ol,1089,0.15242260468286753,4.3327338935568165e-07,1.829825241256287,1.9084787515665107,0.9097968875822104,0.4737655818462372,0.8324736952781677
177,1,23,False,nl,1187,0.17158155906330722,2.6909184176902963e-09,1.206932543549804,0.8893569370742695,0.9026083698836461,0.17124785482883453,0.5425417423248291
178,1,23,False,ul,804,0.19954812045554504,1.1508359980946836e-08,0.37198922448225563,0.08640132869468696,0.2867398169884931,0.04991595819592476,0.2982558012008667
179,1,23,False,all,3080,0.2927192831605391,6.556021078887916e-62,1.3346769099595075,1.0400865951407845,1.068132386428073,0.24653713405132294,0.6420457363128662
180,1,23,True,ol,282,0.557461096271054,1.9953544138236695e-24,0.7676725004061382,2.0352246085221464,0.8876907372104325,1.823921799659729,0.4553949534893036
181,1,23,True,nl,247,0.7924366036067828,1.6023185995911222e-54,0.6136510861132964,0.6072874576577291,0.9167806261840413,0.7615236639976501,0.9266919493675232
