,filtered,condition,samples,coefficient,significance,RMSE,actualMean,actualStDev,predMean,predStDev
0,False,ol,16121,,,3.522345278607045,4.0,0.0,0.7368153929710388,1.3261003494262695
1,False,nl,7863,,,1.921508634623553,2.0,0.0,0.40334078669548035,1.0690531730651855
2,False,ul,133118,,,1.1703781601306655,0.0,0.0,0.4347427785396576,1.0866386890411377
3,True,ol,3841,,,0.9589188695636179,4.0,0.0,3.092475652694702,0.30971840023994446
4,True,nl,998,,,1.2549432075035432,2.0,0.0,3.177824020385742,0.4331427216529846
5,True,ul,4839,,,0.0,0.0,0.0,0.0,0.0
