,participant,filtered,overallWorkloadState,samples,coefficient,significance,RMSE,actualMean,actualStDev,actualMedian,actualMin,actualMax,predMean,predStDev,predMedian,predMin,predMax
0,all,True,ol,4157.0,0.9881026644850548,8.740918892648647e-32,0.32771578250224737,2.9385208974681474,1.758334699990826,4.0,0.0,4.0,2.7533880631128946,1.665932583808899,3.722176027297974,0.0,4.050846219062805
1,all,True,nl,1756.0,0.9941351392887919,1.0736865543755118e-32,0.2328010378040774,1.1517758832001372,1.7286293864875864,0.14285714285714285,0.0,4.0,1.0616807911012853,1.597294134753091,0.1049281188419887,0.0,3.91620603629521
2,all,True,ul,2807.0,0.9861240438293383,2.8846995723318254e-22,0.6405018948855687,0.5622924882047767,0.872154783740295,0.0,0.0,2.0,0.8823644214176706,1.3902049139142036,0.0,0.0,3.7667876482009888
3,all,True,all,8870.0,0.9708072906845204,7.503374366882711e-57,0.44449645234834156,1.8243539538411988,1.899263611546911,1.0666666666666667,0.0,4.0,1.8185905377070108,1.8419713616371154,1.2044679323832195,0.0,4.053633173306783
4,all,False,ol,44669.0,-0.009467929515368996,0.37947185166718117,2.430296575187116,0.9525251565242357,1.703133137293391,0.0,0.0,4.0,1.1032094677289328,1.6823118607203165,0.0,0.0,4.088128821055094
5,all,False,nl,38128.0,0.00721471993585571,0.21115296523658472,1.746204102544572,0.4697538116002079,1.2871762302362042,0.0,0.0,4.0,0.4471967955430349,1.1562881231307984,0.0,0.0,4.080833180745443
6,all,False,ul,54104.0,0.09392713861432071,0.07871805702266006,0.9602355336361336,0.2382833318755164,0.640454792313313,0.0,0.0,2.0,0.1906155566374461,0.7463543067375819,0.0,0.0,4.0413583278656
7,all,False,all,136901.0,0.07634909061224474,0.010470842238987728,1.778533903243131,0.5366232324858534,1.290660750107357,0.0,0.0,4.0,0.5624424194296201,1.3047329465548196,0.0,0.0,4.127376476923625
