,filtered,overallWorkloadState,samples,coefficient,significance,RMSE,actualMean,actualStDev,actualMedian,actualMin,actualMax,predMean,predStDev,predMedian,predMin,predMax
0,False,ol,18901,0.008259115830201343,0.25620147391548925,2.4926718006493886,1.003968044018835,1.7343357064491103,0.0,0.0,4.0,1.1298871040344238,1.8003370761871338,0.0,0.0,4.045446395874023
1,False,nl,14931,0.046037990309367775,1.823017654166493e-08,1.8176981415732145,0.5065970129261268,1.330318577709427,0.0,0.0,4.0,0.48128774762153625,1.3011603355407715,0.0,0.0,4.356748104095459
2,False,ul,26034,0.1438608834918692,2.0809897063949572e-120,1.2370134218609987,0.5109472228624107,0.8722541952745263,0.0,0.0,2.0,0.2528086006641388,0.9731183648109436,0.0,0.0,4.071355819702148
3,False,all,59866,0.08795540043747666,4.0980038410438706e-103,1.8577400180724093,0.6655196605752848,1.3322048442930905,0.0,0.0,4.0,0.5867056846618652,1.4148441553115845,0.0,0.0,4.356748104095459
4,True,ol,11558,0.999999680706892,0.0,0.001144514505463121,0.4744765530368576,1.2933592744344833,0.0,0.0,4.0,0.47430697083473206,1.292897343635559,0.0,0.0,4.045446395874023
5,True,nl,11847,0.9999998393069987,0.0,0.00042141149118547387,0.10196674263526631,0.6304520235017242,0.0,0.0,4.0,0.10193105787038803,0.630231499671936,0.0,0.0,4.01898193359375
6,True,ul,19373,0.9999983637076576,0.0,0.41070369992704103,0.08444742683115676,0.40219831646081017,0.0,0.0,2.0,0.1688399761915207,0.8041366338729858,0.0,0.0,4.071355819702148
7,True,all,42778,0.9605537967360281,0.0,0.27638722301235724,0.19467950815839918,0.8150644191647085,0.0,0.0,4.0,0.23284292221069336,0.9363946914672852,0.0,0.0,4.071355819702148
