,participant,filtered,samples,coefficient,significance,RMSE,actualMean,actualStDev,predMean,predStDev
0,all,True,295.66666666666663,0.9705301645616878,1.986935732041852e-64,0.4472587358949391,1.8243539538411988,1.8992636115469113,1.8126953562100727,1.8409350554148358
1,all,False,4709.866666666667,0.07631580350453071,0.00870946225437093,1.7682725147894776,0.5199652671667913,1.2737314296937379,0.5606238047281902,1.302105434735616
