,filtered,overallWorkloadState,samples,coefficient,significance,RMSE,actualMean,actualStDev,actualMedian,actualMin,actualMax,predMean,predStDev,predMedian,predMin,predMax
0,False,ol,18901,0.008261213561132144,0.25608071602520505,2.4930538121909676,1.003968044018835,1.7343357064491103,0.0,0.0,4.0,1.130207896232605,1.8008512258529663,0.0,0.0,4.108850479125977
1,False,nl,14931,0.04601855300103521,1.8483198541740304e-08,1.8181102040204842,0.5065970129261268,1.330318577709427,0.0,0.0,4.0,0.4815025329589844,1.301741600036621,0.0,0.0,4.262584209442139
2,False,ul,26034,0.14381575636191485,2.4736628994693518e-120,1.237327570443562,0.5109472228624107,0.8722541952745263,0.0,0.0,2.0,0.2529240548610687,0.9735668301582336,0.0,0.0,4.1034111976623535
3,False,all,59866,0.08794078501907608,4.429179559749143e-103,1.8580933740280272,0.6655196605752848,1.3322048442930905,0.0,0.0,4.0,0.5869107842445374,1.4153412580490112,0.0,0.0,4.262584209442139
4,True,ol,2000,0.9999987518222843,0.0,0.002942872675795399,2.742,1.8572657321988149,4.0,0.0,4.0,2.741813898086548,1.8571417331695557,3.999277353286743,0.0,4.040658473968506
5,True,nl,1025,0.9999973356331391,0.0,0.004209414733150168,1.1785365853658536,1.823512505692683,0.0,0.0,4.0,1.178527593612671,1.8235032558441162,0.0,0.0,4.103150367736816
6,True,ul,1957,0.999987414713925,0.0,1.293026957189892,0.8359734287174246,0.9864559209175452,0.0,0.0,2.0,1.6719154119491577,1.9728994369506836,0.0,0.0,4.056489944458008
7,True,all,4982,0.9293217343572266,0.0,0.8104075629086739,1.6716178241670012,1.7987219893383157,1.0,0.0,4.0,1.9999109506607056,1.9999223947525024,1.8629519939422607,0.0,4.103150367736816
