,filtered,condition,samples,coefficient,significance,RMSE,actualMean,actualStDev,predMean,predStDev
0,False,ol,7699,,,3.3559902363070617,4.0,0.0,1.1408017873764038,1.757172703742981
1,False,nl,10031,,,1.953440724163872,2.0,0.0,0.9966009855270386,1.6760432720184326
2,False,ul,32670,,,1.9006371208471993,0.0,0.0,0.9416650533676147,1.6509660482406616
3,True,ol,2294,,,0.3175345845307635,4.0,0.0,3.828697919845581,0.2673645615577698
4,True,nl,2637,,,1.8165380734112144,2.0,0.0,3.7910141944885254,0.30344659090042114
5,True,ul,4931,,,0.0,0.0,0.0,0.0,0.0
