,participant,filtered,overallWorkloadState,samples,coefficient,significance,RMSE,actualMean,actualStDev,actualMedian,actualMin,actualMax,predMean,predStDev,predMedian,predMin,predMax
0,1,False,ol,907,-0.08837234865997608,0.007744695598263475,2.4108552403237713,0.9040793825799338,1.6730086671364324,0.0,0.0,4.0,0.8840084671974182,1.5941975116729736,0.0,0.0,3.9939727783203125
1,1,False,nl,860,-0.031636289185944265,0.35411312806419565,1.6533390516056272,0.4186046511627907,1.2244136354500637,0.0,0.0,4.0,0.3579028248786926,1.0712897777557373,0.0,0.0,3.968660831451416
2,1,False,ul,1308,0.1405776237800807,3.313591238724281e-07,0.7917671927820961,0.09174311926605505,0.4184130000363808,0.0,0.0,2.0,0.17287485301494598,0.7286726236343384,0.0,0.0,3.940614700317383
3,1,False,all,3075,0.02683548865979232,0.13681348155844095,1.6569637336221008,0.42276422764227645,1.1976136847528631,0.0,0.0,4.0,0.4343780279159546,1.177628993988037,0.0,0.0,3.9939727783203125
4,1,True,ol,47,0.9876846216640386,6.69829382307674e-38,0.33649219144248066,2.893617021276596,1.7892592375854162,4.0,0.0,4.0,2.7186620235443115,1.7020376920700073,3.8380393981933594,0.0,3.9638733863830566
5,1,True,nl,20,0.9998090799000349,3.1982423036086534e-32,0.07360306736298985,1.2,1.8330302779823358,0.0,0.0,4.0,1.1644656658172607,1.779090404510498,0.0,0.0,3.945274829864502
6,1,True,ul,41,0.980691920897673,2.961510482437606e-29,0.5057892835707477,0.6829268292682927,0.9484010778157845,0.0,0.0,2.0,0.9366594552993774,1.3263771533966064,0.0,0.0,3.8577866554260254
7,1,True,all,108,0.978214285564704,3.3361101570326084e-74,0.38392165710367665,1.7407407407407407,1.8477732864098406,1.0,0.0,4.0,1.7543470859527588,1.7993495464324951,1.0556551218032837,0.0,3.9638733863830566
8,2,False,ol,907,0.007641257350381308,0.8182367151314784,2.2969113452893732,0.9040793825799338,1.6730086671364324,0.0,0.0,4.0,0.8729429841041565,1.5863269567489624,0.0,0.0,4.0220441818237305
9,2,False,nl,807,0.020005999600013622,0.570373707097003,1.9504780048212125,0.40644361833952913,1.2085437759838025,0.0,0.0,4.0,0.780241072177887,1.5089833736419678,0.0,0.0,3.9979965686798096
10,2,False,ul,362,-0.02275436501093294,0.6661122066712248,0.651328456666983,0.03314917127071823,0.2553418786362728,0.0,0.0,2.0,0.10328635573387146,0.589289665222168,0.0,0.0,3.9099886417388916
11,2,False,all,2076,0.048889833613040036,0.025909542446858783,1.9641347169640593,0.558766859344894,1.3824927994878673,0.0,0.0,4.0,0.7026991844177246,1.4569748640060425,0.0,0.0,4.0220441818237305
12,2,True,ol,70,0.990581266110657,1.85841778007285e-60,0.2854047034840477,2.742857142857143,1.856923063916791,4.0,0.0,4.0,2.6221671104431152,1.7920947074890137,3.802208662033081,0.0,4.0220441818237305
13,2,True,nl,47,0.9812559536202327,7.968412109764658e-34,0.44691955330017386,1.702127659574468,1.9776936235952767,0.0,0.0,4.0,1.5178829431533813,1.797309398651123,0.0,0.0,3.995340585708618
14,2,True,ul,19,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,2,True,all,136,0.9888991508410943,7.731680842670793e-113,0.33309547032601056,2.0,2.0,2.0,0.0,4.0,1.8742072582244873,1.8952460289001465,1.1989833116531372,0.0,4.0220441818237305
16,3,False,ol,1497,0.04608779622108172,0.07464418637895702,2.4261570203660656,0.9752839011356046,1.7175438616606375,0.0,0.0,4.0,1.2076683044433594,1.7787295579910278,0.0,0.0,4.099998474121094
17,3,False,nl,1290,0.1373284204216278,7.381086393416741e-07,2.0427283509658567,0.47751937984496123,1.2969397677811905,0.0,0.0,4.0,0.9917694330215454,1.6807560920715332,0.0,0.0,4.107283115386963
18,3,False,ul,2031,0.25583878272195276,1.0278141867172947e-31,1.0023326208418626,0.2639094042343673,0.6768830289092761,0.0,0.0,2.0,0.26688048243522644,0.9324358105659485,0.0,0.0,4.089292526245117
19,3,False,all,4818,0.15751131321561018,3.8625719839447587e-28,1.8356631334276943,0.5421336654213367,1.2853508424851106,0.0,0.0,4.0,0.7532784938812256,1.5116323232650757,0.0,0.0,4.107283115386963
20,3,True,ol,178,0.9915752709632838,3.634412284717647e-158,0.2807022376794834,2.9213483146067416,1.7751386658994608,4.0,0.0,4.0,2.772434949874878,1.6989657878875732,3.75254487991333,0.0,4.089282512664795
21,3,True,nl,143,0.9986497269506425,5.294176168590596e-183,0.14914505162821842,1.8181818181818181,1.9917183909278764,0.0,0.0,4.0,1.743175745010376,1.912135362625122,0.0,0.0,4.086269855499268
22,3,True,ul,213,0.9929148038654211,3.5524458439470213e-197,0.7617093213122511,0.676056338028169,0.9460763731688261,0.0,0.0,2.0,1.1056311130523682,1.5582659244537354,0.0,0.0,3.842456340789795
23,3,True,all,534,0.9627837527070155,1.879862892434138e-304,0.5134684989303258,1.7303370786516854,1.840640124020245,1.0,0.0,4.0,1.831960678100586,1.848564863204956,1.3847095966339111,0.0,4.089282512664795
24,4,False,ol,1497,0.06372448649506013,0.013662502410439429,2.4024515516596687,0.9752839011356046,1.7175438616606375,0.0,0.0,4.0,1.3409326076507568,1.7526466846466064,0.0,0.0,3.824157238006592
25,4,False,nl,1317,0.09092400084955445,0.0009552405921385654,1.6397815829216547,0.4677296886864085,1.285358974398572,0.0,0.0,4.0,0.4129302203655243,1.140291452407837,0.0,0.0,3.834709644317627
26,4,False,ul,2074,0.2317022745473752,1.1161126551510207e-26,0.9795649361111721,0.25843780135004824,0.670884122284504,0.0,0.0,2.0,0.2704610526561737,0.8858429789543152,0.0,0.0,3.8163084983825684
27,4,False,all,4888,0.16995459449558556,5.331814109419614e-33,1.7027287513360212,0.5343698854337152,1.277738535454376,0.0,0.0,4.0,0.6366901397705078,1.3588043451309204,0.0,0.0,3.834709644317627
28,4,True,ol,210,0.9925455728260084,4.1223881548991676e-192,0.3468981306287835,2.914285714285714,1.7787865618598147,4.0,0.0,4.0,2.6725306510925293,1.643478274345398,3.731275796890259,0.0,3.8171794414520264
29,4,True,nl,103,0.9946509533779055,2.1000251369061605e-101,0.2817556108069206,1.1650485436893203,1.8173761486287514,0.0,0.0,4.0,1.0433886051177979,1.6363499164581299,0.0,0.0,3.8095040321350098
30,4,True,ul,207,0.9838292653431225,4.3806012767909654e-155,0.544161468881801,0.7439613526570048,0.9666665459540684,0.0,0.0,2.0,1.0399935245513916,1.3735271692276,0.0,0.0,3.636077880859375
31,4,True,all,520,0.97237595730142,0.0,0.4268465532350567,1.7038461538461538,1.8220826564951962,1.0,0.0,4.0,1.6999598741531372,1.7357842922210693,1.1545010805130005,0.0,3.8171794414520264
32,5,False,ol,1472,-0.09687556180726573,0.00019734465873995436,2.6875346216504035,0.9510869565217391,1.702874460205793,0.0,0.0,4.0,1.5644769668579102,1.8285294771194458,0.0,0.0,3.959000825881958
33,5,False,nl,960,0.08121626885720314,0.011826649740773486,1.933205487944682,0.5125,1.3369157602481914,0.0,0.0,4.0,0.7707594037055969,1.4851807355880737,0.0,0.0,3.929062604904175
34,5,False,ul,1770,0.0771302149908219,0.0011641555273026463,1.6667172123394405,0.24519774011299436,0.6559523980209763,0.0,0.0,2.0,0.7694821357727051,1.491204023361206,0.0,0.0,3.935059070587158
35,5,False,all,4202,0.034017802604975576,0.027446199133121456,2.134058983191406,0.5535459305092812,1.3043014697701605,0.0,0.0,4.0,1.04826819896698,1.6599881649017334,0.0,0.0,3.959000825881958
36,5,True,ol,184,0.9838363388462346,6.736812471800019e-138,0.43002435311416837,2.608695652173913,1.9051219391484038,4.0,0.0,4.0,2.3726134300231934,1.7611790895462036,3.583477735519409,0.0,3.9037137031555176
37,5,True,nl,93,0.9925286692483856,6.122493300731255e-85,0.32891796708345833,1.5913978494623655,1.9578162024500716,0.0,0.0,4.0,1.4355459213256836,1.7793737649917603,0.0,0.0,3.9039835929870605
38,5,True,ul,169,0.9892393552297176,2.4742284115764315e-141,0.9967151815359073,0.7810650887573964,0.9757394655537888,0.0,0.0,2.0,1.3831183910369873,1.7466448545455933,0.0,0.0,3.9027397632598877
39,5,True,all,446,0.9299285136474906,5.12541432228163e-195,0.689411268828385,1.704035874439462,1.8222176009632085,1.0,0.0,4.0,1.8022727966308594,1.823371171951294,1.0228708982467651,0.0,3.9039835929870605
40,6,False,ol,1497,-0.02007848484066915,0.43757915006274883,2.4516059398482284,0.9752839011356046,1.7175438616606375,0.0,0.0,4.0,1.072364091873169,1.7125630378723145,0.0,0.0,3.8765954971313477
41,6,False,nl,1317,0.02164202054475677,0.43260264248642255,1.6550275021826992,0.4677296886864085,1.285358974398572,0.0,0.0,4.0,0.3271487057209015,1.061248540878296,0.0,0.0,3.876520872116089
42,6,False,ul,2097,0.23734870661525165,3.0513166547818444e-28,0.7722719930659383,0.25560324272770624,0.6677375740232788,0.0,0.0,2.0,0.08856108039617538,0.5428634285926819,0.0,0.0,3.87564754486084
43,6,False,all,4911,0.09958251701582621,2.6675732565342187e-12,1.6796845390627222,0.5318672368153126,1.2752649560352989,0.0,0.0,4.0,0.4524326026439667,1.224653959274292,0.0,0.0,3.8765954971313477
44,6,True,ol,130,0.9947636436087839,1.1498806181276811e-128,0.23808103420494192,2.9846153846153847,1.7408424812080785,4.0,0.0,4.0,2.8408467769622803,1.6657086610794067,3.847870349884033,0.0,3.876527786254883
45,6,True,nl,59,0.99611960138423,7.278161049302446e-62,0.19461355339809697,1.0847457627118644,1.7782884133700347,0.0,0.0,4.0,1.0186588764190674,1.6764534711837769,0.0,0.0,3.8742597103118896
46,6,True,ul,103,0.9826791535460451,9.228502201478298e-76,0.8766853317897073,0.6407766990291263,0.9332516381124597,0.0,0.0,2.0,1.1062500476837158,1.639583706855774,0.0,0.0,3.87564754486084
47,6,True,all,292,0.9577763877021563,5.013568787371892e-159,0.5513581473311648,1.773972602739726,1.8699884548219001,1.0,0.0,4.0,1.8608038425445557,1.8769992589950562,1.2073392868041992,0.0,3.876527786254883
48,7,False,ol,1497,-0.005920549123182522,0.8189597598590533,2.2609043691532986,0.9752839011356046,1.7175438616606375,0.0,0.0,4.0,0.6449218392372131,1.4225544929504395,0.0,0.0,3.965007781982422
49,7,False,nl,1317,0.18926940144153115,4.364693258058025e-12,1.4856680871422931,0.4677296886864085,1.285358974398572,0.0,0.0,4.0,0.3002299666404724,1.008910059928894,0.0,0.0,3.9355263710021973
50,7,False,ul,2038,0.10433073868340222,2.3593159494118496e-06,0.8431419580225424,0.26300294406280667,0.6758959531909549,0.0,0.0,2.0,0.0836971327662468,0.5468307137489319,0.0,0.0,3.9312496185302734
51,7,False,all,4852,0.11239639760697634,4.094847317279404e-15,1.5731597811173121,0.5383347073371806,1.2816375281620862,0.0,0.0,4.0,0.31562772393226624,1.040371298789978,0.0,0.0,3.965007781982422
52,7,True,ol,90,0.9951768597507089,1.5711388644135846e-90,0.25681351273088543,2.7111111111111112,1.8693102973167193,4.0,0.0,4.0,2.555363416671753,1.7704614400863647,3.7829856872558594,0.0,3.9561777114868164
53,7,True,nl,64,0.9953313610980359,1.1254503381860212e-64,0.26366265216913315,2.125,1.996089927833914,4.0,0.0,4.0,1.9851367473602295,1.873457670211792,3.297534704208374,0.0,3.9298930168151855
54,7,True,ul,72,0.9954855239954952,2.470061964276414e-73,0.7284504560293863,0.5,0.8660254037844386,0.0,0.0,2.0,0.8572804927825928,1.4915872812271118,0.0,0.0,3.8294432163238525
55,7,True,all,226,0.970178908253337,7.423873009423428e-140,0.4636858042797742,1.8407079646017699,1.912077921179529,1.0,0.0,4.0,1.8529011011123657,1.8623263835906982,1.3505008220672607,0.0,3.9561777114868164
56,8,False,ol,1490,-0.031482204025522195,0.2245528259344379,2.5643317901815466,0.9610738255033557,1.7089857822538395,0.0,0.0,4.0,1.312339186668396,1.8262697458267212,0.0,0.0,4.12123441696167
57,8,False,nl,510,0.21546628039106502,9.025169583549635e-07,1.6549841970282282,0.5647058823529412,1.3928139846539993,0.0,0.0,4.0,0.46426036953926086,1.237662672996521,0.0,0.0,3.995400905609131
58,8,False,ul,1918,0.06031481644812611,0.00823767952697,0.9232712709195926,0.2794577685088634,0.6934110560394702,0.0,0.0,2.0,0.11187417805194855,0.6294248104095459,0.0,0.0,4.020881175994873
59,8,False,all,3918,0.10884121831832483,8.4367700308697e-12,1.8095779732983766,0.5758039816232772,1.3030950529659335,0.0,0.0,4.0,0.6142758727073669,1.4048234224319458,0.0,0.0,4.12123441696167
60,8,True,ol,160,0.9926548980704102,7.482543889321724e-147,0.25457204686266577,2.825,1.821915201100205,4.0,0.0,4.0,2.70760178565979,1.7591229677200317,3.856884717941284,0.0,4.100507736206055
61,8,True,nl,46,0.9985497677972341,1.760777433064543e-57,0.14622031040574,1.826086956521739,1.9924242151981912,0.0,0.0,4.0,1.7561700344085693,1.9189215898513794,0.0,0.0,3.99540114402771
62,8,True,ul,98,0.9739794122351415,1.0778310887198075e-63,0.5347905999792628,0.3673469387755102,0.7744353453473581,0.0,0.0,2.0,0.563544750213623,1.2197965383529663,0.0,0.0,3.980255603790283
63,8,True,all,304,0.982593318962862,7.934933225180454e-223,0.3599191353532056,1.881578947368421,1.9362681500841952,1.0,0.0,4.0,1.872458815574646,1.8939272165298462,1.1366446018218994,0.0,4.100507736206055
64,9,False,ol,597,0.007486939629196301,0.855149606122821,2.4436307691722585,1.11892797319933,1.7954698782183336,0.0,0.0,4.0,0.9780218005180359,1.665091872215271,0.0,0.0,3.968179702758789
65,9,False,nl,1184,-0.054057810141096965,0.06295821729767831,1.690699750142009,0.46621621621621623,1.283552610765098,0.0,0.0,4.0,0.29011014103889465,1.0190805196762085,0.0,0.0,3.98093843460083
66,9,False,ul,1892,0.04564111892543072,0.04714670643426472,0.8621499108364065,0.2832980972515856,0.6973796545618478,0.0,0.0,2.0,0.0676562637090683,0.4916941821575165,0.0,0.0,3.9921445846557617
67,9,False,all,3673,0.0698200187853319,2.283580647549596e-05,1.5082707279237824,0.4780833106452491,1.17979238651593,0.0,0.0,4.0,0.28733327984809875,1.0061535835266113,0.0,0.0,3.9921445846557617
68,9,True,ol,56,0.9866003479135336,3.310460158557961e-44,0.3184237370987059,3.142857142857143,1.6413036132965795,4.0,0.0,4.0,2.9762556552886963,1.575408935546875,3.9204559326171875,0.0,3.9548001289367676
69,9,True,nl,25,0.9981132121714434,2.2133893964928593e-29,0.12348135179820835,0.8,1.6,0.0,0.0,4.0,0.7642019391059875,1.5312931537628174,0.0,0.0,3.980938196182251
70,9,True,ul,37,0.9772630403350894,3.632341639045884e-25,0.7436779000997349,0.5405405405405406,0.8881987419002695,0.0,0.0,2.0,0.890188992023468,1.4967615604400635,0.0,0.0,3.946695566177368
71,9,True,all,118,0.9687625751105192,4.3320549387538726e-72,0.4740944810268307,1.8305084745762712,1.905856650423132,1.0,0.0,4.0,1.8534947633743286,1.8755593299865723,1.288076400756836,0.0,3.98093843460083
72,10,False,ol,1497,-0.004782587932945092,0.8533153157110618,2.4947926608103814,0.9752839011356046,1.7175438616606375,0.0,0.0,4.0,1.2707079648971558,1.776953935623169,0.0,0.0,3.9512600898742676
73,10,False,nl,1317,-0.06122772025383277,0.026286060381410997,1.706162354357464,0.4677296886864085,1.285358974398572,0.0,0.0,4.0,0.3300747275352478,1.0375831127166748,0.0,0.0,3.9461562633514404
74,10,False,ul,2136,0.1598745476201005,1.0661936340256348e-13,0.8710132117110161,0.250936329588015,0.662498013332059,0.0,0.0,2.0,0.14646963775157928,0.6716598272323608,0.0,0.0,3.9437754154205322
75,10,False,all,4950,0.09347075798738044,4.4274309354940356e-11,1.7274722467492727,0.5276767676767676,1.2711013504027178,0.0,0.0,4.0,0.5353166460990906,1.2946165800094604,0.0,0.0,3.9512600898742676
76,10,True,ol,164,0.9816487191455601,1.6618569659650565e-118,0.39294219547269754,3.0,1.7320508075688772,4.0,0.0,4.0,2.7947909832000732,1.6437379121780396,3.7979772090911865,0.0,3.9478111267089844
77,10,True,nl,44,0.9824298438107022,2.9958215688468615e-32,0.33145473925100616,0.6363636363636364,1.4630433581300986,0.0,0.0,4.0,0.5442231893539429,1.273583173751831,0.0,0.0,3.923154592514038
78,10,True,ul,140,0.9825240452912454,1.1892033079596118e-102,0.4164482884190987,0.6285714285714286,0.9284615319583953,0.0,0.0,2.0,0.8230805397033691,1.237395167350769,0.0,0.0,3.7515180110931396
79,10,True,all,348,0.9772937572406257,2.9885056988083508e-235,0.395507129059005,1.7471264367816093,1.8521090234077615,1.0,0.0,4.0,1.7170196771621704,1.7712057828903198,1.088766098022461,0.0,3.9478111267089844
80,11,False,ol,1537,-0.038742381182815026,0.1289605891260264,2.508684361637028,0.9186727391021471,1.6824777427470319,0.0,0.0,4.0,1.25783109664917,1.7656598091125488,0.0,0.0,3.967489719390869
81,11,False,nl,1492,0.01454313468348244,0.5745875650098572,1.731628334289128,0.4691689008042895,1.287072704137281,0.0,0.0,4.0,0.4448394477367401,1.177052617073059,0.0,0.0,3.9660162925720215
82,11,False,ul,1851,0.02803083850310952,0.22804894437033457,0.9278968670280185,0.24635332252836303,0.6572797620009021,0.0,0.0,2.0,0.14341042935848236,0.6655084490776062,0.0,0.0,3.96875
83,11,False,all,4880,0.06268860817193413,1.1736469213539649e-05,1.7959779329775396,0.5262295081967213,1.2810602216868194,0.0,0.0,4.0,0.5865654349327087,1.3401612043380737,0.0,0.0,3.96875
84,11,True,ol,146,0.9905018545543973,5.513066126283482e-126,0.3218781206182411,2.9315068493150687,1.7698290848777218,4.0,0.0,4.0,2.738291025161743,1.6690322160720825,3.8096656799316406,0.0,3.9498863220214844
85,11,True,nl,74,0.9936938505902135,3.578134939248349e-70,0.24266527038242935,1.2432432432432432,1.8513020313020225,0.0,0.0,4.0,1.1630390882492065,1.7428613901138306,0.0,0.0,3.9660162925720215
86,11,True,ul,72,0.9959538328829209,5.387068744290766e-75,0.36961299531250646,0.4444444444444444,0.8314794192830981,0.0,0.0,2.0,0.6117430925369263,1.1491159200668335,0.0,0.0,3.130706310272217
87,11,True,all,292,0.9882230472104276,1.789334480126871e-238,0.3168779302960446,1.8904109589041096,1.9413428754034932,1.0,0.0,4.0,1.8147292137145996,1.8382529020309448,1.235147476196289,0.0,3.9660162925720215
88,12,False,ol,1537,-0.016265921199817332,0.5239801617725693,2.4935096865378643,0.9186727391021471,1.6824777427470319,0.0,0.0,4.0,1.257328987121582,1.7817542552947998,0.0,0.0,4.079641819000244
89,12,False,nl,1475,0.042825330585723485,0.10015597982139762,1.7606739394460382,0.46915254237288134,1.2870532473353955,0.0,0.0,4.0,0.4941651523113251,1.2575654983520508,0.0,0.0,4.056019306182861
90,12,False,ul,1851,0.11958084046205719,2.4720709768583983e-07,1.0149117919490773,0.24635332252836303,0.6572797620009021,0.0,0.0,2.0,0.23259815573692322,0.8557838201522827,0.0,0.0,4.066849231719971
91,12,False,all,4863,0.08588565298570752,1.9877970530949326e-09,1.8158889000469114,0.5264240180958256,1.2810289883950754,0.0,0.0,4.0,0.6358107328414917,1.3970948457717896,0.0,0.0,4.079641819000244
92,12,True,ol,155,0.9836355465640935,8.61500725030273e-116,0.367570676103712,2.9161290322580644,1.7778378993186927,4.0,0.0,4.0,2.742584466934204,1.699852466583252,3.8185641765594482,0.0,4.067849636077881
93,12,True,nl,88,0.9951593400353507,1.9293925997179513e-88,0.20296522619102586,1.3181818181818181,1.8801925345405848,0.0,0.0,4.0,1.2619377374649048,1.808724045753479,0.0,0.0,4.04567813873291
94,12,True,ul,121,0.9766650941396641,2.386241297304215e-81,0.5883150558065714,0.6611570247933884,0.9408429402153854,0.0,0.0,2.0,0.9527623653411865,1.3881982564926147,0.0,0.0,4.036247253417969
95,12,True,all,364,0.9736823334596143,1.3923932122441724e-234,0.427254164900556,1.7802197802197801,1.8740694265242466,1.0,0.0,4.0,1.7896575927734375,1.8299601078033447,1.1015063524246216,0.0,4.067849636077881
96,13,False,ol,1430,0.0055579892316288395,0.8336715102645909,2.3726443987729997,0.9622377622377623,1.7096928197412282,0.0,0.0,4.0,1.0111727714538574,1.6539133787155151,0.0,0.0,4.071926116943359
