,filtered,condition,samples,coefficient,significance,RMSE,actualMean,actualStDev,predMean,predStDev
0,False,ol,7657,,,3.358328514776596,4.0,0.0,1.117785930633545,1.7237205505371094
1,False,nl,9816,,,1.9442257333905535,2.0,0.0,0.9740021824836731,1.651466727256775
2,False,ul,32074,,,1.8703020225084552,0.0,0.0,0.9273972511291504,1.6241811513900757
3,True,ol,2282,,,0.3963473971615348,4.0,0.0,3.75060772895813,0.30804991722106934
4,True,nl,2555,,,1.7761867400792042,2.0,0.0,3.7419979572296143,0.3468168377876282
5,True,ul,4837,,,0.0,0.0,0.0,0.0,0.0
