,filtered,samples,coefficient,RMSE,actualMean,actualStDev,predMean,predStDev
0,False,57683,0.077815533310986,1.730990715641571,0.6635923929060555,1.3298927963778528,0.4568297266960144,1.1969544887542725
1,True,5002,0.7868456356112279,1.1838775144513576,1.6693322670931627,1.7970318262625675,1.452974557876587,1.7672432661056519
