,filtered,samples,coefficient,significance,RMSE,actualMean,actualStDev,predMean,predStDev
0,False,89901,0.3209424920819772,0.0,1.4646414216291883,0.8602203302579088,1.019290035048645,0.6132903099060059,1.400569200515747
1,True,26156,0.8111327829622081,0.0,1.4530477731917346,0.9473670933935133,1.1062421728597533,1.7777308225631714,1.8989261388778687
