,filtered,condition,samples,coefficient,significance,RMSE,actualMean,actualStDev,actualMedian,actualMin,actualMax,predMean,predStDev,predMedian,predMin,predMax
0,False,low,23398,0.015175132851188693,0.02027284879826938,2.3302113211966358,1.077698948628088,1.6417383678358743,0.0,0.0,4.0,1.067090630531311,1.6787238121032715,0.0,0.0,3.896758794784546
1,False,high,26143,0.06284259787245813,2.6863917495253923e-24,1.9908921952778933,0.9579619783498451,1.348570955553681,0.0,0.0,4.0,0.8452332019805908,1.5474447011947632,0.0,0.0,4.974508285522461
2,False,both,49541,0.039585485166172274,1.2065749346659608e-18,2.1578107583467756,1.0145132314648473,1.4954130426321883,0.0,0.0,4.0,0.9500155448913574,1.6145845651626587,0.0,0.0,4.974508285522461
3,True,low,13490,0.9563179270351336,0.0,0.40661498351336256,0.5584877687175686,1.308815781904516,0.0,0.0,4.0,0.613401472568512,1.377874493598938,0.0,0.0,3.8596458435058594
4,True,high,15475,0.9316088300700717,0.0,0.5866531807846683,0.43321486268174475,1.0329538728472587,0.0,0.0,4.0,0.6162846088409424,1.3742460012435913,0.0,0.0,4.618791580200195
5,True,both,28965,0.9367852274592002,0.0,0.5107606267899024,0.4915587778353185,1.171223909093918,0.0,0.0,4.0,0.6149417757987976,1.3759379386901855,0.0,0.0,4.618791580200195
