,filtered,samples,coefficient,significance,RMSE,actualMean,actualStDev,predMean,predStDev
0,False,89901,0.28049342203874733,0.0,1.6414580886510521,0.8602203302579088,1.019290035048645,0.6295125484466553,1.5835741758346558
1,True,26156,0.6943681677567703,0.0,1.8655122842988514,0.9473670933935133,1.1062421728597533,1.8077619075775146,2.219388008117676
