,windowSize,participant,filtered,samples,coefficient,RMSE,actualMean,actualStDev,predMean,predStDev
137,10,9,True,764,0.8800575899406695,0.5385465194417752,0.99554975356185,1.1334862860521426,0.9832298159599304,0.9848085641860962
138,10,10,False,3150,0.5500347437593432,0.929945189169359,0.8845079526565378,0.9894066176159876,0.6312252879142761,0.8875486850738525
139,10,10,True,1958,0.8444755326266754,0.5699593931952809,0.8906367197404478,1.0565047198014978,0.9392827153205872,0.940070390701294
140,10,11,False,3150,0.6165784636622543,0.9136472126379326,0.8844444604359922,0.9884026048094591,0.44665852189064026,0.8032246828079224
141,10,11,True,1484,0.8994759935929839,0.4869535126041414,0.9928571609955914,1.1038172981466619,0.9455471634864807,0.9455472826957703
142,10,12,False,3150,0.42637050205589044,1.085259145129086,0.8849100693516315,0.9909104590724289,0.4376426935195923,0.8400328159332275
143,10,12,True,1266,0.8392060155870553,0.6102878178373183,0.9003686284967132,1.0766229454408611,1.0211056470870972,1.0263267755508423
144,10,13,False,3150,0.51517766044467,1.029966434746155,0.8840846722490258,0.9894326978052264,0.34601375460624695,0.7381232380867004
145,10,13,True,1136,0.8960656257318158,0.48972561192404335,0.9847418018682322,1.100203604891849,0.9594571590423584,0.9602959752082825
146,10,14,False,3150,0.39146170942012987,1.1127685408177528,0.884465624753918,0.9883115742156042,0.37217727303504944,0.7725486755371094
147,10,14,True,1032,0.8731111084490175,0.5430841526535533,0.9662790845415389,1.1123300260302609,0.9890181422233582,0.9899172782897949
148,10,15,False,3150,-0.0834888785895286,1.3723399293281762,0.8847619211460863,0.9895560067296202,0.18649137020111084,0.5680285692214966
149,10,15,True,308,0.7738885075221373,0.6934822238756552,0.6320346447264219,0.8096539114159486,0.9588373303413391,0.960023045539856
150,10,16,False,3150,-0.08093043422777814,1.366494189553309,0.8847619211460863,0.9895560067296202,0.1803383231163025,0.5510140657424927
151,10,16,True,308,0.7778700348851022,0.6667287171828721,0.6320346447264219,0.8096539114159486,0.9325310587882996,0.9385846853256226
152,10,17,False,3150,0.533885676447571,1.0991119643477125,1.0746031901595139,1.0814520069975597,0.5415065288543701,0.8734708428382874
153,10,17,True,1710,0.880215865493867,0.5580503855288876,1.0265107349694125,1.1658176800585138,0.9739865064620972,0.9755949974060059
154,10,18,False,3150,0.286160340591003,1.3493798622725226,1.0732486921217705,1.0811427154343518,0.2997245192527771,0.6958163976669312
155,10,18,True,906,0.842545351375146,0.6236755320029774,0.974834449967538,1.1570112497522882,0.9575377106666565,0.9575380086898804
156,10,19,False,3150,0.28586448905208056,1.3505534129443055,1.0732486921217705,1.0811427154343518,0.30830392241477966,0.7158805727958679
157,10,19,True,906,0.8413482757261264,0.6255578539357477,0.974834449967538,1.1570112497522882,0.98514723777771,0.9854917526245117
158,10,20,False,3150,0.5369337825723328,1.1185356616945819,1.07477250219101,1.0813320195501075,0.47619882225990295,0.826882541179657
159,10,20,True,1554,0.9123722598544617,0.4909816786628426,1.050707866767352,1.1532593091630878,0.9547370672225952,0.9574695229530334
160,10,21,False,3150,0.5178296651956674,1.1370787678780556,1.0748994863766526,1.0822935841795163,0.47893771529197693,0.8441962003707886
161,10,21,True,1522,0.8836983005297383,0.5562605655463769,1.0395094318396159,1.1763243922135875,0.9834770560264587,0.9834770560264587
162,10,22,False,3150,0.32927234827778523,1.229367832263535,1.0764232959066118,1.081457992543986,1.4236966371536255,0.946008026599884
163,10,22,True,1106,0.8646171880567133,0.5682746333169633,0.9571428690071994,1.1138414117166866,1.0292500257492065,1.0305174589157104
164,10,23,False,3150,0.5718081880984818,1.0642650880345115,1.075111126017476,1.0823284546289422,0.54623943567276,0.8729272484779358
165,10,23,True,1774,0.8868818049453673,0.5459688928455957,1.0320556320275234,1.1655509331438791,0.967725396156311,0.9705981612205505
166,10,24,False,3150,0.4561082439967993,1.1705823162411018,1.0757672117413983,1.0829780076136015,0.5210753083229065,0.8596466779708862
167,10,24,True,1576,0.8605466787304209,0.606233395056875,1.0284264095950173,1.178917396002498,0.9590017795562744,0.9687917828559875
168,10,25,False,3150,0.457093697730109,1.0602566467845589,0.8037037161087233,1.0084043957031035,0.28145310282707214,0.6776849031448364
169,10,25,True,920,0.8836306982055062,0.5126066127657327,0.9607971161279989,1.094613234683347,0.9558236598968506,0.9570356011390686
170,10,26,False,3150,0.3870436333076821,1.1278791933527745,0.8081269963818883,1.007735305142028,0.19650307297706604,0.5761194825172424
171,10,26,True,658,0.9064027455453524,0.45734639762319357,0.9732522933678787,1.0770457605147883,0.940706193447113,0.942799985408783
172,10,27,False,3150,0.5442304448788705,0.9962149259012778,0.8846561003630123,0.9897111996357972,0.3955187499523163,0.7911856770515442
173,10,27,True,1268,0.8631446552229849,0.5679357059745186,0.9854363986182288,1.1240893754682566,0.9825584888458252,0.9890717267990112
174,10,28,False,3150,0.07805620176608609,1.3228101933658758,0.8846137728601221,0.9903945962948549,0.004365632310509682,0.08651775866746902
175,10,28,True,16,0.9826275106399689,0.5435763404609945,1.208333358168602,1.2296962430673597,0.8594838976860046,0.8594838976860046
176,10,29,False,3150,0.5603982980058226,0.9270052914568575,0.8858836124837398,0.9914130664735037,0.6246526837348938,0.8974537253379822
177,10,29,True,1858,0.861123706100194,0.5511216270116165,0.9309652099071073,1.0815229184286606,0.9573936462402344,0.957990825176239
178,10,30,False,3150,0.5072162861070891,1.0488439641135345,0.8860740901742663,0.9907238689818527,0.31205910444259644,0.7063843607902527
179,10,30,True,1030,0.9025352723063607,0.48891127327093925,1.011262152148682,1.1202569696704097,0.9543554782867432,0.9555230736732483
180,15,1,False,3150,0.3175076117908186,1.1334902893562533,0.8089312290530356,1.0083709458366488,0.4382055401802063,0.8029249310493469
181,15,1,True,1134,0.829543040072114,0.6054237231019794,0.8901234732668131,1.0713386429731826,0.9541682004928589,0.95577073097229
182,15,2,False,3150,0.6013761189895589,0.8978174348144549,0.8080000119881025,1.0074856713152502,0.5029666423797607,0.8610078692436218
