,windowSize,participant,filtered,overallWorkloadState,samples,coefficient,significance,RMSE,actualMean,actualStDev,actualMedian,actualMin,actualMax,predMean,predStDev,predMedian,predMin,predMax
535,10,11,True,all,1458,0.9098429760113922,0.0,0.4605665636037879,1.00274350258058,1.1094082188760162,0.3333333432674408,0.0,3.3333332538604736,0.9931128025054932,0.9991458654403687,0.6907774209976196,0.0,2.3151750564575195
536,10,12,False,ol,615,0.32186772347118353,2.7317162872642165e-16,1.6151232309524284,2.0128997616409285,0.8899721369842231,2.2666666507720947,0.0,3.3333332538604736,0.8087232112884521,0.9562196731567383,0.0,0.0,2.1536471843719482
537,10,12,False,nl,1507,0.32749148941412776,5.2420901956550396e-39,1.0637337665687328,0.8950232447686778,0.8566679624488963,1.0,0.0,3.2000000476837163,0.48044902086257935,0.832354724407196,0.0,0.0,2.369894027709961
538,10,12,False,ul,1015,0.1205208153822195,0.00011860738831079725,0.5498675897874873,0.17898193948668212,0.45069605595496826,0.0,0.0,2.0,0.07253087311983109,0.35572510957717896,0.0,0.0,2.084340810775757
539,10,12,False,all,3137,0.43114993374882205,3.266440873800064e-142,1.0736962654461966,0.8824992195902298,0.9921093362312791,0.5333333611488342,0.0,3.3333332538604736,0.4128212630748749,0.789567768573761,0.0,0.0,2.369894027709961
540,10,12,True,ol,268,0.6141975327223027,3.4908476481143546e-29,0.7123082975054947,2.254726390340435,0.7435449441407467,2.533333301544189,0.0,3.3333332538604736,1.855838656425476,0.393655925989151,1.933870792388916,0.0,2.1536471843719482
541,10,12,True,nl,592,0.7813859782908604,6.333306905093261e-123,0.6787736263545487,0.8731982167055076,0.9223221160274607,0.7666666805744171,0.0,3.2000000476837163,1.1563974618911743,0.9426068663597107,1.823071002960205,0.0,2.369894027709961
542,10,12,True,ul,406,0.7659107329238991,1.6455156158953618e-79,0.25468526154168464,0.04597701176340357,0.2591911238250405,0.0,0.0,2.0,0.08548008650541306,0.38701969385147095,0.0,0.0,2.0408995151519775
543,10,12,True,all,1266,0.8423300036605266,0.0,0.5862214712815434,0.9003686284967132,1.0766229454408611,0.06666667014360428,0.0,3.3333332538604736,0.9610244631767273,0.9641081094741821,0.7988495826721191,0.0,2.369894027709961
544,10,13,False,ol,682,0.4370793473316988,3.449896013920986e-33,1.346004334721899,1.7003910386623524,0.9439643088900597,1.7333333492279053,0.0,3.3333332538604736,0.8051959276199341,0.9506514668464661,0.0,0.0,2.315920829772949
545,10,13,False,nl,1766,0.41065781878728874,8.279902870468543e-73,1.0720707343566296,0.8777274603777199,0.9267828104902842,0.8000000119209291,0.0,3.3333332538604736,0.291129469871521,0.6825198531150818,0.0,0.0,2.315920829772949
546,10,13,False,ul,691,0.38864747018664475,2.4552477227872513e-26,0.28159244946465284,0.08441871814375848,0.2887949205302158,0.0,0.0,1.5333333015441897,0.01770680397748947,0.1757926195859909,0.0,0.0,2.038008213043213
547,10,13,False,all,3139,0.5171632792275264,2.689044980671494e-214,1.0284449814144345,0.8818307478917219,0.9903299480168073,0.5333333611488342,0.0,3.3333332538604736,0.34262940287590027,0.7324297428131104,0.0,0.0,2.315920829772949
548,10,13,True,ol,315,0.7437208327556651,1.0866255623229987e-56,0.6191830921269152,1.9822222599907526,0.8490235177558558,2.2666666507720947,0.0,3.3333332538604736,1.7433130741119385,0.5667742490768433,1.8770601749420166,0.0,2.315920829772949
549,10,13,True,nl,564,0.8618715187533613,7.355760783230555e-168,0.5225604552667152,0.8615839388882015,1.0167150099052533,0.0,0.0,3.3333332538604736,0.9115862250328064,0.9449975490570068,0.0,0.0,2.315920829772949
550,10,13,True,ul,257,0.9876069228743863,4.179248363766073e-207,0.09772883234825058,0.03242542214894573,0.19673963387367344,0.0,0.0,1.399999976158142,0.04760856553912163,0.28577253222465515,0.0,0.0,2.038008213043213
551,10,13,True,all,1136,0.8946104113356103,0.0,0.4940071061952902,0.9847418018682322,1.100203604891849,0.13333334028720856,0.0,3.3333332538604736,0.9467549920082092,0.9541338086128235,0.7739197611808777,0.0,2.315920829772949
552,10,14,False,ol,943,0.29440617916747874,2.6036572281045613e-20,1.5917141052270407,1.8994698103829382,0.9168819571039806,2.133333444595337,0.0,3.3333332538604736,0.8363345861434937,1.0671119689941406,0.0,0.0,2.449248790740967
553,10,14,False,nl,1476,0.12108131367541013,3.085812047927297e-06,0.9654329854878055,0.611336959354317,0.6819749231349469,0.13333334028720856,0.0,2.933333396911621,0.2743982672691345,0.6827926635742188,0.0,0.0,2.3157150745391846
554,10,14,False,ul,697,0.41184423130516296,6.494749320874538e-30,0.2960389173709925,0.07594452541818578,0.27783294134361847,0.0,0.0,1.399999976158142,0.03762366622686386,0.26299116015434265,0.0,0.0,2.0758285522460938
555,10,14,False,all,3116,0.4124001184763524,3.045546908862713e-128,1.1080791316087923,0.8814078040483176,0.9926320131393979,0.5333333611488342,0.0,3.3333332538604736,0.3914952278137207,0.8217734694480896,0.0,0.0,2.449248790740967
556,10,14,True,ol,383,0.6654364005744408,2.5174144394617874e-50,0.6307717305734936,2.1004351915173993,0.8425012411898897,2.4000000953674316,0.0,3.3333332538604736,2.0544610023498535,0.5445650815963745,2.228492498397827,0.0,2.449248790740967
557,10,14,True,nl,376,0.8887348679818013,9.533688253444184e-129,0.5232077551303681,0.44680852022893885,0.6792486435763201,0.0,0.0,2.933333396911621,0.6990897059440613,0.9400373697280884,0.0,0.0,2.3089334964752197
558,10,14,True,ul,249,0.9994402194153221,0.0,0.1035922889299499,0.04872824580793879,0.2518994087462427,0.0,0.0,1.399999976158142,0.06831026077270508,0.3531334102153778,0.0,0.0,2.0758285522460938
559,10,14,True,all,1008,0.8969362229412603,0.0,0.505903725933377,0.9767857293287913,1.120151286054667,0.06666667014360428,0.0,3.3333332538604736,1.0582594871520996,1.0678894519805908,0.7410930395126343,0.0,2.449248790740967
560,10,15,False,ol,1014,-0.2184954881555098,2.0039201768634197e-12,1.8712221268673859,1.5715319140349502,0.9889685275222247,1.3333333730697632,0.0,3.3333332538604736,0.20225954055786133,0.6177010536193848,0.0,0.0,2.591520309448242
561,10,15,False,nl,1889,-0.052300374678027235,0.023016368270177435,1.1387201970786043,0.5876477971917552,0.8276913799540753,0.0,0.0,3.3333332538604736,0.2230255901813507,0.6499179005622864,0.0,0.0,2.7049763202667236
