,participant,filtered,overallWorkloadState,samples,coefficient,significance,RMSE,actualMean,actualStDev,actualMedian,actualMin,actualMax,predMean,predStDev,predMedian,predMin,predMax
59,8,False,all,3918,0.10967902717761593,5.826585256868718e-12,1.8025462360465654,0.5758039816232772,1.3030950529659335,0.0,0.0,4.0,0.6111732125282288,1.396035075187683,0.0,0.0,3.9388675689697266
60,8,True,ol,848,0.998660310089964,0.0,0.0953198703832024,0.5330188679245284,1.3593992636950216,0.0,0.0,4.0,0.5083322525024414,1.29817795753479,0.0,0.0,3.9313457012176514
61,8,True,nl,416,0.9997918174377173,0.0,0.03961334971898069,0.20192307692307693,0.8757393326202864,0.0,0.0,4.0,0.1939014494419098,0.8411246538162231,0.0,0.0,3.905151128768921
62,8,True,ul,1626,0.984220437857695,0.0,0.13537907397062224,0.02214022140221402,0.20926120854255095,0.0,0.0,2.0,0.03494110703468323,0.33554521203041077,0.0,0.0,3.8993937969207764
63,8,True,all,2890,0.990918852708836,0.0,0.11490649644954773,0.19792387543252596,0.8529994996799151,0.0,0.0,4.0,0.1967276781797409,0.8383945226669312,0.0,0.0,3.9313457012176514
64,9,False,ol,597,0.008170283547564388,0.8420951589295357,2.413132503614506,1.11892797319933,1.7954698782183336,0.0,0.0,4.0,0.951521635055542,1.6183174848556519,0.0,0.0,3.848454713821411
65,9,False,nl,1184,-0.053572125822271624,0.06536468874513542,1.669712524582117,0.46621621621621623,1.283552610765098,0.0,0.0,4.0,0.2805599570274353,0.9851313233375549,0.0,0.0,3.870668888092041
66,9,False,ul,1892,0.04440399084495242,0.05346796125736288,0.8538798535658306,0.2832980972515856,0.6973796545618478,0.0,0.0,2.0,0.06507901102304459,0.473811537027359,0.0,0.0,3.8535096645355225
67,9,False,all,3673,0.07047095705830722,1.9133168515071768e-05,1.4902216869057494,0.4780833106452491,1.17979238651593,0.0,0.0,4.0,0.2786199152469635,0.9753167629241943,0.0,0.0,3.870668888092041
68,9,True,ol,364,0.9979661593284999,0.0,0.13182693640676182,0.4835164835164835,1.3039469867420945,0.0,0.0,4.0,0.4462837874889374,1.2059906721115112,0.0,0.0,3.8296351432800293
69,9,True,nl,967,0.9996656479322565,0.0,0.02039439331067585,0.020682523267838676,0.28688382021757525,0.0,0.0,4.0,0.01930316723883152,0.26784059405326843,0.0,0.0,3.8189587593078613
70,9,True,ul,1608,0.978434940747393,0.0,0.10330856544372986,0.012437810945273632,0.1572288864981143,0.0,0.0,2.0,0.019478313624858856,0.25165629386901855,0.0,0.0,3.795247793197632
71,9,True,all,2939,0.9852456813221195,0.0,0.09015799997783396,0.07349438584552569,0.5243720503406114,0.0,0.0,4.0,0.07228124886751175,0.5080926418304443,0.0,0.0,3.8296351432800293
72,10,False,ol,1497,-0.003527891311050064,0.8915174495000588,2.504452828065244,0.9752839011356046,1.7175438616606375,0.0,0.0,4.0,1.282480001449585,1.7906028032302856,0.0,0.0,4.157964706420898
73,10,False,nl,1317,-0.06114398485730448,0.02649252335338727,1.723669737321373,0.4677296886864085,1.285358974398572,0.0,0.0,4.0,0.33884719014167786,1.065285563468933,0.0,0.0,4.117434024810791
74,10,False,ul,2136,0.17943803575560258,6.481490744295008e-17,0.8817205603235908,0.250936329588015,0.662498013332059,0.0,0.0,2.0,0.15417638421058655,0.7047927379608154,0.0,0.0,4.149900913238525
75,10,False,all,4950,0.09599846820236427,1.3055621490553028e-11,1.7386316596077334,0.5276767676767676,1.2711013504027178,0.0,0.0,4.0,0.5445363521575928,1.3143941164016724,0.0,0.0,4.157964706420898
76,10,True,ol,866,0.9960747010220015,0.0,0.14503120906563371,0.5681293302540416,1.3963331927306104,0.0,0.0,4.0,0.5358483195304871,1.3221837282180786,0.0,0.0,4.022176265716553
77,10,True,nl,1053,0.982227302792172,0.0,0.06734251728463607,0.026590693257359924,0.3250472397383689,0.0,0.0,4.0,0.023377688601613045,0.29094207286834717,0.0,0.0,4.109777450561523
78,10,True,ul,1855,0.982304588605578,0.0,0.17286805102441533,0.04743935309973046,0.3043488360039185,0.0,0.0,2.0,0.07051237672567368,0.460523784160614,0.0,0.0,4.149900913238525
79,10,True,all,3774,0.9818181861889593,0.0,0.14415341146498784,0.16110227874933758,0.756188006129983,0.0,0.0,4.0,0.16413931548595428,0.7553446888923645,0.0,0.0,4.149900913238525
80,11,False,ol,1537,-0.03779614046865966,0.138578352459764,2.517579989215419,0.9186727391021471,1.6824777427470319,0.0,0.0,4.0,1.2666475772857666,1.7777222394943237,0.0,0.0,4.43369722366333
81,11,False,nl,1492,0.019882649088188886,0.44282729221875317,1.7254678834771247,0.4691689008042895,1.287072704137281,0.0,0.0,4.0,0.4419715702533722,1.1747634410858154,0.0,0.0,4.19938325881958
82,11,False,ul,1851,0.02449241627802283,0.29225415302131896,0.9207676174585926,0.24635332252836303,0.6572797620009021,0.0,0.0,2.0,0.13921967148780823,0.6521627306938171,0.0,0.0,4.360530853271484
83,11,False,all,4880,0.06483686671432634,5.81743175720032e-06,1.7966938169767999,0.5262295081967213,1.2810602216868194,0.0,0.0,4.0,0.5868759155273438,1.3440970182418823,0.0,0.0,4.43369722366333
84,11,True,ol,877,0.9980064998173864,0.0,0.11133800341185487,0.4880273660205245,1.3091748371005176,0.0,0.0,4.0,0.46030572056770325,1.2372758388519287,0.0,0.0,4.039578914642334
85,11,True,nl,1172,0.9968343568588354,0.0,0.047475207871215085,0.07849829351535836,0.5548253707038009,0.0,0.0,4.0,0.0755617693066597,0.5357661247253418,0.0,0.0,4.19938325881958
86,11,True,ul,1570,0.9968919528919331,0.0,0.06312324557316795,0.02038216560509554,0.20087035255467026,0.0,0.0,2.0,0.02640680782496929,0.26105576753616333,0.0,0.0,3.018923759460449
87,11,True,all,3619,0.9958342128778088,0.0,0.07390860894587792,0.1525283227410887,0.7544295583484166,0.0,0.0,4.0,0.14747311174869537,0.7247391939163208,0.0,0.0,4.19938325881958
88,12,False,ol,1537,-0.016881678593445464,0.508389176388002,2.4363612694649466,0.9186727391021471,1.6824777427470319,0.0,0.0,4.0,1.2057315111160278,1.710426688194275,0.0,0.0,4.055808067321777
89,12,False,nl,1475,0.04116257982363736,0.11405915947573184,1.734222828907621,0.46915254237288134,1.2870532473353955,0.0,0.0,4.0,0.4770486354827881,1.2164933681488037,0.0,0.0,4.184154510498047
