,participant,filtered,overallWorkloadState,samples,coefficient,significance,RMSE,actualMean,actualStDev,predMean,predStDev
0,1,False,ol,907,-0.09124437087150242,0.005961268550300166,2.4251908964206144,0.9040793825799338,1.6730086671364324,0.8972533941268921,1.6096893548965454
1,1,False,nl,860,-0.03511974080358139,0.30360546123461585,1.6722160139705504,0.4186046511627907,1.2244136354500637,0.36920782923698425,1.0956501960754395
2,1,False,ul,1308,0.17467736495031072,2.012943746592385e-10,0.8418788400610554,0.09174311926605505,0.4184130000363808,0.19269096851348877,0.8003023862838745
3,1,False,all,3075,0.026969117581621505,0.13486908718628804,1.6787963370238386,0.42276422764227645,1.1976136847528631,0.4498755931854248,1.2088981866836548
4,1,True,ol,47,0.9948202422159704,2.482433537855351e-46,0.25999076916929775,2.893617021276596,1.7892592375854162,2.7280678749084473,1.6956756114959717
5,1,True,nl,20,0.9998270146161052,1.3163131361413156e-32,0.08854207028552302,1.2,1.8330302779823358,1.1549581289291382,1.7645326852798462
6,1,True,ul,41,0.9927104974890174,1.8553097604631622e-37,0.9333073557080525,0.6829268292682927,0.9484010778157845,1.215004324913025,1.6997030973434448
7,1,True,all,108,0.9499442274249497,2.2510123100648132e-55,0.6012897849752308,1.7407407407407407,1.8477732864098406,1.8623474836349487,1.8715076446533203
8,2,False,ol,907,0.011905750333098394,0.7202856563178807,2.2530371806980556,0.9040793825799338,1.6730086671364324,0.8381919860839844,1.5276564359664917
9,2,False,nl,807,0.022044706414640323,0.5317441947444462,1.9191433445129473,0.40644361833952913,1.2085437759838025,0.7617772817611694,1.474737524986267
10,2,False,ul,362,-0.02275685024515801,0.6660779384044194,0.6166096337466315,0.03314917127071823,0.2553418786362728,0.09673677384853363,0.5518615245819092
11,2,False,all,2076,0.051514073745818484,0.01891063257436309,1.9276406871720084,0.558766859344894,1.3824927994878673,0.6791970133781433,1.4110240936279297
12,2,True,ol,70,0.9883982744944699,2.1473032862956422e-57,0.35067502537072875,2.742857142857143,1.856923063916791,2.553271532058716,1.748862862586975
13,2,True,nl,47,0.9804369837272816,2.0680397938377e-33,0.4693069676078367,1.702127659574468,1.9776936235952767,1.49771249294281,1.7749073505401611
14,2,True,ul,19,,,0.0,0.0,0.0,0.0,0.0
15,2,True,all,136,0.9878837809222472,2.6338194643775578e-110,0.3733770029588515,2.0,2.0,1.8317757844924927,1.8542420864105225
16,3,False,ol,1497,0.04634132890150098,0.07305906772173036,2.449934519321738,0.9752839011356046,1.7175438616606375,1.2278767824172974,1.810129165649414
17,3,False,nl,1290,0.13480173344628932,1.1791088096678363e-06,2.072540599767908,0.47751937984496123,1.2969397677811905,1.0093988180160522,1.7113977670669556
18,3,False,ul,2031,0.2534013587696035,3.988433157954999e-31,1.0072812422378612,0.2639094042343673,0.6768830289092761,0.26752549409866333,0.9369328022003174
19,3,False,all,4818,0.15653159644276832,8.306824149405455e-28,1.8554578776337507,0.5421336654213367,1.2853508424851106,0.7645496129989624,1.535967230796814
20,3,True,ol,178,0.990560351492437,7.737174379789113e-154,0.2647916111019999,2.9213483146067416,1.7751386658994608,2.8207571506500244,1.730348825454712
21,3,True,nl,143,0.9981781027551557,7.744361239023825e-174,0.14351987871791053,1.8181818181818181,1.9917183909278764,1.7618212699890137,1.9335012435913086
22,3,True,ul,213,0.9919486287970481,2.4314994207258855e-191,0.7599506762022248,0.676056338028169,0.9460763731688261,1.1027858257293701,1.5557695627212524
23,3,True,all,534,0.9646620349033204,2.5186171675258e-310,0.5091645823692765,1.7303370786516854,1.840640124020245,1.8519260883331299,1.871764898300171
24,4,False,ol,1497,0.061604282535991116,0.017134456260155046,2.4769447964050175,0.9752839011356046,1.7175438616606375,1.4108781814575195,1.8398067951202393
25,4,False,nl,1317,0.08951665702832921,0.0011457600985889044,1.684206834531531,0.4677296886864085,1.285358974398572,0.4395565986633301,1.2090675830841064
26,4,False,ul,2074,0.24796602260792325,1.9689435601164257e-30,1.0406552304554775,0.25843780135004824,0.670884122284504,0.301138311624527,0.9779776334762573
27,4,False,all,4888,0.17026993929752485,4.063105558203632e-33,1.761464857625471,0.5343698854337152,1.277738535454376,0.6783022880554199,1.440981388092041
28,4,True,ol,210,0.9952446399879517,2.3502301638334545e-212,0.21482987046637264,2.914285714285714,1.7787865618598147,2.799164056777954,1.7166833877563477
