time,syllablesPerSecond,meanVoiceActivity,stDevVoiceActivity,meanPitch,stDevPitch,meanIntensity,stDevIntensity
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,0.03333333333333333,0.0,0.0,119.93333333333334,0.35901098714230023,15.601968253968254,25.814199681498383
31.0,0.0,0.0,0.0,119.93333333333334,0.35901098714230023,15.793379440665156,25.897995234203158
32.0,0.03333333333333333,0.0,0.0,119.93333333333334,0.35901098714230023,15.8212350718065,25.902400963577172
33.0,0.0,0.0,0.0,119.93333333333334,0.35901098714230023,15.80729931972789,25.895869524612003
34.0,0.03333333333333333,0.0,0.0,119.93333333333334,0.35901098714230023,15.80570030234316,25.896285142336914
35.0,0.0,0.0,0.0,119.93333333333334,0.35901098714230023,15.801587301587302,25.89687361903191
36.0,0.03333333333333333,0.0,0.0,119.93333333333334,0.35901098714230023,15.793426303854876,25.898331747878625
37.0,0.0,0.0,0.0,119.93333333333334,0.35901098714230023,15.793901738473167,25.89746777558809
38.0,0.03333333333333333,0.0,0.0,119.93333333333334,0.35901098714230023,15.781589569160998,25.895586804151012
39.0,0.0,0.0,0.0,120.0,0.0,15.266330309901738,25.215785132862862
40.0,0.0,0.0,0.0,120.0,0.0,15.272500755857898,25.2150806293787
41.0,0.0,0.0,0.0,120.0,0.0,15.2376761148904,25.215808984147827
42.0,0.0,0.0,0.0,120.0,0.0,15.22906386999244,25.214812584998537
43.0,0.0,0.0,0.0,120.0,0.0,15.202504535147392,25.21481501237429
44.0,0.0,0.0,0.0,120.0,0.0,15.182950869236583,25.214470027052517
