time,syllablesPerSecond,meanVoiceActivity,stDevVoiceActivity,meanPitch,stDevPitch,meanIntensity,stDevIntensity
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,0.43333333333333335,0.04633333333333333,0.210205983634043,146.73333333333332,66.5617173923737,27.261521541950113,75.126234357383
31.0,0.4,0.04566666666666667,0.20876116071295978,146.73333333333332,66.5617173923737,27.261890778533637,75.12658674436142
32.0,0.4,0.04533333333333334,0.2080341852249822,146.73333333333332,66.5617173923737,27.274778155706727,75.1279025457139
33.0,0.43333333333333335,0.045,0.20730412441627882,146.73333333333332,66.5617173923737,27.27159486016629,75.12896780538973
34.0,0.4,0.04466666666666667,0.2065709455745303,146.73333333333332,66.5617173923737,27.2543238851096,75.13047242260527
35.0,0.4,0.043333333333333335,0.20360637405433937,146.73333333333332,66.5617173923737,27.296786092214663,75.12428015400843
36.0,0.43333333333333335,0.043333333333333335,0.20360637405433935,146.73333333333332,66.5617173923737,27.491615646258502,75.22196428316131
37.0,0.5,0.042666666666666665,0.2021044834292951,146.73333333333332,66.5617173923737,27.48497127739985,75.16507017316951
38.0,0.4666666666666667,0.042333333333333334,0.20134850936180834,146.73333333333332,66.5617173923737,27.038891534391535,74.64859610172185
39.0,0.4666666666666667,0.04,0.19595917942265423,142.86666666666667,64.60429982250062,24.847927815570674,62.006783079436126
40.0,0.4,0.03966666666666667,0.19517485038350155,142.86666666666667,64.60429982250062,24.87948299319728,61.99866323130613
41.0,0.3333333333333333,0.03866666666666667,0.1927992623314611,142.86666666666667,64.60429982250062,24.906843537414964,61.99008711160817
