time,syllablesPerSecond,meanVoiceActivity,stDevVoiceActivity,meanPitch,stDevPitch,meanIntensity,stDevIntensity
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,0.03333333333333333,0.0016666666666666668,0.04079079416840139,135.96666666666667,85.9831314205809,11.202453892668178,10.194692466417786
31.0,0.03333333333333333,0.0016666666666666668,0.04079079416840139,135.96666666666667,85.9831314205809,11.271325396825397,10.223961093941444
32.0,0.06666666666666667,0.0016666666666666668,0.04079079416840139,135.96666666666667,85.98313142058092,11.294195767195767,10.25575445752497
33.0,0.06666666666666667,0.0016666666666666668,0.040790794168401395,135.96666666666667,85.98313142058092,11.450561224489796,10.417691217942156
34.0,0.06666666666666667,0.0016666666666666668,0.040790794168401395,135.96666666666667,85.98313142058092,11.455391156462586,10.383574539500694
35.0,0.06666666666666667,0.0016666666666666668,0.040790794168401395,135.96666666666667,85.98313142058092,11.58195351473923,10.579449051732416
36.0,0.06666666666666667,0.0016666666666666668,0.040790794168401395,135.96666666666667,85.98313142058093,11.618884353741496,10.585334872182385
37.0,0.06666666666666667,0.0016666666666666668,0.040790794168401395,135.96666666666667,85.98313142058093,11.490522297808011,10.372401664783817
38.0,0.06666666666666667,0.0016666666666666668,0.040790794168401395,135.96666666666667,85.98313142058093,11.683112622826908,10.562519948671174
39.0,0.06666666666666667,0.0016666666666666668,0.04079079416840138,135.96666666666667,85.98313142058093,11.726213907785336,10.569208957438088
40.0,0.06666666666666667,0.0016666666666666668,0.04079079416840139,135.96666666666667,85.98313142058093,11.692467498110355,10.507738227095798
