time,syllablesPerSecond,meanVoiceActivity,stDevVoiceActivity,meanPitch,stDevPitch,meanIntensity,stDevIntensity
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,0.0,0.0013333333333333333,0.03649048582241069,120.0,0.0,18.136543839758126,27.951376694957116
31.0,0.0,0.0013333333333333333,0.03649048582241069,120.0,0.0,18.25387528344671,27.995806080083444
32.0,0.0,0.0013333333333333333,0.03649048582241069,120.0,0.0,18.259027966742252,27.997195433319625
33.0,0.0,0.0013333333333333333,0.03649048582241069,120.0,0.0,18.273639455782313,27.992655062934404
34.0,0.0,0.0013333333333333333,0.03649048582241069,120.0,0.0,18.29828760393046,27.98977008715499
35.0,0.0,0.0013333333333333333,0.03649048582241069,120.0,0.0,18.298991307634164,27.98813674831541
36.0,0.0,0.0013333333333333333,0.03649048582241069,120.0,0.0,18.318743386243387,27.986075868639215
37.0,0.0,0.001,0.03160696125855822,120.0,0.0,18.341705215419502,27.98333399203761
38.0,0.0,0.0003333333333333333,0.018254375426790755,120.0,0.0,18.156433484504912,27.523607753714717
39.0,0.0,0.0,0.0,120.0,0.0,18.116284958427816,27.439878589237903
40.0,0.0,0.0,0.0,120.0,0.0,18.139244897959184,27.4389029286372
41.0,0.0,0.0,0.0,120.0,0.0,18.152774754346183,27.43714229671775
42.0,0.0,0.0,0.0,120.0,0.0,18.15608843537415,27.436594608331585
43.0,0.0,0.0,0.0,120.0,0.0,18.157518896447467,27.43543685718901
44.0,0.0,0.0,0.0,120.0,0.0,18.17642970521542,27.431932556210665
