time,syllablesPerSecond,meanVoiceActivity,stDevVoiceActivity,meanPitch,stDevPitch,meanIntensity,stDevIntensity
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,1.4,0.15,0.3570714214271425,240.0,191.71697890379977,181.32592705971277,725.2055422742999
31.0,1.5,0.148,0.35509998591945907,240.0,191.71697890379977,181.36746258503402,725.196070799317
32.0,1.6666666666666667,0.15166666666666667,0.3586974893819148,242.86666666666667,190.54058768555203,183.21533408919123,725.0984478748
33.0,1.5666666666666667,0.149,0.3560884721526379,242.86666666666667,190.54058768555203,183.02427513227514,725.1309470723379
34.0,1.5,0.14233333333333334,0.34939169359839617,242.86666666666667,190.54058768555203,182.7033620559335,725.1421312208652
35.0,1.5,0.138,0.344899985503044,240.53333333333333,191.59936209589935,181.49545880574453,725.2651275974404
36.0,1.4333333333333333,0.142,0.34905013966477655,239.46666666666667,191.97200027318794,183.06303325774755,726.8116508838582
37.0,1.3666666666666667,0.13133333333333333,0.3377645465244819,226.1,185.76407079949556,178.36778495842782,725.903994413805
38.0,1.2333333333333334,0.122,0.32728580781940425,211.36666666666667,175.79959865963545,150.77112585034013,620.2235541472771
39.0,1.1333333333333333,0.10933333333333334,0.3120569748548421,202.6,173.56547275692054,116.15226152683296,426.3024584642851
40.0,1.1333333333333333,0.09533333333333334,0.2936748012494243,181.63333333333333,141.28351716397148,97.6050627362056,379.9191267349209
41.0,0.9666666666666667,0.07633333333333334,0.26553070548536484,171.36666666666667,134.01131378440488,78.7030918367347,338.4304328186595
