time,syllablesPerSecond,meanVoiceActivity,stDevVoiceActivity,meanPitch,stDevPitch,meanIntensity,stDevIntensity
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,0.0,0.0,0.0,120.0,0.0,10.90939380196523,7.206431543853225
31.0,0.0,0.0,0.0,120.0,0.0,10.924256613756613,7.226314536676204
32.0,0.06666666666666667,0.009666666666666667,0.09784284451211657,121.73333333333333,9.334285665699808,15.119730158730158,53.30274136004256
33.0,0.06666666666666667,0.009666666666666667,0.09784284451211658,121.73333333333333,9.334285665699808,15.177502267573697,53.30619787235944
34.0,0.06666666666666667,0.009666666666666667,0.09784284451211658,121.73333333333333,9.334285665699806,15.400815570672714,53.35255429523644
35.0,0.06666666666666667,0.009666666666666667,0.09784284451211658,121.73333333333333,9.334285665699806,15.503496598639456,53.358705645109985
36.0,0.06666666666666667,0.009666666666666667,0.09784284451211658,121.73333333333333,9.334285665699806,15.694295162509448,53.4133602592977
37.0,0.06666666666666667,0.009333333333333334,0.0961572785712149,121.73333333333333,9.334285665699806,15.737089947089947,53.41254889478563
38.0,0.06666666666666667,0.009333333333333334,0.0961572785712149,121.73333333333333,9.334285665699806,15.819467498110356,53.41954010443794
39.0,0.06666666666666667,0.009333333333333334,0.0961572785712149,121.73333333333333,9.334285665699806,15.857588435374149,53.41961743729843
40.0,0.06666666666666667,0.009333333333333334,0.0961572785712149,121.73333333333333,9.334285665699806,15.86869954648526,53.417032621968865
41.0,0.06666666666666667,0.009333333333333334,0.0961572785712149,121.73333333333333,9.334285665699806,15.933544595616024,53.41898746524738
