time,syllablesPerSecond,meanVoiceActivity,stDevVoiceActivity,meanPitch,stDevPitch,meanIntensity,stDevIntensity
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,0.16666666666666666,0.023666666666666666,0.1520084062003005,125.7,21.359073013593076,44.51342630385488,226.67057761316627
31.0,0.16666666666666666,0.023666666666666666,0.1520084062003005,125.7,21.359073013593076,44.324366591080874,226.69331075444617
32.0,0.06666666666666667,0.011,0.10430244484191155,123.0,16.15549442140351,28.42500529100529,139.26202912220648
33.0,0.0,0.0,0.0,120.0,0.0,15.82527059712774,18.333910098701693
34.0,0.0,0.0,0.0,120.0,0.0,15.607567271352986,18.256451384390513
35.0,0.0,0.0,0.0,120.0,0.0,15.633305366591081,18.252792885533186
36.0,0.0,0.0,0.0,120.0,0.0,15.642097883597884,18.24852464008878
37.0,0.0,0.0,0.0,120.0,0.0,15.665868102796674,18.250164322207944
38.0,0.0,0.0,0.0,120.0,0.0,15.688063492063492,18.25282638523784
39.0,0.0,0.0,0.0,120.0,0.0,15.706988662131518,18.2501531482372
40.0,0.0,0.0,0.0,120.0,0.0,15.688671201814058,18.24963271985643
41.0,0.0,0.0,0.0,120.0,0.0,15.70286961451247,18.24805457187096
42.0,0.0,0.0,0.0,120.0,0.0,15.714755479969766,18.24467702326402
43.0,0.0,0.0,0.0,120.0,0.0,15.688390022675737,18.222262755141617
44.0,0.0,0.0,0.0,120.0,0.0,15.598284958427815,18.17025338344439
45.0,0.0,0.0,0.0,120.0,0.0,15.545918367346939,18.14240183903937
