time,syllablesPerSecond,meanVoiceActivity,stDevVoiceActivity,meanPitch,stDevPitch,meanIntensity,stDevIntensity
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,0.03333333333333333,0.0,0.0,120.0,0.0,11.143410052910053,7.83948753982263
31.0,0.03333333333333333,0.0,0.0,120.0,0.0,11.103643990929704,7.8087602575007375
32.0,0.03333333333333333,0.0,0.0,120.0,0.0,11.092951247165534,7.797448010573261
33.0,0.03333333333333333,0.0,0.0,120.0,0.0,11.094945200302343,7.795125177160992
34.0,0.03333333333333333,0.0,0.0,120.0,0.0,11.099514739229026,7.792667570692248
35.0,0.03333333333333333,0.0,0.0,120.0,0.0,11.094369614512472,7.785643942173294
36.0,0.03333333333333333,0.0,0.0,120.0,0.0,11.096024565381708,7.791612044199706
37.0,0.03333333333333333,0.0,0.0,120.0,0.0,11.096080876795163,7.789655823774846
38.0,0.03333333333333333,0.0,0.0,120.0,0.0,11.103580498866213,7.790697989390123
39.0,0.03333333333333333,0.0,0.0,120.0,0.0,11.08204157218443,7.779121140501949
40.0,0.03333333333333333,0.0,0.0,120.0,0.0,11.018309901738473,7.695501648644713
41.0,0.0,0.0,0.0,120.0,0.0,10.959204081632652,7.597391251846525
42.0,0.0,0.0,0.0,120.0,0.0,10.945038926681784,7.583309254054381
43.0,0.0,0.0,0.0,120.0,0.0,10.905942554799697,7.547158775191813
44.0,0.0,0.0,0.0,120.0,0.0,10.897472411186698,7.53757632641958
45.0,0.0,0.0,0.0,120.0,0.0,10.81069425547997,6.989456769140527
