time,syllablesPerSecond,meanVoiceActivity,stDevVoiceActivity,meanPitch,stDevPitch,meanIntensity,stDevIntensity
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,0.0,0.003,0.054690035655501276,120.6,3.2310988842807022,11.058526455026454,10.963044085198307
31.0,0.0,0.003,0.05469003565550128,120.6,3.2310988842807027,11.07357067271353,10.959072216612855
32.0,0.0,0.003,0.05469003565550128,120.6,3.2310988842807027,11.091709372637943,10.966498062452851
33.0,0.0,0.003,0.054690035655501276,120.6,3.2310988842807027,11.137210884353742,10.981137149568305
34.0,0.0,0.003,0.054690035655501276,120.6,3.2310988842807027,11.176540060468632,10.991697808786071
35.0,0.0,0.003,0.054690035655501276,120.6,3.2310988842807027,11.201163643235072,10.994281312856321
36.0,0.0,0.003,0.054690035655501276,120.6,3.231098884280703,11.19997581254724,10.99224040196504
37.0,0.0,0.003,0.054690035655501276,120.6,3.231098884280703,11.208147770219199,10.995367870335867
38.0,0.0,0.003,0.054690035655501276,120.6,3.231098884280703,11.233515873015874,11.005884755375835
39.0,0.0,0.003,0.05469003565550127,120.6,3.231098884280703,11.258610733182161,11.011628221547893
40.0,0.0,0.003,0.05469003565550127,120.6,3.231098884280703,11.26108314436886,11.010868693872053
41.0,0.0,0.003,0.054690035655501276,120.6,3.231098884280703,11.26281783824641,11.011622755208363
42.0,0.0,0.003,0.054690035655501276,120.6,3.231098884280703,11.280068783068783,11.014116014234274
43.0,0.0,0.003,0.054690035655501276,120.6,3.231098884280703,11.303426681783824,11.01899293503937
