time,syllablesPerSecond,meanVoiceActivity,stDevVoiceActivity,meanPitch,stDevPitch,meanIntensity,stDevIntensity
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,0.03333333333333333,0.008666666666666666,0.09269064437987015,111.93333333333334,24.288451759815594,11.941805366591081,21.963518389106813
31.0,0.03333333333333333,0.014333333333333333,0.11886079626558493,109.1,27.875138265725848,14.052250944822374,35.71421146549622
32.0,0.06666666666666667,0.021333333333333333,0.1444929832975367,109.1,27.87513826572585,16.693996220710506,49.392420198857586
33.0,0.03333333333333333,0.037333333333333336,0.1895773075965464,106.56666666666666,30.13158180750261,36.59187112622827,230.46633789977716
34.0,0.03333333333333333,0.04466666666666667,0.20657094557453026,103.63333333333334,32.842536781165705,42.92486696900983,250.42718016528096
35.0,0.03333333333333333,0.06133333333333333,0.23994073342297584,101.03333333333333,34.490079088856206,69.55632577475434,437.8565654830684
36.0,0.0,0.062,0.2411555514600483,101.03333333333333,34.490079088856206,70.09062055933485,437.87516673754743
37.0,0.0,0.06333333333333334,0.24356153682842085,98.56666666666666,35.671354832071565,71.26522524565382,437.8897924044375
38.0,0.0,0.06333333333333334,0.24356153682842085,98.56666666666666,35.671354832071565,71.54559561602419,437.8626965122783
39.0,0.03333333333333333,0.06366666666666666,0.24415819097917282,98.56666666666666,35.671354832071565,71.6971186696901,437.8811631256468
40.0,0.0,0.06666666666666667,0.24944382578492943,96.3,36.39061234256256,74.17143348450492,438.8449245429054
41.0,0.03333333333333333,0.06633333333333333,0.24886386282910228,96.3,36.39061234256256,74.32382804232805,438.8260092084449
