time,respirationRate
0,17.4
1,17.2
2,15.0
3,15.5
4,15.9
5,16.2
6,16.3
7,16.4
8,16.4
9,16.5
10,16.4
11,16.2
12,16.1
13,16.0
14,15.6
15,15.0
16,14.6
17,14.2
18,14.2
19,14.2
20,14.2
21,14.2
22,14.3
23,14.5
24,14.7
25,15.0
26,15.3
27,15.5
28,15.7
29,15.8
30,16.0
31,16.1
32,16.2
33,16.3
34,16.5
35,16.7
36,16.9
37,17.2
38,17.7
39,18.0
40,18.1
41,18.2
42,18.2
43,18.3
44,18.0
45,17.8
46,17.7
47,17.8
48,17.9
49,18.1
50,18.4
51,18.6
52,19.0
53,19.2
54,19.4
55,19.5
56,19.4
57,19.4
58,19.8
59,20.1
60,20.6
61,21.0
62,21.3
63,21.2
64,21.2
65,21.1
66,21.5
67,21.9
68,22.5
69,22.9
70,23.3
71,23.4
72,23.5
73,23.5
74,23.4
75,23.3
76,23.1
77,22.8
78,22.6
79,22.6
80,22.8
81,22.9
82,23.1
83,23.5
84,24.1
85,24.6
86,24.6
87,24.6
88,24.6
89,24.5
90,24.3
91,24.1
92,23.4
93,22.9
94,22.4
95,21.9
96,21.3
97,20.8
98,20.4
99,20.1
100,19.8
101,19.9
102,20.3
103,20.7
104,21.1
105,21.5
106,21.5
107,21.2
108,21.0
109,20.8
110,20.6
111,20.4
112,20.3
113,20.1
114,20.0
115,20.4
116,20.7
117,21.0
118,21.3
119,21.6
120,21.8
121,21.3
122,21.1
123,20.9
124,20.5
125,20.1
126,19.8
127,19.8
128,19.7
129,19.6
130,19.6
131,19.9
132,20.1
133,20.3
134,20.4
135,20.5
136,20.8
137,21.3
138,21.7
139,21.8
140,21.9
141,22.1
142,22.6
143,22.9
144,22.9
145,22.7
146,22.8
147,22.9
148,23.1
149,23.1
150,23.1
151,23.2
152,23.5
153,23.7
154,23.6
155,23.4
156,23.2
157,22.8
158,22.5
159,22.1
160,21.9
161,21.7
162,21.6
163,21.8
164,22.0
165,21.9
166,21.5
167,21.5
168,21.8
169,22.1
170,22.3
171,22.3
172,22.3
173,22.2
174,22.2
175,22.1
176,21.9
177,21.7
178,21.5
179,21.2
180,20.8
181,20.7
182,20.7
183,20.7
184,21.2
185,21.5
186,22.3
187,23.0
188,23.5
189,23.5
190,23.5
191,23.4
192,23.4
193,23.3
194,22.9
195,22.4
196,22.0
197,21.7
198,21.5
199,21.4
200,21.5
201,21.6
202,21.7
203,21.9
204,22.1
205,21.7
206,21.4
207,21.4
208,21.7
209,21.9
210,22.0
211,21.9
212,21.9
213,21.7
214,21.4
215,21.2
216,21.4
217,21.6
218,21.7
219,21.6
220,21.6
221,21.9
222,22.4
223,22.8
224,22.7
225,22.6
226,22.6
227,22.8
228,23.0
229,22.9
230,22.8
231,23.0
232,23.2
233,23.3
234,22.8
235,22.4
236,22.0
237,21.8
238,21.6
239,21.5
240,21.2
241,21.0
242,21.1
243,21.5
244,21.8
245,22.0
246,22.1
247,22.2
248,22.2
249,22.2
250,22.2
251,22.1
252,22.0
253,22.0
254,21.9
255,21.9
256,21.9
257,22.0
258,22.1
259,22.1
260,22.2
261,22.3
262,22.0
263,21.8
264,21.6
265,21.9
266,22.1
267,22.2
268,22.3
269,22.3
270,22.5
271,22.6
272,22.8
273,22.6
274,22.7
275,14.9
