time,respirationRate
0,11.3
1,11.4
2,11.5
3,10.2
4,10.3
5,10.9
6,11.6
7,12.0
8,12.6
9,13.2
10,13.7
11,14.2
12,14.8
13,15.2
14,16.4
15,17.4
16,18.3
17,18.7
18,19.1
19,19.4
20,19.6
21,19.6
22,19.7
23,19.7
24,19.7
25,19.8
26,19.7
27,19.4
28,19.3
29,19.1
30,18.8
31,18.4
32,18.0
33,17.7
34,17.5
35,16.9
36,16.4
37,16.0
38,16.1
39,16.2
40,16.4
41,16.4
42,16.4
43,16.3
44,16.3
45,16.4
46,16.4
47,16.5
48,16.8
49,17.3
50,17.7
51,18.0
52,17.6
53,17.2
54,17.0
55,16.9
56,16.9
57,16.8
58,16.9
59,17.1
60,17.2
61,17.8
62,18.2
63,18.7
64,19.1
65,19.5
66,19.8
67,20.1
68,20.1
69,20.1
70,20.2
71,20.2
72,20.2
73,20.2
74,20.2
75,20.1
76,20.1
77,19.6
78,19.3
79,19.0
80,18.7
81,18.3
82,18.2
83,18.0
84,18.0
85,18.0
86,17.9
87,17.9
88,17.8
89,17.8
90,17.8
91,17.7
92,17.6
93,17.5
94,17.5
95,17.5
96,17.5
97,17.6
98,17.7
99,17.9
100,17.9
101,17.6
102,17.3
103,17.1
104,16.9
105,16.8
106,16.7
107,16.6
108,16.5
109,16.4
110,16.2
111,16.0
112,15.9
113,15.8
114,15.9
115,15.9
116,16.0
117,16.2
118,16.4
119,16.5
120,16.9
121,17.1
122,17.4
123,17.5
124,17.5
125,17.5
126,17.9
127,18.3
128,18.6
129,18.9
130,19.1
131,19.3
132,19.4
133,19.4
134,19.3
135,19.3
136,19.3
137,19.2
138,19.0
139,18.9
140,18.8
141,18.5
142,18.2
143,17.9
144,17.7
145,17.3
146,16.8
147,16.5
148,16.7
149,16.8
150,16.9
151,17.0
152,16.9
153,16.9
154,16.8
155,16.8
156,16.7
157,16.7
158,16.6
159,16.6
160,16.0
161,15.6
162,15.1
163,14.9
164,14.9
165,14.9
166,14.9
167,14.9
168,14.6
169,14.2
170,13.8
171,13.5
172,13.7
173,13.9
174,14.0
175,14.1
176,14.2
177,14.1
178,13.9
179,13.7
180,13.6
181,13.6
182,13.8
183,13.9
184,14.1
185,14.5
186,14.8
187,15.0
188,15.4
189,15.8
190,16.1
191,16.4
192,16.3
193,15.8
194,15.6
195,15.4
196,15.2
197,15.0
198,14.9
199,14.8
200,15.1
201,15.3
202,15.5
203,16.1
204,16.5
205,17.0
206,17.6
207,18.0
208,18.3
209,18.6
210,18.7
211,18.7
212,18.7
213,18.7
214,18.8
215,18.8
216,18.7
217,18.6
218,18.5
219,18.3
220,18.2
221,18.0
222,17.9
223,17.6
224,17.4
225,17.2
226,17.0
227,16.6
228,16.2
229,15.8
230,15.5
231,15.2
232,15.1
233,15.0
234,14.9
235,14.8
236,14.8
237,14.8
238,14.8
239,15.0
240,15.4
241,15.7
242,16.1
243,16.2
244,16.0
245,15.8
246,15.6
247,15.4
248,15.2
249,15.0
250,14.9
251,14.7
252,14.6
253,14.5
254,14.3
255,14.2
256,14.2
257,14.1
258,13.5
259,12.7
260,12.3
261,12.4
262,12.4
263,12.4
264,12.6
265,12.9
266,13.1
267,13.2
268,13.4
269,13.5
270,13.6
271,13.4
272,13.3
273,13.3
274,13.2
275,13.1
276,13.1
277,13.1
278,13.0
279,12.9
280,12.7
281,12.7
282,12.6
283,12.6
284,12.6
285,12.7
286,12.7
287,12.9
288,13.0
289,13.5
290,14.1
291,14.7
292,15.3
293,15.9
294,16.4
295,16.7
296,17.1
297,17.2
298,17.3
299,17.4
300,17.5
301,17.5
302,17.5
303,17.5
304,17.5
305,17.8
306,18.1
307,18.3
308,18.4
309,18.5
310,18.6
311,18.4
312,18.0
313,17.7
314,17.7
315,17.9
316,18.1
317,18.3
318,18.1
319,17.8
320,17.6
321,17.4
322,17.0
323,16.5
324,16.2
325,15.9
326,15.6
327,15.3
328,15.0
329,14.8
330,15.1
331,15.2
332,15.4
333,15.5
334,15.5
335,15.4
336,15.3
337,15.3
338,15.3
339,15.4
340,15.5
341,15.5
342,15.5
343,15.6
344,15.6
345,16.0
346,16.3
347,16.6
348,16.8
349,16.7
350,16.5
351,16.4
352,16.3
353,16.2
354,16.1
355,16.4
356,16.8
357,17.2
358,17.8
359,18.3
360,18.7
361,18.8
362,18.7
363,18.6
364,18.6
365,18.2
366,17.9
367,17.6
368,17.5
369,17.3
370,17.2
371,16.9
372,16.6
373,16.4
374,16.2
375,16.2
376,16.3
377,16.3
378,16.4
379,16.4
380,16.4
381,16.5
382,16.3
383,16.1
384,16.1
385,16.0
386,16.0
387,16.1
388,16.1
389,16.3
390,16.5
391,16.6
392,16.7
393,16.8
394,16.9
395,16.9
396,17.0
397,17.0
398,17.0
399,17.0
400,16.9
401,16.9
402,16.9
403,17.0
404,17.0
405,17.1
406,17.2
407,17.2
408,17.5
409,17.9
410,18.3
411,18.4
412,18.3
413,18.2
414,18.2
415,18.0
416,17.6
417,17.2
418,17.1
419,17.2
420,17.4
421,17.7
422,17.9
423,18.3
424,18.7
425,19.0
426,19.3
427,19.5
428,19.7
429,19.8
430,19.9
431,19.9
432,20.0
433,20.0
434,20.0
435,20.0
436,19.9
437,20.0
438,20.1
439,20.2
440,20.4
441,20.6
442,20.6
443,20.5
444,20.4
445,20.3
446,19.9
447,19.6
448,19.6
449,19.5
450,19.5
451,19.5
452,19.3
453,19.2
454,19.1
455,18.9
456,18.6
457,18.5
458,18.3
459,18.2
460,18.1
461,17.6
462,17.2
463,17.2
464,16.8
465,16.7
466,16.8
467,16.8
468,17.1
469,17.4
470,17.7
471,18.0
472,18.3
473,18.5
474,18.7
475,18.9
476,19.0
477,19.1
478,19.1
479,19.1
480,19.1
481,19.1
482,19.1
483,19.1
484,19.0
485,18.9
486,18.7
487,18.6
488,18.5
489,18.4
490,18.1
491,17.8
492,17.5
493,17.3
494,17.2
495,17.2
496,17.2
497,17.2
498,17.3
499,17.4
500,17.5
501,17.5
502,17.5
503,17.5
504,17.5
505,17.9
506,18.2
507,18.4
508,18.4
509,18.4
510,18.5
511,18.8
512,19.0
513,19.4
514,19.6
515,19.8
516,19.8
517,19.8
518,20.0
519,20.3
520,20.7
