time,meanIntensity,stDevIntensity,meanPitch,stDevPitch,stDevVoiceActivity,meanVoiceActivity,syllablesPerSecond,filledPauses
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,246.2868278974566,122.52013142977415,0.0,0.0,0.0,0.0,0.0,0.0
6.0,230.42950710245975,97.50672857675997,0.0,0.0,0.0,0.0,0.0,0.0
7.0,241.4776339623225,97.73295599640538,0.0,0.0,0.0,0.0,0.0,0.0
8.0,241.00947892965632,99.71621420032736,0.0,0.0,0.0,0.0,0.0,0.0
9.0,214.20771862513806,89.86924917441634,0.0,0.0,0.0,0.0,0.0,0.0
10.0,234.50381716350876,106.93377342122527,0.0,0.0,0.0,0.0,0.0,0.0
11.0,245.8713624773253,111.09679735881218,0.0,0.0,0.0,0.0,0.0,0.0
12.0,247.33573824426787,118.02469160298337,0.0,0.0,0.0,0.0,0.0,0.0
13.0,244.7687006586488,118.09532053610467,0.0,0.0,0.0,0.0,0.0,0.0
14.0,229.35078575041487,116.14748631678657,0.0,0.0,0.0,0.0,0.0,0.0
15.0,1139.0752816654492,3153.059315205615,0.0,0.0,0.2918287168871494,0.094,0.6,0.0
16.0,1449.950928369494,3203.1697934735093,175.08791716523493,39.01794506727664,0.36474100400146947,0.158,1.0,0.0
17.0,1439.4626685525348,3208.3406716431086,0.0,0.0,0.34278856457005674,0.136,0.8,0.0
18.0,1417.2987655525503,3216.7666067856117,0.0,0.0,0.3427885645700568,0.136,0.8,0.0
19.0,1423.126098828558,3214.6181831383374,0.0,0.0,0.3628553430776512,0.156,1.0,0.0
20.0,478.2809152243597,969.44257398216,167.31816152346394,40.283647677776756,0.26817158686184495,0.078,0.4,0.0
21.0,137.7159472552387,112.99918492845339,0.0,0.0,0.0,0.0,0.0,0.0
22.0,127.41096074023328,51.170966783200214,0.0,0.0,0.0,0.0,0.0,0.0
23.0,147.1856393212884,64.60051680315253,0.0,0.0,0.0,0.0,0.0,0.0
24.0,168.93265009945148,96.94903032726377,0.0,0.0,0.0,0.0,0.0,0.0
25.0,171.06397285827347,95.83259106444568,0.0,0.0,0.0,0.0,0.0,0.0
26.0,1158.4138192414387,3564.774043920654,0.0,0.0,0.3226081214104815,0.118,0.6,0.0
27.0,1951.5353319374537,4447.86156429667,0.0,0.0,0.43067853440820564,0.246,1.2,0.0
28.0,2742.701509661793,4707.104045453989,0.0,0.0,0.4838636171484688,0.374,2.0,0.0
29.0,3207.5067237686444,4728.850094459213,0.0,0.0,0.4999639987039067,0.506,2.8,0.0
30.0,4123.470174986863,4673.486716627294,0.0,0.0,0.4564909637659874,0.704,3.4,0.0
