time,meanIntensity,stDevIntensity,meanPitch,stDevPitch,stDevVoiceActivity,meanVoiceActivity,syllablesPerSecond,filledPauses
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,201.12443661824813,71.54282157422804,0.0,0.0,0.0,0.0,0.0,0.0
6.0,209.5482207764461,72.72536697484131,0.0,0.0,0.0,0.0,0.0,0.0
7.0,230.32170938541165,86.5307926202937,0.0,0.0,0.0,0.0,0.0,0.0
8.0,220.30577522955736,88.67161413262254,0.0,0.0,0.0,0.0,0.0,0.0
9.0,227.59179834475455,91.18348247773538,0.0,0.0,0.0,0.0,0.0,0.0
10.0,255.22697002237075,110.54799367731499,0.0,0.0,0.0,0.0,0.0,0.0
11.0,253.90062125821044,119.46239171953815,0.0,0.0,0.0,0.0,0.0,0.0
12.0,238.3848412666074,112.84335704171534,0.0,0.0,0.0,0.0,0.0,0.0
13.0,235.37000317439913,111.17448328449518,0.0,0.0,0.0,0.0,0.0,0.0
14.0,209.11646694829648,113.2128253805807,0.0,0.0,0.0,0.0,0.0,0.0
15.0,165.79822001614713,80.25606377878326,0.0,0.0,0.0,0.0,0.0,0.0
16.0,141.32245065245579,51.07858453226778,0.0,0.0,0.0,0.0,0.0,0.0
17.0,122.08646845709295,29.71506684247956,0.0,0.0,0.0,0.0,0.0,0.0
18.0,111.1975149339621,12.132999899869501,0.0,0.0,0.0,0.0,0.0,0.0
19.0,127.01779452067322,42.38480020309122,0.0,0.0,0.0,0.0,0.0,0.0
20.0,136.89577951393434,49.413883259214415,0.0,0.0,0.0,0.0,0.0,0.0
21.0,136.9325686087641,49.45510671133671,0.0,0.0,0.0,0.0,0.0,0.0
22.0,188.17275839883396,257.74974893917295,0.0,0.0,0.19595917942265426,0.04,0.2,0.0
23.0,251.26424232200722,403.29584480605627,0.0,0.0,0.27436472076416824,0.082,0.6,0.0
24.0,234.14227965127264,406.5229213674987,0.0,0.0,0.2743647207641683,0.082,0.6,0.0
25.0,222.58901196096116,408.5411884635989,0.0,0.0,0.27436472076416824,0.082,0.6,0.0
26.0,221.86355541229506,408.73093098459566,0.0,0.0,0.27436472076416824,0.082,0.6,0.0
27.0,170.69623067860113,328.16590895309525,196.25029394300586,2.157292509083171,0.20058913230780975,0.042,0.2,0.0
28.0,106.14060588970688,9.731147874854903,0.0,0.0,0.0,0.0,0.0,0.0
29.0,106.07891534183986,9.401993718630317,0.0,0.0,0.0,0.0,0.0,0.0
30.0,106.64133357122886,9.077422866426785,0.0,0.0,0.0,0.0,0.0,0.0
31.0,108.64241273085234,9.568847508474846,0.0,0.0,0.0,0.0,0.0,0.0
