time,meanIntensity,stDevIntensity,meanPitch,stDevPitch,stDevVoiceActivity,meanVoiceActivity,syllablesPerSecond,filledPauses
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,16.276145334752336,9.12218265537524,0.0,0.0,0.0,0.0,0.0,0.0
6.0,12.900881398494798,1.8678416379878857,0.0,0.0,0.0,0.0,0.0,0.0
7.0,12.849875845423792,1.6395301190165503,0.0,0.0,0.0,0.0,0.0,0.0
8.0,12.754769947324768,1.6219455322672867,0.0,0.0,0.0,0.0,0.0,0.0
9.0,12.745461965920397,1.652106866520997,0.0,0.0,0.0,0.0,0.0,0.0
10.0,12.769000533709091,1.6830092556838168,0.0,0.0,0.0,0.0,0.0,0.0
11.0,72.57526332479082,320.6320223306048,0.0,0.0,0.0,0.0,0.0,0.0
12.0,76.00887014964911,320.7054380273937,0.0,0.0,0.0,0.0,0.0,0.0
13.0,95.99633064207826,327.5477622309238,0.0,0.0,0.19119623427253996,0.038,0.2,0.0
14.0,126.07682073333606,326.88825887222293,0.0,0.0,0.28329489935401236,0.088,0.6,0.0
15.0,147.07262451953082,324.97150378671614,0.0,0.0,0.35108973211986705,0.144,1.0,0.0
16.0,168.70834889505377,270.24305414027566,0.0,0.0,0.41559114523772045,0.222,1.8,0.0
17.0,310.07445714486863,401.07147046659077,0.0,0.0,0.47093099282166595,0.332,2.4,0.0
18.0,417.58738868254085,477.4971654134948,0.0,0.0,0.49030194778320024,0.402,3.0,0.0
19.0,477.18215851087535,491.29998034373045,117.73410965034437,11.123461587254724,0.4932301693935601,0.418,3.0,0.0
20.0,462.5160053562483,501.71213885736034,0.0,0.0,0.4863578929142613,0.384,2.8,0.0
21.0,398.84096843679527,477.3300149658818,0.0,0.0,0.4687472666586974,0.326,2.4,0.0
22.0,255.63852278416218,406.73504499657827,0.0,0.0,0.41559114523772045,0.222,1.8,0.0
23.0,128.77223622685133,247.31261033441862,0.0,0.0,0.30783761953341565,0.106,0.8,0.0
24.0,39.161087840776915,55.95220330498621,0.0,0.0,0.2137662274541982,0.048,0.6,0.0
25.0,32.958044377756565,50.82043200531187,167.64833347801527,7.962905856133932,0.14668333238647124,0.022,0.2,0.0
26.0,15.439122386155889,7.125573911862681,0.0,0.0,0.0,0.0,0.0,0.0
27.0,13.327865832950039,2.3857334480018357,0.0,0.0,0.0,0.0,0.0,0.0
28.0,13.290018323049113,2.2539504856169614,0.0,0.0,0.0,0.0,0.0,0.0
29.0,13.1387780478383,2.0032291571113063,0.0,0.0,0.0,0.0,0.0,0.0
30.0,13.096619845723545,2.001639543348933,0.0,0.0,0.0,0.0,0.0,0.0
