time,meanIntensity,stDevIntensity,meanPitch,stDevPitch,stDevVoiceActivity,meanVoiceActivity,syllablesPerSecond,filledPauses
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,12.3179802073557,1.079971290178813,0.0,0.0,0.0,0.0,0.0,0.0
6.0,12.932964320289082,2.068863461335437,0.0,0.0,0.0,0.0,0.0,0.0
7.0,12.915182856653542,2.0048813642885137,0.0,0.0,0.0,0.0,0.0,0.0
8.0,13.042000159665658,1.9764227857482046,0.0,0.0,0.0,0.0,0.0,0.0
9.0,13.180550243124575,1.9376394820480958,0.0,0.0,0.0,0.0,0.0,0.0
10.0,13.61180980996094,2.230210406969684,0.0,0.0,0.0,0.0,0.0,0.0
11.0,13.021601316711557,1.647609774636432,0.0,0.0,0.0,0.0,0.0,0.0
12.0,12.985316328201849,1.621364166773259,0.0,0.0,0.0,0.0,0.0,0.0
13.0,13.207377938338555,2.0476350416344506,0.0,0.0,0.0,0.0,0.0,0.0
14.0,13.067055602917662,2.0930300165796734,0.0,0.0,0.0,0.0,0.0,0.0
15.0,12.612698618270846,1.641338706160973,0.0,0.0,0.0,0.0,0.0,0.0
16.0,12.823052104052442,1.8994049783823506,0.0,0.0,0.0,0.0,0.0,0.0
17.0,12.783053555610437,1.9219460159621955,0.0,0.0,0.0,0.0,0.0,0.0
18.0,12.428346540631622,1.3869291837561672,0.0,0.0,0.0,0.0,0.0,0.0
19.0,13.026556578282522,2.130863981857182,0.0,0.0,0.0,0.0,0.0,0.0
20.0,13.254510394639777,2.1852842203146454,0.0,0.0,0.0,0.0,0.0,0.0
21.0,13.106438596329436,1.9835798671476625,0.0,0.0,0.0,0.0,0.0,0.0
22.0,13.295615071155343,1.9673678370344323,0.0,0.0,0.0,0.0,0.0,0.0
23.0,13.474246564321671,1.9776185144557852,0.0,0.0,0.0,0.0,0.0,0.0
24.0,12.99380533159563,1.2973934666546096,0.0,0.0,0.0,0.0,0.0,0.0
25.0,12.930784045064447,1.2015018711373664,0.0,0.0,0.0,0.0,0.0,0.0
26.0,13.356865415944078,1.501185699790341,0.0,0.0,0.0,0.0,0.0,0.0
27.0,13.108513723261426,1.5703174812789062,0.0,0.0,0.0,0.0,0.0,0.0
28.0,12.895572699958702,1.5281991761348497,0.0,0.0,0.0,0.0,0.0,0.0
29.0,13.093196517181998,1.689930018034643,0.0,0.0,0.0,0.0,0.0,0.0
30.0,12.976199199942192,1.715233241200427,0.0,0.0,0.0,0.0,0.0,0.0
31.0,12.621314081864421,1.4114893820012713,0.0,0.0,0.0,0.0,0.0,0.0
32.0,43.74446250928007,125.06380075187366,0.0,0.0,0.15304901175767194,0.024,0.2,0.0
