time,respirationRate
0,9.5
1,9.5
2,9.5
3,9.5
4,9.8
5,10.2
6,10.6
7,11.3
8,11.3
9,11.3
10,12.0
11,12.45
12,12.9
13,13.45
14,14.0
15,14.35
16,14.7
17,15.6
18,15.6
19,15.6
20,16.2
21,16.7
22,17.2
23,17.550000000000004
24,17.900000000000006
25,18.050000000000004
26,18.2
27,18.5
28,18.5
29,18.5
30,19.0
31,19.1
32,19.200000000000006
33,19.150000000000006
34,19.1
35,19.05
36,19.0
37,18.6
38,18.6
39,18.6
40,18.2
41,17.9
42,17.6
43,17.5
44,17.400000000000002
45,17.25
46,17.1
47,17.2
48,17.2
49,17.2
50,17.0
51,17.05
52,17.1
53,17.450000000000003
54,17.8
55,18.1
56,18.4
57,19.3
58,19.3
59,19.3
60,19.700000000000006
61,19.800000000000004
62,19.9
63,19.95
64,20.0
65,19.9
66,19.8
67,19.6
68,19.6
69,19.6
70,19.700000000000006
71,19.650000000000006
72,19.6
73,19.35
74,19.1
75,19.05
76,19.0
77,18.9
78,18.9
79,18.9
80,19.4
81,19.65
82,19.9
83,19.95
84,20.0
85,20.2
86,20.4
87,20.4
88,20.4
89,20.4
90,20.200000000000006
91,20.0
92,19.9
93,19.8
94,19.55
95,19.3
96,18.9
97,18.9
98,18.9
99,18.2
100,18.2
101,18.2
102,18.5
103,18.8
104,18.9
105,19.0
106,19.5
107,19.5
108,19.5
109,20.200000000000006
110,20.9
111,21.050000000000004
112,21.200000000000006
113,21.500000000000004
114,21.8
115,22.3
116,22.3
117,22.3
118,22.5
119,22.25
120,22.0
121,21.65
122,21.3
123,21.000000000000004
124,20.700000000000006
125,19.8
126,19.8
127,19.8
128,18.8
129,18.450000000000003
130,18.1
131,17.8
132,17.5
133,17.05
134,16.6
135,15.6
136,15.6
137,15.6
138,14.6
139,14.35
140,14.1
141,13.85
142,13.6
143,13.35
144,13.1
145,13.0
146,13.0
147,13.0
148,13.2
149,13.3
150,13.4
151,13.600000000000001
152,13.8
153,14.2
154,14.6
155,15.2
156,15.2
157,15.2
158,16.1
159,16.35
160,16.6
161,16.65
162,16.7
163,16.75
164,16.8
165,16.900000000000002
166,16.900000000000002
167,16.900000000000002
168,16.8
169,16.55
170,16.3
171,16.1
172,15.9
173,15.55
174,15.2
175,14.9
176,14.9
177,14.9
178,14.6
179,14.75
180,14.9
181,15.5
182,16.1
183,16.950000000000003
184,17.8
185,19.0
186,19.0
187,19.0
188,20.4
189,21.050000000000004
190,21.700000000000006
191,22.250000000000004
192,22.8
193,23.450000000000003
194,24.1
195,25.0
196,25.0
197,25.0
198,25.5
199,25.55
200,25.6
201,25.400000000000006
202,25.200000000000006
203,24.700000000000006
204,24.200000000000006
205,23.9
206,23.9
207,23.9
208,23.3
209,23.200000000000003
210,23.1
211,23.0
212,22.9
213,22.65
214,22.4
215,22.0
216,22.0
217,22.0
218,21.6
219,21.25
220,20.9
221,20.45
222,20.0
223,19.75
224,19.5
225,19.1
226,19.1
227,19.1
228,19.0
229,18.95
230,18.9
231,18.85
232,18.8
233,18.75
234,18.7
235,18.9
236,18.9
237,18.9
238,19.4
239,19.65
240,19.9
241,20.25
242,20.6
243,20.900000000000006
244,21.200000000000006
245,21.5
246,21.5
247,21.5
248,22.1
249,22.150000000000006
250,22.200000000000006
251,22.300000000000004
252,22.4
253,22.65
254,22.9
255,23.0
256,23.0
257,23.0
258,23.1
259,23.3
260,23.5
261,23.5
262,23.5
263,23.55
264,23.6
265,23.3
266,23.3
267,23.3
268,22.8
269,22.700000000000003
270,22.6
271,22.5
272,22.4
273,22.35
274,22.3
275,22.200000000000006
276,22.200000000000006
277,22.200000000000006
278,22.1
279,22.05
280,22.0
281,21.95
282,21.9
283,21.7
284,21.5
285,21.200000000000006
286,21.200000000000006
287,21.200000000000006
288,20.8
289,20.700000000000003
290,20.6
291,20.450000000000003
292,20.3
293,20.200000000000003
294,20.1
295,19.9
296,19.9
297,19.9
298,19.700000000000006
299,19.450000000000006
300,19.200000000000006
301,19.150000000000006
302,19.1
303,19.05
304,19.0
305,19.200000000000006
306,19.200000000000006
307,19.200000000000006
308,19.4
309,19.45
310,19.5
311,19.75
312,20.0
313,20.05
314,20.1
315,20.5
316,20.5
317,20.5
318,20.8
319,20.950000000000003
320,21.1
321,21.1
322,21.1
323,21.25
324,21.4
325,21.4
326,21.4
327,21.4
328,21.3
329,21.3
330,21.3
331,21.15
332,21.0
333,21.0
334,21.0
335,20.700000000000006
336,20.700000000000006
337,20.700000000000006
338,20.4
339,20.300000000000004
340,20.200000000000006
341,20.250000000000004
342,20.3
343,20.450000000000003
344,20.6
345,21.0
346,21.0
347,21.0
348,21.3
349,21.250000000000004
350,21.200000000000006
351,21.050000000000004
352,20.9
353,20.6
354,20.3
355,19.8
356,19.8
357,19.8
358,19.0
359,18.65
360,18.3
361,17.85
362,17.400000000000002
363,16.3
364,15.2
365,15.2
366,15.2
367,14.0
368,13.45
369,12.9
370,12.4
371,11.9
372,11.75
373,11.6
374,11.7
375,11.7
376,11.7
377,12.0
378,12.3
379,12.9
380,13.0
381,13.1
382,13.3
383,13.3
384,13.3
385,13.4
386,13.5
387,13.6
388,13.8
389,14.0
390,13.9
391,13.8
392,13.7
393,13.7
394,13.7
395,13.5
396,13.45
397,13.4
398,13.3
399,13.2
400,13.3
401,13.4
402,13.9
403,13.9
404,13.9
405,14.6
406,15.05
407,15.5
408,15.8
409,16.1
410,16.8
411,17.6
412,17.6
413,17.6
414,17.900000000000006
415,18.050000000000004
416,18.2
417,18.65
418,19.1
419,19.9
420,20.3
421,20.3
422,20.3
423,20.4
424,20.4
425,20.4
426,20.75
427,21.1
428,21.4
429,21.9
430,21.9
431,21.9
432,22.4
433,22.65
434,22.9
435,22.65
436,22.4
437,22.2
438,22.0
439,21.9
440,21.9
441,21.9
442,22.4
443,23.1
444,23.150000000000006
445,23.200000000000006
446,23.400000000000006
447,23.6
448,23.6
449,23.6
450,23.6
451,23.700000000000006
452,23.700000000000006
453,23.700000000000006
454,23.700000000000006
455,23.700000000000006
456,23.550000000000004
457,23.4
458,22.9
459,22.9
460,22.9
461,21.8
462,21.000000000000004
463,20.200000000000006
464,19.650000000000006
465,19.1
466,18.75
467,18.4
468,17.8
469,17.8
470,17.8
471,18.1
472,18.25
473,18.4
474,18.65
475,18.9
476,19.300000000000004
477,19.700000000000006
478,20.5
479,20.5
480,20.5
481,21.1
482,21.55
483,22.0
484,22.4
485,22.8
486,23.1
487,23.4
488,24.0
489,24.0
490,24.0
491,24.5
492,24.75
493,25.0
494,25.25
495,25.5
496,24.35
497,23.200000000000006
498,21.200000000000006
499,21.200000000000006
500,21.200000000000006
501,19.4
502,18.6
503,17.8
504,17.200000000000003
505,16.6
506,16.05
507,15.5
508,14.6
509,14.6
510,14.6
511,14.3
512,14.350000000000001
513,14.4
514,14.45
515,14.5
