time,respirationRate
0,18.0
1,17.9
2,17.8
3,17.8
4,17.7
5,17.5
6,17.4
7,17.3
8,17.2
9,16.8
10,16.6
11,16.4
12,16.4
13,16.4
14,16.4
15,16.8
16,17.1
17,17.3
18,18.1
19,18.5
20,18.6
21,18.5
22,18.4
23,18.7
24,19.1
25,19.4
26,19.7
27,19.9
28,19.8
29,19.6
30,19.7
31,20.6
32,20.8
33,21.0
34,21.2
35,22.1
36,22.5
37,22.8
38,23.1
39,23.4
40,23.7
41,24.0
42,24.4
43,24.6
44,24.3
45,24.1
46,24.0
47,24.0
48,24.0
49,24.0
50,24.0
51,24.3
52,24.7
53,25.0
54,25.3
55,25.5
56,25.7
57,25.9
58,26.0
59,26.1
60,26.1
61,26.1
62,26.1
63,26.1
64,26.1
65,26.0
66,26.0
67,26.1
68,26.2
69,26.3
70,26.3
71,26.4
72,26.4
73,26.5
74,26.5
75,26.5
76,26.4
77,26.4
78,26.4
79,26.3
80,26.2
81,26.2
82,26.5
83,26.6
84,26.3
85,26.1
86,25.9
87,25.8
88,25.6
89,25.4
90,25.4
91,25.5
92,25.6
93,25.7
94,25.7
95,25.6
96,25.5
97,25.4
98,25.1
99,24.8
100,25.2
101,25.7
102,25.3
103,25.0
104,24.9
105,24.9
106,24.9
107,24.9
108,24.9
109,24.9
110,24.9
111,24.9
112,24.7
113,24.6
114,24.5
115,24.4
116,24.3
117,24.1
118,24.0
119,24.0
120,24.0
121,24.1
122,24.4
123,24.9
124,25.3
125,25.4
126,25.3
127,25.3
128,25.3
129,25.4
130,25.4
131,25.4
132,25.2
133,25.1
134,25.1
135,24.8
136,24.5
137,24.2
138,24.2
139,24.1
140,24.3
141,24.5
142,24.8
143,24.4
144,24.2
145,24.0
146,23.8
147,23.6
148,23.7
149,23.9
150,23.8
151,23.6
152,23.5
153,23.2
154,22.9
155,23.0
156,23.3
157,23.5
158,23.7
159,24.0
160,24.3
161,24.6
162,24.8
163,25.0
164,25.0
165,25.0
166,25.0
167,25.1
168,25.1
169,25.0
170,25.0
171,24.8
172,24.6
173,24.4
174,24.4
175,24.4
176,24.8
177,25.2
178,25.2
179,25.1
180,25.0
181,25.0
182,24.9
183,24.8
184,24.8
185,24.8
186,24.7
187,24.6
188,24.5
189,24.4
190,24.4
191,24.2
192,24.0
193,23.9
194,23.7
195,23.5
196,23.3
197,23.2
198,23.0
199,23.5
200,23.7
201,23.5
202,23.3
203,23.2
204,22.9
205,22.7
206,22.6
207,22.7
208,22.8
209,23.3
210,23.8
211,23.8
212,23.6
213,23.5
214,23.6
215,23.8
216,23.4
217,23.1
218,23.1
219,23.2
220,23.3
221,23.5
222,23.6
223,23.7
224,23.7
225,23.8
226,23.8
227,23.9
228,23.9
229,23.8
230,23.8
231,23.6
232,23.5
233,23.4
234,23.2
235,23.0
236,22.8
237,22.9
238,23.0
239,23.0
240,22.9
241,22.8
242,22.8
243,22.8
244,23.0
245,23.2
246,23.4
247,23.3
248,22.8
249,22.7
250,22.9
251,23.0
252,23.5
253,23.8
254,24.6
255,25.2
256,25.7
257,26.1
258,26.4
259,26.6
260,26.6
261,26.8
262,27.0
263,27.1
264,27.3
265,27.3
266,27.4
267,27.4
268,27.4
269,27.4
270,27.3
271,27.2
272,27.1
273,26.9
