time,respirationRate
0,29.0
1,28.9
2,28.8
3,28.5
4,28.2
5,28.0
6,27.8
7,27.4
8,27.2
9,27.1
10,27.1
11,27.1
12,27.1
13,27.0
14,27.0
15,27.0
16,27.1
17,27.1
18,26.9
19,26.8
20,26.6
21,26.4
22,26.4
23,26.3
24,26.3
25,26.6
26,27.1
27,27.2
28,27.0
29,26.7
30,26.3
31,26.2
32,26.5
33,26.6
34,27.0
35,27.2
36,27.2
37,27.0
38,26.8
39,26.4
40,26.0
41,25.4
42,24.6
43,24.0
44,23.5
45,23.1
46,23.0
47,23.0
48,23.2
49,23.5
50,24.0
51,24.5
52,25.1
53,25.7
54,26.2
55,26.5
56,26.8
57,27.0
58,27.2
59,27.3
60,27.3
61,27.4
62,27.3
63,27.2
64,27.2
65,26.9
66,26.6
67,26.4
68,25.9
69,25.5
70,25.3
71,25.3
72,25.2
73,25.1
74,25.0
75,25.4
76,25.7
77,26.3
78,26.8
79,27.0
80,27.2
81,27.2
82,27.0
83,26.9
84,26.2
85,25.2
86,24.6
87,24.2
88,23.9
89,23.9
90,24.0
91,24.2
92,24.5
93,25.0
94,25.6
95,26.1
96,26.5
97,26.8
98,27.0
99,27.1
100,27.2
101,27.1
102,27.0
103,26.9
104,26.7
105,26.8
106,26.8
107,26.8
108,26.8
109,26.7
110,26.4
111,26.2
112,26.4
113,26.6
114,27.0
115,27.5
116,27.8
117,28.0
118,28.0
119,28.1
120,28.1
121,28.1
122,28.0
123,27.9
124,27.8
125,27.8
126,27.7
127,27.7
128,27.7
129,27.7
130,27.7
131,27.7
132,27.7
133,27.7
134,27.7
135,27.7
136,27.7
137,27.6
138,27.6
139,27.4
140,27.3
141,27.2
142,27.2
143,27.1
144,26.8
145,26.7
146,26.7
147,26.8
148,26.8
149,27.2
150,27.4
151,27.0
152,26.7
153,27.0
154,27.4
155,27.8
156,28.2
157,28.4
158,28.7
159,28.8
160,28.9
161,28.9
162,28.9
163,28.9
164,28.8
165,28.6
166,28.3
167,28.1
168,27.6
169,27.1
170,26.8
171,26.6
172,26.4
173,25.7
174,25.1
175,24.6
176,24.0
177,23.6
178,23.3
179,23.0
180,22.8
181,23.2
182,23.4
183,23.3
184,23.3
185,23.4
186,23.7
187,24.0
188,23.7
189,23.4
190,23.4
191,23.4
192,23.5
193,23.2
194,22.7
195,22.4
196,22.3
197,22.2
198,22.1
199,22.1
200,21.9
201,21.8
202,21.8
203,21.8
204,21.8
205,21.8
206,21.7
207,21.6
208,21.6
209,21.6
210,21.6
211,21.7
212,21.8
213,22.1
214,22.6
215,22.9
216,23.3
217,23.7
218,24.4
219,24.9
220,25.3
221,25.6
222,25.9
223,26.0
224,26.0
225,26.0
226,26.0
227,25.8
228,25.6
229,25.3
230,25.4
231,25.4
232,25.7
233,25.9
234,26.1
235,25.8
236,25.5
237,25.3
238,25.1
239,24.9
240,24.8
241,24.4
242,24.2
243,23.9
244,23.6
245,23.6
246,23.6
247,23.6
248,23.6
249,23.7
250,24.3
251,24.8
252,25.2
253,25.2
254,25.2
255,25.1
256,24.8
257,24.6
258,24.7
259,24.7
260,24.7
261,24.6
262,24.5
263,24.0
264,23.6
265,23.4
266,23.5
267,23.6
268,23.7
269,23.7
270,24.4
271,24.9
272,25.3
273,25.6
274,25.6
275,25.9
276,26.0
277,26.1
278,23.1
279,22.9
280,22.7
281,22.5
282,22.4
283,22.3
284,22.3
285,22.3
286,22.3
287,22.3
288,22.4
289,22.3
290,22.3
291,22.3
292,22.4
293,22.5
294,22.8
295,23.2
296,23.9
297,24.8
298,25.5
299,25.9
300,26.3
301,26.5
302,26.5
303,26.6
304,26.7
305,26.7
306,26.7
307,26.6
308,26.4
309,26.2
310,25.9
311,25.6
312,25.6
313,25.8
314,26.0
315,26.3
316,26.1
317,25.9
318,25.7
319,25.4
320,25.2
321,24.9
322,24.6
323,24.3
324,24.3
325,24.3
326,24.3
327,24.3
328,24.5
329,24.7
330,24.6
331,24.5
332,24.4
333,24.9
334,25.3
335,25.4
336,25.2
337,25.1
338,24.6
339,24.2
340,24.1
341,24.2
342,24.2
343,24.1
344,24.0
345,23.9
346,23.6
347,23.4
348,23.3
349,23.2
350,23.1
351,23.0
352,22.9
353,22.8
354,22.6
355,22.5
356,22.4
357,22.3
358,22.2
359,22.0
360,21.9
361,21.7
362,21.6
363,21.6
364,21.5
365,21.4
366,21.1
367,20.7
368,20.3
369,20.0
370,19.7
371,19.5
372,18.9
373,18.4
374,18.1
375,17.9
376,17.7
377,17.7
378,17.7
379,18.2
380,18.6
381,18.9
382,19.2
383,19.3
384,19.4
385,19.4
386,19.6
387,19.7
388,19.8
389,19.8
390,19.7
391,19.7
392,19.8
393,19.9
394,20.0
395,20.0
396,20.0
397,20.0
398,20.0
399,20.0
400,20.1
401,20.2
402,20.4
403,20.7
404,21.0
405,21.2
406,21.0
407,20.9
408,20.8
409,20.7
410,20.7
411,20.5
412,20.3
413,20.2
414,20.3
415,20.3
416,20.5
417,20.7
418,20.8
419,20.7
420,20.6
421,20.6
422,20.6
423,20.7
424,20.9
425,21.1
426,21.7
427,22.2
428,22.2
429,23.1
430,23.8
431,24.7
432,25.7
433,25.7
434,25.7
435,26.0
436,26.3
437,26.3
438,26.4
439,26.3
440,26.3
441,26.5
442,26.9
443,27.2
444,27.1
445,27.1
446,27.2
447,27.3
448,27.0
449,26.7
450,27.0
451,27.2
452,27.2
453,27.0
454,26.9
455,26.7
456,26.4
457,26.1
458,25.8
459,25.4
460,25.0
461,24.8
462,24.5
463,23.9
464,23.5
465,23.3
466,23.3
467,23.3
468,23.2
469,23.0
470,22.9
471,22.8
472,22.7
473,22.4
474,22.2
475,22.2
476,22.2
477,22.3
478,22.4
479,22.4
480,22.5
481,22.5
482,22.4
483,22.4
484,22.4
485,22.5
486,22.5
487,22.6
488,22.7
489,22.7
490,22.9
491,23.0
492,23.1
493,23.3
494,23.6
495,24.0
496,24.7
497,25.9
498,26.3
499,26.4
500,26.6
501,26.3
502,26.1
503,26.0
504,25.9
505,25.8
506,25.8
507,25.7
508,26.0
509,26.3
510,26.4
511,26.3
512,26.3
513,26.1
514,26.0
515,26.1
516,26.2
517,26.2
518,26.3
519,26.2
520,26.1
521,26.1
522,25.9
523,25.7
524,25.6
525,25.5
526,25.4
527,25.1
528,24.9
529,24.8
530,24.6
531,24.5
532,24.4
533,24.3
534,24.2
535,24.0
536,23.9
537,23.9
538,23.9
539,23.8
540,23.8
541,23.7
542,24.1
543,24.4
544,25.0
545,25.4
546,25.6
547,25.6
548,25.8
549,26.0
550,26.1
551,26.2
552,26.2
553,26.2
554,26.2
555,26.1
556,26.0
557,25.9
558,25.9
559,25.4
560,25.0
561,24.7
562,24.3
563,23.4
564,23.2
565,23.1
566,23.1
567,24.9
568,25.3
569,30.2
570,30.3
571,30.5
572,30.5
573,30.5
574,30.6
575,30.6
576,30.7
577,30.6
578,30.5
579,30.5
580,30.3
581,30.3
582,30.1
583,30.0
584,29.9
585,29.6
586,29.4
587,29.2
588,28.9
589,28.6
590,27.9
591,27.3
592,26.8
593,25.8
594,25.1
595,24.8
596,24.6
597,24.5
598,24.7
599,24.7
600,24.7
601,24.9
602,25.3
603,25.6
604,25.8
605,26.0
606,26.1
607,26.1
608,26.2
609,26.3
610,26.5
611,26.7
612,26.8
613,26.8
614,26.8
615,27.0
616,27.0
617,27.0
618,26.8
619,26.7
620,26.5
621,26.3
622,26.1
623,25.8
624,25.9
625,26.2
626,26.5
627,26.3
628,26.2
629,26.3
630,26.5
631,26.6
632,26.7
633,26.6
634,26.4
635,26.3
636,26.2
637,26.2
638,26.3
639,26.4
640,26.5
641,26.7
642,27.0
643,27.2
644,27.2
645,26.9
646,26.7
647,26.6
648,26.5
649,25.9
650,25.1
651,25.2
652,25.3
653,25.6
654,25.9
655,26.1
656,26.3
657,26.6
658,27.0
659,27.4
660,27.0
661,26.7
662,26.4
663,26.0
664,25.9
665,26.1
666,26.5
667,26.7
668,26.9
669,27.1
670,27.8
671,28.4
672,28.6
673,28.6
674,28.6
675,28.6
676,28.6
677,28.4
678,28.4
679,28.4
680,28.4
681,28.4
682,28.4
683,28.4
684,28.4
685,28.4
686,28.4
687,28.3
688,28.3
689,28.2
690,28.2
691,28.1
692,28.1
693,28.1
694,28.0
695,27.9
696,27.8
697,27.6
698,27.5
699,27.2
700,27.0
701,26.4
702,25.6
703,25.1
704,24.8
705,24.6
706,24.8
707,25.0
708,25.2
709,25.5
710,25.7
711,25.8
712,25.8
713,25.8
714,25.8
715,25.8
716,25.7
717,25.7
718,25.0
719,24.5
720,24.1
721,23.8
722,23.5
723,23.3
724,22.8
725,22.5
726,22.2
727,21.9
728,21.3
729,20.9
