time,respirationRate
0,11.5
1,11.4
2,11.4
3,11.4
4,11.5
5,11.6
6,11.6
7,11.7
8,11.4
9,11.3
10,11.1
11,11.2
12,11.3
13,11.5
14,11.6
15,11.7
16,11.7
17,11.8
18,11.8
19,11.8
20,11.6
21,11.5
22,11.4
23,11.5
24,11.5
25,11.6
26,11.6
27,11.6
28,11.6
29,11.5
30,11.4
31,11.4
32,11.4
33,11.4
34,11.5
35,11.6
36,11.7
37,11.8
38,13.8
39,15.5
40,17.2
41,18.5
42,19.6
43,20.5
44,21.1
45,21.6
46,21.9
47,22.2
48,22.3
49,22.4
50,22.4
51,21.6
52,21.0
53,20.5
54,20.5
55,20.6
56,20.8
57,21.1
58,21.6
59,22.2
60,22.6
61,23.0
62,23.0
63,23.2
64,23.4
65,23.6
66,23.7
67,23.7
68,23.6
69,23.4
70,23.1
71,22.8
72,22.9
73,23.0
74,23.1
75,23.4
76,23.6
77,23.4
78,23.2
79,23.4
80,23.6
81,23.7
82,23.7
83,23.7
84,23.6
85,23.4
86,23.5
87,23.9
88,24.1
89,24.6
90,24.9
91,25.6
92,26.2
93,26.6
94,26.7
95,26.5
96,26.3
97,26.2
98,26.1
99,25.7
100,25.4
101,25.1
102,24.6
103,24.3
104,24.2
105,24.1
106,24.0
107,24.0
108,24.0
109,24.1
110,24.1
111,24.4
112,24.6
113,24.4
114,24.1
115,23.8
116,23.6
117,23.3
118,23.0
119,22.7
120,22.7
121,22.7
122,22.7
123,22.9
124,23.0
125,23.1
126,23.1
127,23.2
128,23.3
129,23.5
130,23.4
131,23.1
132,23.2
133,23.5
134,23.7
135,23.9
136,24.1
137,24.1
138,24.1
139,24.1
140,24.1
141,24.1
142,24.3
143,24.5
144,24.6
145,24.1
146,23.8
147,23.8
148,24.0
149,24.3
150,24.8
151,25.1
152,25.0
153,24.9
154,24.9
155,25.1
156,25.2
157,24.5
158,24.2
159,23.9
160,23.6
161,23.3
162,23.5
163,23.6
164,24.0
165,24.3
166,24.4
167,24.2
168,24.0
169,23.9
170,23.7
171,23.7
172,23.5
173,23.3
174,23.2
175,23.2
176,23.2
177,23.3
178,23.4
179,23.8
180,24.2
181,24.5
182,24.3
183,24.2
184,24.1
185,24.0
186,23.9
187,23.7
188,23.5
189,23.2
190,22.9
191,22.8
192,22.7
193,22.6
194,22.5
195,22.4
196,22.3
197,22.3
198,22.2
199,22.1
200,22.0
201,22.0
202,22.0
203,22.1
204,22.0
205,21.9
206,21.8
207,21.7
208,21.5
209,21.3
210,21.1
211,20.9
212,20.8
213,20.5
214,20.1
215,19.9
216,19.8
217,19.7
218,19.6
219,19.5
220,19.4
221,19.4
222,19.4
223,19.2
224,19.1
225,19.1
226,19.1
227,19.1
228,19.2
229,19.3
230,20.4
231,21.3
232,22.2
233,22.4
234,22.7
235,23.1
236,23.3
237,23.4
238,23.5
239,23.6
240,23.6
241,23.7
242,23.7
243,23.7
244,23.8
245,23.8
246,23.8
247,23.7
248,23.6
249,23.5
250,23.4
251,23.2
252,23.1
253,22.8
254,22.6
255,22.4
256,22.0
257,21.4
258,21.0
259,20.8
260,20.9
261,21.0
262,21.3
263,21.7
264,21.8
265,21.9
266,21.8
267,21.8
268,21.8
269,21.9
270,22.0
271,22.2
272,22.4
273,22.5
274,22.2
275,21.9
276,21.7
277,21.5
278,21.1
279,20.8
280,20.4
281,20.2
282,20.0
283,19.9
284,19.8
285,19.5
286,19.3
287,19.2
288,19.0
289,18.6
290,18.3
291,18.0
292,17.8
293,17.6
294,17.4
295,17.3
296,16.9
297,16.6
298,16.3
299,16.3
300,16.3
301,16.4
302,16.4
303,16.7
304,16.9
305,17.2
306,17.5
307,17.8
308,18.4
309,18.8
310,19.4
311,19.8
312,20.1
313,20.3
314,20.5
315,20.7
316,20.8
317,20.8
318,20.8
319,20.8
320,20.6
321,20.4
322,20.3
323,20.3
324,20.4
325,20.4
326,20.3
327,19.9
328,19.7
329,19.8
330,19.9
331,19.9
332,19.8
333,19.6
334,19.5
335,19.5
336,19.5
337,19.6
338,19.6
339,19.6
340,19.6
341,19.5
342,19.4
343,19.3
344,19.3
345,19.2
346,19.2
347,19.0
348,18.9
349,18.8
350,18.8
351,18.7
352,18.6
353,18.6
354,18.6
355,18.6
356,18.2
357,17.4
358,17.0
359,16.7
360,16.5
361,16.3
362,16.3
363,16.3
364,16.4
365,16.6
366,16.7
367,16.9
368,17.2
369,17.5
370,17.6
371,17.7
372,17.7
373,18.0
374,18.3
375,18.6
376,19.1
377,19.5
378,19.8
379,19.8
380,19.8
381,19.8
382,19.8
383,19.7
384,19.5
385,19.6
386,19.6
387,19.7
388,19.6
389,19.5
390,19.4
391,19.3
392,19.1
393,18.9
394,18.7
395,18.8
396,18.8
397,19.0
398,19.2
399,19.4
400,19.6
401,19.7
402,19.6
403,19.6
404,19.6
405,19.6
406,19.7
407,19.7
408,19.6
409,19.3
410,19.1
411,18.9
412,18.8
413,18.5
414,18.2
415,17.9
416,17.7
417,17.8
418,17.9
419,17.9
420,17.9
421,17.9
422,17.8
423,17.8
424,17.7
425,17.7
426,17.6
427,17.3
428,17.1
