time,respirationRate
0,0.0648824
1,0.0634785
2,0.06399730000000001
3,0.0646077
4,0.0641804
5,0.0635395
6,0.0659505
7,0.0659505
8,0.0656758
9,0.0621967
10,0.0666219
11,0.0651875
12,0.0661946
13,0.0653401
14,0.0652181
15,0.0662557
16,0.0661336
17,0.06424149999999999
18,0.06527909999999999
19,0.0672018
20,0.0663778
21,0.06228830000000001
22,0.0661641
23,0.0669576
24,0.06631669999999999
25,0.06399730000000001
26,0.0664998
27,0.0667745
28,0.065981
29,0.0633564
30,0.06668289999999999
31,0.06674400000000001
32,0.0658589
33,0.0620136
34,0.06592
35,0.0658284
36,0.0629597
37,0.0654317
38,0.062624
39,0.0646992
40,0.06674400000000001
41,0.065096
42,0.0617084
43,0.0640889
44,0.0672933
45,0.064272
46,0.0629902
47,0.0656453
48,0.0639668
49,0.0658284
50,0.0658284
51,0.06592
52,0.06445509999999999
53,0.06445509999999999
54,0.0647298
55,0.0643025
56,0.0647908
57,0.0588092
58,0.0625935
59,0.0648824
60,0.06573689999999999
61,0.06942960000000001
62,0.068392
63,0.06686610000000001
64,0.0662252
65,0.0629902
66,0.0657674
67,0.0653096
68,0.0624714
69,0.0665914
70,0.0671102
71,0.0674154
72,0.0683004
73,0.0661641
74,0.0656148
75,0.0669576
76,0.0673238
77,0.0634175
78,0.0654622
79,0.0668355
80,0.0662252
81,0.061861
82,0.06527909999999999
83,0.0667135
84,0.0650655
85,0.06305119999999999
86,0.0657064
87,0.0658895
88,0.0637226
89,0.0648518
90,0.06592
91,0.06445509999999999
92,0.0643025
93,0.06631669999999999
94,0.0640889
95,0.0648518
96,0.0632649
97,0.0664998
98,0.0626545
99,0.0639363
100,0.06674400000000001
101,0.0679037
102,0.067629
103,0.0713828
104,0.0812708
105,0.0753197
106,0.0645466
107,0.0656148
108,0.0639058
109,0.063448
110,0.06540119999999999
111,0.0690023
112,0.06399730000000001
113,0.0644856
114,0.06323440000000001
115,0.0625629
116,0.06457719999999999
117,0.0652486
118,0.0641194
119,0.06579789999999999
120,0.064272
121,0.0648824
122,0.0653401
123,0.0640278
124,0.06540119999999999
125,0.0664693
126,0.06573689999999999
127,0.0637532
128,0.0662862
129,0.0647298
130,0.0654622
131,0.065981
132,0.06350900000000001
133,0.0638447
134,0.06579789999999999
135,0.06579789999999999
136,0.06350900000000001
137,0.0655232
138,0.061128599999999984
139,0.0627155
140,0.06457719999999999
141,0.06686610000000001
142,0.06988739999999999
143,0.0680868
144,0.06381419999999999
145,0.0662252
146,0.06631669999999999
147,0.0607318
148,0.0596332
149,0.0637226
150,0.0655232
151,0.0675985
152,0.06610310000000001
153,0.065981
154,0.0670797
155,0.0662862
156,0.0632954
157,0.0652181
158,0.0660115
159,0.0658589
160,0.0612506
161,0.0625019
162,0.065157
163,0.0650655
164,0.0644856
165,0.0647603
166,0.062624
167,0.0654927
168,0.0673849
169,0.0678426
170,0.06607260000000001
171,0.06439410000000001
172,0.0660115
173,0.0658589
174,0.0614948
175,0.06704919999999999
176,0.0660115
177,0.06579789999999999
178,0.06680499999999999
179,0.0659505
180,0.060823400000000014
181,0.0609149
182,0.0640584
183,0.0655232
184,0.06527909999999999
185,0.06350900000000001
186,0.0656148
187,0.065096
188,0.0653096
189,0.0664083
190,0.0661336
191,0.0653096
192,0.0621357
193,0.0658589
194,0.06592
195,0.06216619999999999
196,0.0628986
197,0.0656148
198,0.0664388
199,0.06369209999999999
200,0.0626545
201,0.0649129
202,0.0658589
203,0.0664693
204,0.0667745
205,0.0648824
206,0.0675069
207,0.06668289999999999
208,0.060823400000000014
209,0.06399730000000001
210,0.0640889
211,0.0606403
212,0.056917
213,0.0619831
214,0.0659505
215,0.0650044
216,0.06482130000000001
217,0.06350900000000001
218,0.0682699
219,0.0648518
220,0.0662557
221,0.0679342
222,0.06579789999999999
223,0.0644856
224,0.0674154
225,0.0663472
226,0.0632954
227,0.06579789999999999
228,0.0625324
229,0.0608539
230,0.0631428
231,0.0653401
232,0.06704919999999999
233,0.06573689999999999
234,0.0649739
235,0.0667745
236,0.0678426
237,0.06704919999999999
238,0.0619831
239,0.0656453
240,0.0641194
241,0.0613117
242,0.0668966
243,0.0680868
244,0.0649129
245,0.0641804
246,0.0641194
247,0.0653706
248,0.0655538
249,0.0670797
250,0.0680563
251,0.0648518
252,0.0637226
253,0.0637837
254,0.06241040000000001
255,0.0652486
256,0.0651265
257,0.06540119999999999
258,0.0658589
259,0.0572222
260,0.0644246
261,0.0682699
262,0.0670797
263,0.0648518
264,0.0653401
265,0.06668289999999999
266,0.06463819999999999
267,0.0649739
268,0.06631669999999999
269,0.0658284
270,0.0633869
271,0.0664388
272,0.051912
273,0.0325022
274,0.07757810000000001
275,0.075045
276,0.06756799999999999
277,0.0191656
278,0.0548418
279,0.05493330000000001
280,0.06350900000000001
281,0.06152530000000001
282,0.0596332
283,0.0607929
284,0.0596026
285,0.0637837
286,0.0604877
287,0.0548112
288,0.068453
289,0.101932
290,0.100223
291,0.092349
292,0.08652
293,0.07770010000000001
294,0.06967380000000001
295,0.069216
296,0.0704062
297,0.0696127
298,0.06363110000000001
299,0.0668966
300,0.06698810000000001
301,0.06668289999999999
302,0.0655538
303,0.0589923
304,0.0630207
305,0.0652486
306,0.06680499999999999
307,0.06872769999999999
308,0.0669271
309,0.0663472
310,0.0661641
311,0.0422987
312,0.0584429
313,0.06775110000000001
314,0.0570391
315,0.0408338
316,0.0532548
317,0.0636006
318,0.0701315
319,0.0756249
320,0.0773339
321,0.0697653
322,0.0751671
323,0.0735496
324,0.0714133
325,0.0695212
326,0.06796469999999999
327,0.06674400000000001
328,0.0637837
329,0.0631428
330,0.059144900000000014
331,0.06216619999999999
332,0.06445509999999999
333,0.0658284
334,0.0691855
335,0.0686972
336,0.0683004
337,0.06747639999999999
338,0.0670186
339,0.07058930000000001
340,0.0764794
341,0.0643635
342,0.0620746
343,0.0635395
344,0.064272
345,0.059663699999999986
346,0.059541599999999986
347,0.0624714
348,0.0644856
349,0.06857510000000001
350,0.0687582
351,0.0673849
352,0.0668355
353,0.06665239999999999
354,0.0662557
355,0.0641499
356,0.0640889
357,0.06592
358,0.0662557
359,0.0634785
360,0.0662557
361,0.0647298
362,0.0644856
363,0.0664388
364,0.06363110000000001
365,0.0656148
366,0.0663778
367,0.0618
368,0.0630207
369,0.06527909999999999
370,0.06668289999999999
371,0.0679952
372,0.0664388
373,0.0649129
374,0.06656089999999999
375,0.0656453
376,0.06527909999999999
377,0.065157
378,0.0656148
379,0.0655538
380,0.06579789999999999
381,0.062624
382,0.0646992
383,0.0656758
384,0.0621052
385,0.06451609999999999
386,0.0659505
387,0.0681173
388,0.0668355
389,0.0625019
390,0.0653706
391,0.0656453
392,0.06610310000000001
393,0.06381419999999999
394,0.0661641
395,0.06527909999999999
396,0.065981
397,0.0662557
398,0.06381419999999999
399,0.0592975
400,0.06775110000000001
401,0.0671407
402,0.06573689999999999
403,0.06668289999999999
404,0.0660115
405,0.0614948
406,0.06228830000000001
407,0.06463819999999999
408,0.0644246
