time,respirationRate
0,15.1
1,15.0
2,15.1
3,15.1
4,15.1
5,15.2
6,15.1
7,15.0
8,15.0
9,15.2
10,15.4
11,15.6
12,15.7
13,15.9
14,15.9
15,15.9
16,15.8
17,15.7
18,15.7
19,15.7
20,15.5
21,15.3
22,15.2
23,15.2
24,15.3
25,15.4
26,15.6
27,15.8
28,16.1
29,16.7
30,17.3
31,17.9
32,18.6
33,19.3
34,20.0
35,20.5
36,20.9
37,20.8
38,20.7
39,20.7
40,20.9
41,21.1
42,21.1
43,21.1
44,21.1
45,21.0
46,20.9
47,20.7
48,20.4
49,20.3
50,20.1
51,20.0
52,19.9
53,19.8
54,19.6
55,20.1
56,20.4
57,20.8
58,21.1
59,21.4
60,22.2
61,23.1
62,23.5
63,23.9
64,24.1
65,24.2
66,24.3
67,24.4
68,24.3
69,24.2
70,24.0
71,23.8
72,23.6
73,23.1
74,22.5
75,21.7
76,21.6
77,21.5
78,21.5
79,21.4
80,21.4
81,21.4
82,21.5
83,21.5
84,21.8
85,22.0
86,22.2
87,21.7
88,21.2
89,21.1
90,21.1
91,21.1
92,21.1
93,21.2
94,21.3
95,21.4
96,21.5
97,21.3
98,21.2
99,21.1
100,21.2
101,21.2
102,21.2
103,21.3
104,21.2
105,21.1
106,21.1
107,21.0
108,20.8
109,20.6
110,20.5
111,20.6
112,20.6
113,20.7
114,20.9
115,21.1
116,21.3
117,21.5
118,21.6
119,21.9
120,22.0
121,22.1
122,22.2
123,22.3
124,20.3
125,20.2
126,20.0
127,19.8
128,19.6
129,19.4
130,19.2
131,19.1
132,19.1
133,19.2
134,19.2
135,19.0
136,18.8
137,18.7
138,18.9
139,19.0
140,19.1
141,19.5
142,19.7
143,20.0
144,20.4
145,20.6
146,20.6
147,20.5
148,20.4
149,20.4
150,20.3
151,20.3
152,20.1
153,19.8
154,19.5
155,19.4
156,19.5
157,19.5
158,19.4
159,19.1
160,18.9
161,18.8
162,18.9
163,18.9
164,18.9
165,18.7
166,18.5
167,18.4
168,18.3
169,18.2
170,18.1
171,18.1
172,18.3
173,18.3
174,18.8
175,19.2
176,19.6
177,19.6
178,19.6
179,19.6
180,19.7
181,19.7
182,19.7
183,19.6
184,19.5
185,19.6
186,19.7
187,19.8
188,20.0
189,20.3
190,20.5
191,20.8
192,21.1
193,21.3
194,21.4
195,21.5
196,21.5
197,21.5
198,21.4
199,21.4
200,21.5
201,21.6
202,21.6
203,21.6
204,21.5
205,21.4
206,21.4
207,21.4
208,21.3
209,20.9
210,20.6
211,20.3
212,20.2
213,20.1
214,20.1
215,19.9
216,19.6
217,19.4
218,19.2
219,19.0
220,18.8
221,18.7
222,18.6
223,18.6
224,19.0
225,19.4
226,19.7
227,19.7
228,19.7
229,19.7
230,19.6
231,19.4
232,19.2
233,19.3
234,19.6
235,19.7
236,20.0
237,20.3
238,20.4
239,20.1
240,19.8
241,19.5
242,19.4
243,19.3
244,19.2
245,19.2
246,19.2
247,19.3
248,19.7
249,20.0
250,20.3
251,20.4
252,20.5
253,20.6
254,20.1
255,19.7
256,19.4
257,19.2
258,19.1
259,19.0
260,18.8
261,18.6
262,18.4
263,20.5
264,20.5
265,20.7
266,20.9
267,21.1
268,21.2
269,21.2
270,21.2
271,21.2
272,21.2
273,21.2
274,21.2
275,21.2
276,21.2
277,21.1
278,21.2
279,21.3
280,21.4
281,21.4
282,21.1
283,20.9
284,21.1
285,21.3
286,21.4
287,21.2
288,21.1
289,20.9
290,20.7
291,20.5
292,20.3
293,20.3
294,20.3
295,20.4
296,20.0
297,19.6
298,19.5
299,19.6
300,19.6
301,19.7
302,19.8
303,20.0
304,20.0
305,20.0
306,20.0
307,20.2
308,20.6
309,20.8
310,20.7
311,20.4
312,20.1
313,19.9
314,19.8
315,20.0
316,20.5
317,20.8
318,21.1
319,20.7
320,20.4
321,20.2
322,20.2
323,20.2
324,20.2
325,20.3
326,20.4
327,20.3
328,20.0
329,19.9
330,19.7
331,19.4
332,19.1
333,18.9
334,18.8
335,18.7
336,18.7
337,18.6
338,18.5
339,18.5
340,18.6
341,18.8
342,18.9
343,19.2
344,19.4
345,19.6
346,19.8
347,19.9
348,20.0
349,19.6
350,19.2
351,19.2
352,18.9
353,18.8
354,18.7
355,18.6
356,18.7
357,18.9
358,19.1
359,19.2
360,19.3
361,19.4
362,19.3
363,19.3
364,19.3
365,19.3
366,19.4
367,19.4
368,19.5
369,19.5
370,19.5
371,19.4
372,19.2
373,19.0
374,18.9
375,18.9
376,18.9
377,19.2
378,19.4
379,19.6
380,19.5
381,19.2
382,18.9
383,18.8
384,19.5
385,19.5
386,19.4
387,19.2
388,19.1
389,19.1
390,19.1
391,19.8
392,20.0
393,20.2
394,19.7
395,19.3
396,18.9
397,18.9
398,18.8
399,18.7
400,18.7
401,18.6
402,18.6
403,18.7
404,18.8
405,18.8
406,19.1
407,19.2
408,19.4
409,19.7
410,19.9
411,20.1
412,20.3
413,20.4
414,20.4
415,20.3
416,20.2
417,20.1
418,19.8
419,19.7
420,19.5
421,19.2
422,19.0
423,18.8
424,19.0
425,19.1
426,19.2
427,19.2
428,19.2
429,19.1
430,19.1
431,19.2
432,19.2
433,19.3
434,19.3
435,19.3
436,19.2
437,19.1
438,18.4
439,18.5
440,18.5
441,18.6
442,18.6
443,18.6
444,18.4
445,17.3
446,17.3
447,17.5
448,17.7
449,18.0
450,18.6
451,19.1
452,18.9
453,19.1
454,19.3
455,19.6
456,20.0
457,20.4
458,20.7
459,20.9
460,21.1
461,21.2
462,21.4
463,21.4
464,21.4
465,21.4
466,21.3
467,21.1
468,21.0
469,20.9
470,20.9
471,20.8
472,20.8
473,20.6
474,20.4
475,20.3
476,21.7
477,23.6
478,23.7
479,23.7
480,23.7
481,22.0
482,22.0
483,21.8
484,21.6
485,21.4
486,21.3
487,20.5
488,20.0
489,20.0
490,20.1
491,20.3
492,20.3
493,20.4
494,20.4
495,20.5
496,20.5
497,20.6
498,20.6
499,20.7
500,20.7
501,20.8
502,21.0
503,21.0
504,20.9
505,20.6
506,20.4
507,20.4
508,20.4
509,20.5
510,20.5
511,20.5
512,20.5
513,20.5
514,20.3
515,20.1
516,20.0
517,19.7
518,19.4
519,19.3
520,19.3
521,19.3
522,19.3
523,19.3
524,19.3
525,19.5
526,19.7
527,19.9
528,19.9
529,19.8
530,19.7
531,19.7
532,19.7
533,19.7
534,20.6
535,21.0
536,21.2
537,21.1
538,21.1
539,21.0
540,20.7
541,20.5
542,20.5
543,20.5
544,20.6
545,20.6
546,20.6
547,20.5
548,20.5
549,20.4
550,20.4
551,20.6
552,20.8
553,21.0
554,20.7
555,20.4
556,20.5
557,20.9
558,21.2
559,21.3
560,21.4
561,21.4
562,21.5
563,21.6
564,21.6
565,21.4
566,21.3
567,21.1
568,20.9
569,20.8
570,21.2
571,21.6
572,21.7
573,21.6
574,21.5
575,21.4
576,20.9
577,20.5
578,20.2
579,19.9
580,19.7
581,19.6
582,20.1
583,20.4
584,20.4
585,20.3
586,20.2
587,20.2
588,20.1
589,20.0
590,20.0
591,20.0
592,20.1
593,20.1
