time,respirationRate
0,10.1
1,10.1
2,10.1
3,10.0
4,9.9
5,9.8
6,9.8
7,9.8
8,9.9
9,10.0
10,10.0
11,10.4
12,10.6
13,10.8
14,11.0
15,11.2
16,11.2
17,11.3
18,11.3
19,11.5
20,11.7
21,11.9
22,11.9
23,12.2
24,12.5
25,12.9
26,13.5
27,14.0
28,14.6
29,15.6
30,16.1
31,16.5
32,16.9
33,17.2
34,18.0
35,18.7
36,19.2
37,19.3
38,19.5
39,19.6
40,19.4
41,19.2
42,19.1
43,19.1
44,19.1
45,19.1
46,18.8
47,18.5
48,18.2
49,18.4
50,18.6
51,18.7
52,18.9
53,19.0
54,19.4
55,19.9
56,20.3
57,20.8
58,21.2
59,21.8
60,22.6
61,23.2
62,23.8
63,24.2
64,24.3
65,24.5
66,24.5
67,24.6
68,24.7
69,24.6
70,24.6
71,24.5
72,24.3
73,24.0
74,23.7
75,23.4
76,23.1
77,22.9
78,21.8
79,21.3
80,21.1
81,21.2
82,21.2
83,21.4
84,21.7
85,21.8
86,21.5
87,21.3
88,21.1
89,20.8
90,20.6
91,20.4
92,20.2
93,20.0
94,19.9
95,20.1
96,20.2
97,20.7
98,21.1
99,21.7
100,22.2
101,22.6
102,22.9
103,23.1
104,23.2
105,23.3
106,23.2
107,23.2
108,23.1
109,22.9
110,22.4
111,22.1
112,21.7
113,21.3
114,21.1
115,20.8
116,20.1
117,19.5
118,19.2
119,19.1
120,19.1
121,19.0
122,19.0
123,19.0
124,18.9
125,18.7
126,18.5
127,18.5
128,18.5
129,18.7
130,18.8
131,19.2
132,19.7
133,20.1
134,20.3
135,20.2
136,20.1
137,20.0
138,20.0
139,20.0
140,20.0
141,19.7
142,19.6
143,19.4
144,19.3
145,18.9
146,18.5
147,18.1
148,18.1
149,18.1
150,18.1
151,18.1
152,18.5
153,18.7
154,19.0
155,19.5
156,19.9
157,20.2
158,20.4
159,20.3
160,20.3
161,20.3
162,20.5
163,20.6
164,20.6
165,20.5
166,20.3
167,20.5
168,20.6
169,20.9
170,21.4
171,21.8
172,21.8
173,21.5
174,21.3
175,21.0
176,20.7
177,20.5
178,20.2
179,20.1
180,19.9
181,20.1
182,20.4
183,20.7
184,20.7
185,20.5
186,20.3
187,20.1
188,19.9
189,19.7
190,19.4
191,19.0
192,18.7
193,18.7
194,18.9
195,19.2
196,19.6
197,20.0
198,20.3
199,20.6
200,20.8
201,20.9
202,21.1
203,21.1
204,21.1
205,21.1
206,21.2
207,21.3
208,21.3
209,21.4
210,21.4
211,21.3
212,21.3
213,21.2
214,21.2
215,21.1
216,21.1
217,20.8
218,20.6
219,20.5
220,20.2
221,20.0
222,19.8
223,19.7
224,19.5
225,19.6
226,19.8
227,19.9
228,20.0
229,20.0
230,19.9
231,19.8
232,19.9
233,19.9
234,20.0
235,20.0
236,20.0
237,20.0
238,19.9
239,19.8
240,19.7
241,19.5
242,19.4
243,19.3
244,19.0
245,18.8
246,18.6
247,18.9
248,19.2
249,19.4
250,19.2
251,18.8
252,18.5
